,level_0,index,link,headline,summary,date,compounds_head,compounds_summ,compounds_head_summ,Sentiment,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Doc_length,Modal_freq,Negative_freq,Positive_freq,Uncertainty_freq,Litigious_freq,Constraining_freq,Superfluous_freq,Interesting_freq,Negative_score,Positive_score
10,27,27,https://www.nytimes.com/2001/12/20/business/business-digest-758981.html,BUSINESS DIGEST,"AT&T to Sell Cable Unit To Comcast for $47 Billion AT&T agreed to sell its cable television business, the nation's largest, to Comcast for $47 billion in stock. The deal would create a cable giant with more than 22 million subscribers, almost twice the size of the next-biggest cable operator, AOL Time Warner, which was a losing bidder for the operation. [Page A1.] No Deal on Stimulus Package Congress gave up hope of reaching a deal this year with the Bush administration on an economic stimulus package. [A1.]",2001-12-20 01:00:00,0.0,0.4767,0.4767,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   WOULD      2         0         0            0          0             0   
1  ALMOST      3         0         0            1          0             0   
2  LOSING      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,91,0.054945054945054944,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.01098901098901099,-0.01098901098901099
11,28,28,https://www.nytimes.com/2001/12/20/business/at-t-s-cable-deal-the-overview-comcast-wins-bid-for-at-t-s-cable.html,COMCAST WINS BID FOR AT&T'S CABLE,"AT&T agreed yesterday to sell its cable television business, the nation's largest, to the Comcast Corporation for about $47 billion in stock. The deal would create a cable giant with more than 22 million subscribers, almost twice the size of the next-biggest cable operator, AOL Time Warner, which was a losing bidder in the deal.",2001-12-20 01:00:00,0.5719,0.1531,0.7213,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   WOULD      2         0         0            0          0             0   
1  ALMOST      3         0         0            1          0             0   
2  LOSING      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56,0.08928571428571429,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.017857142857142856,-0.017857142857142856
12,29,29,https://www.nytimes.com/2001/12/20/business/at-t-s-cable-deal-news-analysis-clash-of-the-convergers.html,Clash of the Convergers,"Comcast won the auction for AT&T's cable television business yesterday, but the other big winner was Microsoft. Using its deep pockets, Microsoft gave financial support to the Comcast bid and thus played the spoiler in denying the prize to its archrival, AOL Time Warner. Most of the nation's 70 million cable television subscribers may wonder why so much corporate emotion and money were involved in the fight over AT&T's cable business. To most people, a cable network is merely a way of delivering garden-variety television and collecting monthly bills.",2001-12-20 02:00:00,0.0,0.9209,0.9209,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   WINNER      0         0         1            0          0             0   
1  DENYING      0         1         0            0          0             0   
2      MAY      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90,0.03333333333333333,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
13,30,30,https://www.nytimes.com/2001/12/20/business/t-s-cable-deal-regulators-new-era-washington-paves-way-for-this-other-deals.html,New Era in Washington Paves Way for This and Other Deals,"Beyond its business rationale, the proposed merger of the nation's largest and third-biggest cable television companies announced tonight reflects the sea change in the regulatory thinking of Washington policy makers. A series of favorable court decisions this year and the appointment by President Bush of senior regulators skeptical of the old rules have ushered in a new era of deregulation in telecommunications. As a result, the proposed deal between AT&T and Comcast, which would have been unthinkable only a year ago, is not expected to encounter any serious impediments here.",2001-12-20 03:00:00,0.0,0.128,0.128,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0   REGULATORY      0         0         0            0          1   
1    FAVORABLE      0         0         1            0          0   
2        COURT      0         0         0            0          1   
3   REGULATORS      0         0         0            0          1   
4        WOULD      2         0         0            0          0   
5      SERIOUS      0         1         0            0          0   
6  IMPEDIMENTS      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  
5             0            0            0  
6             0            0            0  ",2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,91,0.02197802197802198,0.02197802197802198,0.01098901098901099,0.0,0.03296703296703297,0.0,0.0,0.0,0.01098901098901099,-0.01098901098901099
14,32,32,https://www.nytimes.com/2001/12/20/business/t-s-cable-deal-family-philadelphians-take-giant-step-toward-leading-us-cable.html,Philadelphians Take a Giant Step Toward Leading the U.S. Cable Industry,"For years, the Roberts family of Philadelphia has been determined to expand Comcast, its midranked cable company, into an industry giant. In 1999, that strategy suffered a big setback at the hands of AT&T, which beat out Comcast in a bidding war for another major cable operator, MediaOne. So when a stumbling AT&T announced plans last year to spin off its cable properties, Brian Roberts, Comcast's president, saw a chance to get even and big at the same time. Comcast's $44.5 billion hostile bid in July put AT&T Broadband into play, and now has put the business into the Roberts's hands, turning Comcast into the nation's No. 1 cable operator.",2001-12-20 05:00:00,0.0,-0.5859,-0.5859,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  SUFFERED      0         1         0            0          0             0   
1   SETBACK      0         1         0            0          0             0   
2   HOSTILE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,-0.02702702702702703
15,33,33,https://www.nytimes.com/2001/12/21/business/at-t-s-cable-deal-the-negotiations-how-the-comcast-deal-came-together.html,How the Comcast Deal Came Together,"Brian Roberts's first instinct was to try to trump Rupert Murdoch. More than a year ago, Mr. Roberts, the president of Comcast, was anxiously watching Mr. Murdoch's News Corporation maneuver for control of the DirecTV service. That would have given Mr. Murdoch the access he craved into American living rooms, creating the most formidable enemy yet for the cable industry. But over a lunch at Lindy's deli across from Pennsylvania Station in Manhattan, another idea was planted in Mr. Roberts's head.",2001-12-21 01:00:00,0.0,-0.539,-0.539,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,34,34,https://www.nytimes.com/2001/12/21/business/t-s-cable-deal-impact-expect-more-mergers-experts-say-expense-consumers.html,"Expect More Mergers, Experts Say, at Expense of Consumers","Investors may benefit more than consumers from the pending combination of the cable operations of AT&T and Comcast. The creation of AT&T Comcast, a cable behemoth with 22 million subscribers, is likely to set off a new round of mergers in the cable industry, analysts said -- deals that can be expected to pay investors a premium.",2001-12-21 01:00:00,0.0,0.5719,0.5719,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0      MAY      3         0         0            1          0             0   
1  BENEFIT      0         0         1            0          0             0   
2  PENDING      0         0         0            1          0             0   
3   LIKELY      2         0         0            0          0             0   
4      CAN      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  ",7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,56,0.125,0.0,0.017857142857142856,0.03571428571428571,0.0,0.0,0.0,0.0,-0.017857142857142856,0.017857142857142856
17,35,35,https://www.nytimes.com/2001/12/21/business/at-t-s-cable-deal-news-analysis-for-aol-goals-are-deferred-not-denied.html,"For AOL, Goals Are Deferred, Not Denied","In losing its bid for AT&T Broadband, AOL Time Warner may have failed to instantly become the dominant cable force that it might have. But even though the AT&T unit will be combined with Comcast and have significant backing from AOL's rival, Microsoft, AOL's main objectives are likely to be deferred rather than denied. For AOL, AT&T's 13.8 million cable subscribers represented important potential customers for its cable networks, like CNN, and high-speed versions of its America Online.",2001-12-21 02:00:00,0.3412,-0.5574,0.3798,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  LOSING      0         1         0            0          0             0   
1     MAY      3         0         0            1          0             0   
2  FAILED      0         1         0            0          0             0   
3   FORCE      0         1         0            0          0             0   
4   MIGHT      3         0         0            1          0             0   
5    WILL      1         0         0            0          0             0   
6  LIKELY      2         0         0            0          0             0   
7  DENIED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  
5            0            0  
6            0            0  
7            0            0  ",9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,80,0.1125,0.05,0.0,0.025,0.0,0.0,0.0,0.0,0.05,-0.05
18,36,36,https://www.nytimes.com/2001/12/21/business/at-t-s-cable-deal-who-has-what-and-will-vote-what.html,Who Has What and Will Vote What,"For each of their shares, holders of AT&T stock will receive .34 share, or about $13.07, in the new AT&T Comcast. Comcast holders will simply be reissued shares in the new company. AT&T has said that its shareholders would own 56 percent of AT&T Comcast, but the full picture of the combined company's ownership is a bit more complex, mostly because of a complicated investment by Microsoft in AT&T.",2001-12-21 03:00:00,0.0,0.4215,0.4215,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0         WILL      1         0         0            0          0   
1         WILL      1         0         0            0          0   
2        WOULD      2         0         0            0          0   
3  COMPLICATED      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.05714285714285714,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,-0.014285714285714285
19,37,37,https://www.nytimes.com/2001/12/22/opinion/a-clash-of-online-titans.html,A Clash of Online Titans,"AT&T's sale of its cable television business, the nation's largest, to Comcast, the third-largest, is more than another episode in the continuing consolidation of the nation's cable industry. The bidding war for AT&T Broadband must also be seen as another skirmish in the conflict between Microsoft and AOL Time Warner to control the information pipes that bring news, entertainment and communications services into American households. If federal regulators approve this cable merger, as seems likely, they must impose conditions aimed at preserving and fostering competition in the online world. Microsoft owns a stake in Comcast, though it does not directly operate cable systems itself. But with cable companies' digital or ''broadband'' pipelines ideally positioned to distribute high-speed Internet access, interactive TV and perhaps even local phone service, Microsoft clearly wants to ensure its access to cable. It wants to expand its own Internet service provider and build as dominant a franchise in the market for cable operating software as it has for personal computers.",2001-12-22 01:00:00,0.0,0.5859,0.5859,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        MUST      1         0         0            0          0   
1        MUST      1         0         0            0          0   
2    CONFLICT      0         1         0            0          0   
3  REGULATORS      0         0         0            0          1   
4       SEEMS      0         0         0            1          0   
5      LIKELY      2         0         0            0          0   
6      IMPOSE      0         0         0            0          0   
7     PERHAPS      3         0         0            1          0   
8     CLEARLY      1         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  
5             0            0            0  
6             1            0            0  
7             0            0            0  
8             0            0            0  ",8.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,166,0.04819277108433735,0.006024096385542169,0.0,0.012048192771084338,0.006024096385542169,0.006024096385542169,0.0,0.0,0.006024096385542169,-0.006024096385542169
20,38,38,https://www.nytimes.com/2001/12/22/nyregion/c-corrections-802417.html,Corrections,"An article in Business Day yesterday about the Comcast Corporation's acquisition of AT&T Broadband misspelled part of the name of AT&T's law firm. It is Wachtell, Lipton, Rosen & Katz; not Wachtel.",2001-12-22 01:00:00,0.0,0.0,0.0,"  Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  LAW      0         0         0            0          1             0   

   Superfluous  Interesting  
0            0            0  ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0
21,40,40,https://www.nytimes.com/2001/12/23/business/market-insight-in-cable-the-race-approaches-a-far-turn.html,"In Cable, The Race Approaches A Far Turn","COMCAST'S planned $47 billion acquisition of AT&T Broadband is the latest, biggest step toward consolidation in the cable industry. But it is probably not the last. Most American households have access to cable. Yet many people apparently do not want the service, because the number of paying customers is rising very slowly. Companies are building better systems, spending a lot of money. Hence the need for size.",2001-12-23 01:00:00,0.0,0.4548,0.4548,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0    PROBABLY      2         0         0            1          0   
1  APPARENTLY      3         0         0            1          0   
2      SLOWLY      0         1         0            0          0   
3      BETTER      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,67,0.07462686567164178,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0
22,41,41,https://www.nytimes.com/2001/12/23/weekinreview/december-16-22-business-the-deal-of-the-year.html,THE DEAL OF THE YEAR,"Ending almost a year of wrangling, brinksmanship and high-stakes negotiations, Comcast struck a deal to acquire AT&T's cable television unit. The final price: $47 billion in stock. Comcast was already the nation's No. 3 cable operator. After ingesting AT&T's cable operation, AT&T Comcast will be a behemoth with more than 22 million customers, or roughly one of every five homes in the United States. Seth Schiesel",2001-12-23 01:00:00,0.0,-0.1027,-0.1027,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   ALMOST      3         0         0            1          0             0   
1     WILL      1         0         0            0          0             0   
2  ROUGHLY      0         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,67,0.05970149253731343,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0
23,42,42,https://www.nytimes.com/2001/12/24/business/demand-grows-for-net-service-at-high-speed.html,Demand Grows For Net Service At High Speed,"It has been a tumultuous year for providers of high-speed Internet service. Three companies that offer it over phone lines filed for bankruptcy. So did the leading provider of high-speed Internet service over cable TV systems, Excite@Home. And the largest cable company, AT&T Broadband, spent much of the year trying to decide its future before finally falling into the arms of Comcast last week. While each of these events had some effect on customers, nothing has deterred an increasing number of Americans from signing up for high-speed -- or broadband -- Internet access.",2001-12-24 01:00:00,-0.128,-0.0772,-0.2023,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0  BANKRUPTCY      0         1         0            0          0   
1     LEADING      0         0         1            0          0   
2    DETERRED      0         1         0            0          0   
3  INCREASING      0         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            1  ",0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,94,0.0,0.02127659574468085,0.010638297872340425,0.0,0.0,0.0,0.0,0.010638297872340425,0.010638297872340425,-0.010638297872340425
24,43,43,https://www.nytimes.com/2001/12/25/business/company-news-at-t-sells-off-wireless-stake-for-1.4-billion.html,AT&T SELLS OFF WIRELESS STAKE FOR $1.4 BILLION,"AT&T, which is selling assets to reduce debt, sold its remaining stake in its former wireless unit for $1.4 billion. AT&T had retained a $3 billion stake in AT&T Wireless Services, the third-largest mobile-phone company in the nation, which was spun off in July. AT&T had already reduced the stake by $1.6 billion. Last week, AT&T agreed to sell its cable business to Comcast for $72 billion. AT&T's debt rose to $65 billion last year after it spent over $100 billion to form the biggest cable operator in the nation. The company has said it planned to have debt of $35 billion, after subtracting cash, at the end of the year.",2001-12-25 01:00:00,0.0,-0.5574,-0.5574,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,44,44,https://www.nytimes.com/2001/12/26/business/small-cable-operators-worry-about-life-after-big-mergers.html,Small Cable Operators Worry About Life After Big Mergers,"The stakes in the battle for the nation's televisions are gargantuan -- subscription TV generates revenue of $60 billion a year. So the players need to be gargantuan as well, some industry executives argue. Thus the big are getting bigger in order to prepare for a clash of the titans. The two big satellite television companies, EchoStar Communications and DirecTV, are trying to consolidate to create a single company with nearly 17 million subscribers. At the same time, the Comcast Corporation has agreed to buy the cable television unit of AT&T, a move that would make it the largest cable company with more than 22 million subscribers.",2001-12-26 01:00:00,-0.4404,0.0772,-0.3818,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   ARGUE      0         1         0            0          0             0   
1  NEARLY      3         0         0            1          0             0   
2   WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,106,0.04716981132075472,0.009433962264150943,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.009433962264150943,-0.009433962264150943
