,date,headline,link,summary
19,2014/05/16,"The Row’s New Home, a Frieze Frenzy and Moschino’s Plans for Men",https://tmagazine.blogs.nytimes.com/2014/05/16/chic-in-review-the-row-la-perla-louis-vuitton-galliano-lady-gaga/,"Plus, the social media response to anorexic mannequins, John Galliano’s next steps and more from the week in style."
84,2014/05/16,Yearning for a Bigger (Apple) Smartphone,https://bits.blogs.nytimes.com/2014/05/16/yearning-for-a-bigger-apple-smartphone/,"While I’ve owned an Apple iPhone for the past seven years, seeing a lot of larger Android devices on the market has caused me to have big phone envy."
82,2014/05/16,Ejected From the Doughnut Shop,https://cityroom.blogs.nytimes.com/2014/05/16/ejected-from-the-doughnut-shop/,"Metropolitan Diary: A customer felt sorry for a tall, shabbily-dressed woman who had been waiting silently until a store manager yelled at her to get out."
132,2014/05/16,Pepsi Challenges Coke in the Race to Design a More Tappable Soda Fountain,https://www.nytimes.com/2014/05/16/business/pepsi-challenges-coke-in-the-race-to-design-a-more-tappable-soda-fountain.html,"With soda sales sliding in grocery and convenience stores and other retail outlets, new equipment offers the companies a means of introducing consumers to their products."
124,2014/05/16,Texas Chases New Business but Worries About Water,https://www.nytimes.com/2014/05/16/us/texas-chases-new-business-but-worries-about-water.html,A recent effort to lure a maker of the hot sauce sriracha from California came despite the challenges farmers face in a state where they have been given low priority for dwindling water supplies.
51,2014/05/16,"As Barbara Walters Retires, the Big TV Interview Signs Off, Too",https://www.nytimes.com/2014/05/16/business/media/as-barbara-walters-retires-the-big-tv-interview-signs-off-too.html,Ms. Walters has been the queen of the TV celebrity “get.” But stars and politicians no longer need the networks to reach their public.
107,2014/05/16,Reports of Gas Odors Surge After East Harlem Blast,https://www.nytimes.com/2014/05/16/nyregion/reports-of-gas-odors-surge-after-east-harlem-blast.html,The number of calls to Consolidated Edison has led to a backlog of pipe repairs nearly twice as big as state regulators consider acceptable.
117,2014/05/16,Amazon vs. Hachette: When Does Discouragement Become Misrepresentation?,https://bits.blogs.nytimes.com/2014/05/16/amazon-vs-hachette-when-does-discouragement-become-misrepresentation/,"Amazon promotes books from Hachette Books Group while discouraging people from buying them. After the retailer’s aggressive stance became public last week, criticism and complaints mounted. But Amazon seems confident it will get what it wants in the end."
89,2014/05/17,"Portland, Ore., Sheds Its Walmart Bonds",https://www.nytimes.com/2014/05/17/business/portland-ore-will-no-longer-invest-in-walmart.html,"The city of Portland, Ore., said it had started divesting itself of holdings in the retail store because of its labor practices."
0,2014/05/17,AT&T Is Said to Be Near a Deal to Buy DirecTV,https://www.nytimes.com/2014/05/17/att-said-near-a-deal-for-directv/,"AT&T is poised to announce a takeover, people briefed on the matter said on Saturday, ushering in another transformation of the telecommunications industry."
137,2014/05/18,Quixotic ’80 Campaign Gave Birth to Kochs’ Powerful Network,https://www.nytimes.com/2014/05/18/us/politics/quixotic-80-campaign-gave-birth-to-kochs-powerful-network.html,"David H. Koch, a 40-year-old bachelor living in a rent-stabilized apartment in New York City, and his older brother Charles helped mount a long-shot assault on the fracturing American political establishment."
21,2014/05/18,Planners Adapt as Gay Unions Become More Common,https://www.nytimes.com/2014/05/18/fashion/weddings/planners-adapt-as-gay-unions-become-more-common.html,"As same-sex marriages become more common, wedding planners are changing their game."
61,2014/05/18,Tackling the Limits of Touch Screens,https://www.nytimes.com/2014/05/18/business/tackling-the-limits-of-touch-screens.html,New products aim to remove the obstacles to reading and writing effectively on tablet computers.
135,2014/05/18,GreenTech Scatters New Seeds,https://www.nytimes.com/2014/05/18/automobiles/greentech-scatters-new-seeds.html,"After the merger with VL Automotive, GreenTech Automotive promises to deliver a mix of electric city cars, plug-ins converted into muscle machines and performance-tuned cars for the Chinese market."
77,2014/05/18,What Do Pregnant Women Want?,https://www.nytimes.com/2014/05/18/opinion/sunday/what-do-pregnant-women-want.html,"Their cravings and desires, unearthed in their online searches, are revealing."
79,2014/05/18,The Harmony They Want to Hear,https://www.nytimes.com/2014/05/18/business/the-harmony-they-want-to-hear.html,An Apple-Beats Electronics combination could jump-start two important industries: music and wearable technology.
28,2014/05/18,Children Don’t Belong in Tobacco Fields,https://www.nytimes.com/2014/05/18/opinion/sunday/children-dont-belong-in-tobacco-fields.html,"With children suffering from nicotine poisoning, Washington can’t just rely on the tobacco industry to police its suppliers."
2,2014/05/18,AT&T to Buy DirecTV for $48.5 Billion in Move to Expand Clout,https://www.nytimes.com/2014/05/18/att-to-buy-directv-for-48-5-billion/,"Under the terms of the deal, AT&T will pay about $95 a share in stock and cash to acquire the country’s biggest satellite television operator."
130,2014/05/18,Medicine’s Top Earners Are Not the M.D.s,https://www.nytimes.com/2014/05/18/sunday-review/doctors-salaries-are-not-the-big-cost.html,Overseeing the business of medicine is big business.
35,2014/05/18,Putting Drama to Work to Soothe,https://www.nytimes.com/2014/05/18/theater/daniel-beaty-promotes-both-artistry-and-social-good.html,"The actor and writer Daniel Beaty tips his hat to Paul Robeson in a biographical play he created, but also follows his lead in working toward social change."
1,2014/05/19,AT&T Shareholders on Hold in DirecTV Deal,https://www.nytimes.com/2014/05/19/att-shareholders-on-hold-in-directv-deal/,"The unexpectedly robust $1.6 billion of cost savings from the acquisition do not quite cover the 30 percent premium AT&T is paying, Jeffrey Goldfarb of Reuters Breakingviews writes."
68,2014/05/19,Verizon Wireless Names Faster Part of Its Network: XLTE,https://bits.blogs.nytimes.com/2014/05/19/verizon-wireless-names-faster-part-of-its-network-xlte/,"The X refers to an extra-fast, higher-capacity version of LTE available on about half of Verizon’s network, including in New York and Los Angeles."
4,2014/05/19,How AT&T’s Deal for DirecTV Could Affect the Industry,https://www.nytimes.com/2014/05/19/how-atts-deal-for-directv-could-affect-the-industry/,"Several analysts thought the AT&T’s deal to buy DirecTV would pass regulatory muster, but some consumers and consumer advocates expressed concerns about the effects of reduced competition."
100,2014/05/19,The Curious Incident of Pfizer’s ‘Final’ Offer for AstraZeneca,https://www.nytimes.com/2014/05/19/the-curious-incident-of-pfizers-final-offer-for-astrazeneca/,"Britain does not have as many takeover defenses as the United States, so it is puzzling why Pfizer did not make a full-fledged hostile bid for AstraZeneca, Steven M. Davidoff writes in the Deal Professor column."
16,2014/05/19,"Betty Sherrill, Decorator to the White-Shoed and Wealthy, Dies at 91",https://www.nytimes.com/2014/05/19/nyregion/betty-sherrill-decorator-to-the-white-shoed-and-wealthy-dies-at-91.html,"Mrs. Sherrill, a socialite from the South, was an arbiter of taste for New York’s bygone elite, known for her artful but conservative decorating."
15,2014/05/19,The Advisers Behind the Deal for DirecTV,https://www.nytimes.com/2014/05/19/the-advisers-behind-the-deal-for-directv/,"Even for the telecommunications industry, AT&T’s $48.5 billion bid for DirecTV is a blockbuster deal. And should it be completed, the deal could bestow a wealth of fees upon the advisers who worked on it."
113,2014/05/19,"In Cannes, Who Needs the Movies?",https://runway.blogs.nytimes.com/2014/05/19/in-cannes-who-needs-the-movies/,"Parties, including the Vanity Fair gala, fashion shows and other events occupied celebrities near Cannes, leaving little time for the actual films."
121,2014/05/19,Drugs Found to Aid Breathing in a Fatal Lung Disease,https://www.nytimes.com/2014/05/19/health/drugs-found-to-aid-breathing-in-a-fatal-lung-disease.html,"Patients with idiopathic pulmonary fibrosis who were given pirfenidone or nintedanib declined more slowly, researchers in two studies reported."
26,2014/05/19,Camera Maker GoPro Files to Go Public,https://bits.blogs.nytimes.com/2014/05/19/camera-maker-gopro-files-to-go-public/,"GoPro is an unusual specimen for a Silicon Valley I.P.O., a hardware company without the flash of a social network or e-commerce start-up. The company said in the filing that it planned to raise up to $100 million in an initial public offering, a figure that could change later."
115,2014/05/19,Cashless Customers Hold Riches for Retailers,https://www.nytimes.com/2014/05/19/business/retailers-vie-to-cater-to-the-cash-free-customer.html,A hacking of customer data at Target has intensified the pace of changing the way Americans pay for goods.
8,2014/05/19,Options for Rivals in Wake of AT&T’s Bid for DirecTV,https://www.nytimes.com/2014/05/19/the-options-for-dish-sprint-and-others-in-the-wake-of-atts-bid-for-directv/,"Few industries have been as embroiled in merger mania as the telecommunications industry. Now, with another mega-deal in the works, how will others respond? Perhaps with even more consolidation."
5,2014/05/20,AT&T-DirecTV Deal Churns Regulatory Waters,https://www.nytimes.com/2014/05/20/business/media/att-directv-bid-poses-regulatory-questions.html,"While AT&T’s bid for DirecTV bears similarity to Comcast’s deal for Time Warner Cable, experts say the differences could lead regulators to separate conclusions for each one."
105,2014/05/20,Taxi Commission Official Plans to Join Uber,https://www.nytimes.com/2014/05/20/nyregion/taxi-commission-official-plans-to-join-uber.html,"A top official at the Taxi and Limousine Commission, Ashwini Chhabra, is leaving for Uber, he said on Monday, becoming the company’s first head of policy development and community engagement."
40,2014/05/20,Young Iranians Arrested for Being Too ‘Happy in Tehran’,https://thelede.blogs.nytimes.com/2014/05/20/young-iranians-arrested-for-being-happy-in-tehran/,"Six young Iranians were arrested and forced to repent on state television Tuesday for the grievous offense of proclaiming themselves to be “Happy in Tehran,” in a homemade music video they posted on YouTube."
6,2014/05/20,Daily Report: AT&T-DirecTV Deal Complicates Regulatory Task,https://bits.blogs.nytimes.com/2014/05/20/daily-report-att-directtv-deal-complicates-regulatory-task/,"While AT&T’s bid for DirecTV bears similarity to Comcast’s deal for Time Warner Cable, experts say the differences could lead regulators to separate conclusions for each one."
34,2014/05/20,Mixed Signals in a Corporate Felon’s Punishment,https://www.nytimes.com/2014/05/20/mixed-signals-in-a-corporate-felons-punishment/,"The government’s concern with minimizing the collateral consequences for Credit Suisse almost gives the impression that this was a guilty plea without all the guilt, Peter J. Henning writes in White Collar Watch."
30,2014/05/20,"Charges of Chinese Cyberspying, Wanted Posters Included",https://sinosphere.blogs.nytimes.com/2014/05/20/charges-of-chinese-cyberspying-wanted-posters-included/,"The five members of China’s military accused of hacking against American companies are at the top of the F.B.I. “Cyber’s Most Wanted” list, but little has been revealed about them beyond their names and aliases."
3,2014/05/20,What AT&T’s Satellite Deal Might Mean,https://www.nytimes.com/2014/05/20/opinion/what-atts-offer-might-mean.html,The company has not yet made a convincing case that buying DirecTV will be good for consumers.
128,2014/05/21,AstraZeneca’s Shareholders Remain Sharply Divided Over Talks With Pfizer,https://www.nytimes.com/2014/05/21/astrazenecas-shareholders-remain-sharply-divided-over-talks-with-pfizer/,"The fragmented response offers a glimmer of hope to Pfizer, but AstraZeneca also contends that under British takeover law, its hands are tied unless a third part steps in with a competing bid."
110,2014/05/21,"Looking Overseas, Google Weighs a Shift in Deal Focus",https://www.nytimes.com/2014/05/21/looking-overseas-google-weighs-a-shift-in-deal-focus/,Google’s plan to reserve up to $30 billion of its cash for foreign acquisitions represents both a shift in its focus for mergers and the reality that the company keeps amassing money overseas.
98,2014/05/21,Google S.E.C. Filing Says It Wants Ads In Your Thermostat and Car,https://bits.blogs.nytimes.com/2014/05/21/google-plans-to-deliver-ads-through-your-thermostat-and-car/,"According to a filing with the Securities and Exchange Commission, Google wants to put advertisements on your thermostat, in your car and on your refrigerator."
111,2014/05/21,Remember to Forget,https://www.nytimes.com/2014/05/21/opinion/dowd-remember-to-forget.html,Do you have to live with that goofy Instagram forever?
109,2014/05/21,Pfizer-AstraZeneca Talks Need a Rest and Then a Fresh Start,https://www.nytimes.com/2014/05/21/a-giant-drug-deal-first-needs-a-rest-and-then-a-fresh-start/,"If a merger with Pfizer really makes sense, AstraZeneca’s decision is not now or never, Christopher Hughes of Reuters Breakingviews writes."
97,2014/05/21,Home Depot Leads Weak Retail Sector Ahead of Spring Spending Thaw,https://www.nytimes.com/2014/05/21/business/home-depot-earnings-fall-short-of-expectations.html,"The home improvement chain’s first-quarter sales increased 2.9 percent from a year earlier, but it joined a variety of other retailers in missing earnings expectations."
59,2014/05/21,California Urges Websites to Disclose Online Tracking,https://bits.blogs.nytimes.com/2014/05/21/california-urges-websites-to-disclose-online-tracking/,The state’s attorney general is publishing guidelines meant to help companies comply with a new privacy law that went into effect Jan. 1.
139,2014/05/21,A Close Call for 2 Planes at Newark,https://www.nytimes.com/2014/05/21/nyregion/a-close-call-for-2-planes-at-newark.html,The National Transportation Safety Board reported that the pilots had to take evasive action to prevent a crash at Newark Liberty International Airport on April 24.
45,2014/05/21,Iranians Detained for ‘Happy’ Video Are Released on Bail,https://thelede.blogs.nytimes.com/2014/05/21/iranians-detained-for-happy-video-released-on-bail/,"One of the stars of “Happy in Tehran,” an exuberant music video that offended the sensibilities of Iran’s conservative judiciary, reported on Instagram Wednesday that she was free."
43,2014/05/22,Facebook’s New Privacy Mascot: The Zuckasaurus,https://bits.blogs.nytimes.com/2014/05/22/a-blue-dinosaur-becomes-a-facebook-ambassador-for-1-28-billion-people/,"On Thursday, Facebook showed off a blue dinosaur character that will become the privacy ambassador on the social network. But the dinosaur could follow in the path of Microsoft’s Clippy, and Twitter’s Fail Whale, both of which were meant to help users and ended up being hated by people."
