,date,headline,link,summary
3990,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9B04E7D9133CF93BA15750C0A9649D8B63,"9 P.M. (13) NOVA In this episode, ''Cracking Your Genetic Code,'' scientists consider the possible impact of a genetic code sequencing revolution. The technology to read and analyze an individual's DNA exists, but high costs have kept it out of reach for many people. But within the next five years, according to this program, sequencing an individual's complete genome could cost less than $1,000, making the procedure more accessible. Scientists believe the sequencing could help predict a person's genetic vulnerability to particular illnesses. That, in turn, could mean more personalized preventive medical treatment. 10:45 A.M. (IFC) CHE: PART ONE (2008) Steven Soderbergh's film about the international revolutionary Ernesto Guevara (Benicio Del Toro), known as Che, is an ''epic hagiography,'' A. O. Scott wrote in The New York Times. The film, he said, ''not only participates in the worship of its subject but also spares no effort to insulate him from skepticism.'' This part chronicles Guevara's participation in the Cuban Revolution and his 1964 address to the United Nations, a bombastic speech that raised his profile."
3989,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9F03EED6113CF93AA15750C0A9649D8B63,"8 P.M. (NBC) COMMUNITY In the first half of a two-part episode Shirley (Yvette Nicole Brown) and Pierce (Chevy Chase) lose their appetites when a Subway shop opens in the college cafeteria, so they team up with Britta (Gillian Jacobs) to try to shut it down. Vice Dean Laybourne (John Goodman, guest starring) drops by to promote the college's air-conditioner-repair program, but it's a hard sell for Troy (Donald Glover, above far right, with Joel McHale, center, and Danny Pudi). 3 P.M. (Sundance) MADE IN CHINA (2009) In this comedy from Judi Krant, an aspiring inventor from Texas (Jackson Kuehn) thinks he has a million-dollar idea for a novelty product, and he flies to Shanghai to meet with manufacturers. Though he encounters problems with the language barrier and hasn't negotiated with factory owners before, he remains committed to what he calls his ''humorous domestic hygiene product.''"
3988,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9E02EEDB1331F930A25757C0A9649D8B63,"9 P.M. (CBS) ACM PRESENTS: LIONEL RICHIE AND FRIENDS -- IN CONCERT In an evening of country collaborations Mr. Richie performs solo works and duets from his new greatest-hits album, ''Tuskegee,'' alongside Kenny Chesney, Tim McGraw, Jennifer Nettles, Kenny Rogers, Darius Rucker (above left, with Mr. Richie) and Rascal Flatts. Others offer renditions of Mr. Richie's signature songs, including Jason Aldean (''Say You, Say Me''), Luke Bryan (''Running With the Night''), Sara Evans and Marc Anthony (''Endless Love''), Martina McBride (''Still''), the Band Perry (''Penny Lover''), Big & Rich (''Brick House'') and Lady Antebellum (''Truly''). 11:15 A.M. (MoreMax) THE COMPANY (2003) In this ensemble drama featuring members of the Joffrey Ballet of Chicago, Robert Altman dissects the inner workings of a dance troupe through a few months of its season while focusing on Ry (Neve Campbell), a ballerina trying to make her way to the top as she keeps company with Josh (James Franco), a chef. Malcolm McDowell plays Alberto Antonelli, the company's genteel, bristling artistic director who is so self-absorbed that he has no idea of the damage he is capable of inflicting. In his review for The New York Times, Elvis Mitchell wrote that the film ''is enjoyably lithe and droll yet somehow almost water-soluble; it seems to dissolve on screen.''"
1789,,"Paid Notice: Deaths LEIGHTON, HALLIE LELAND",http://query.nytimes.com/gst/fullpage.html?res=9501E5DE1E3AF93AA25756C0A9659D8B63,"LEIGHTON--Hallie Leland, 42, who fought successfully for passage of New York State's Breast Density Inform Bill, while fighting her own losing battle with metastatic breast cancer died on April 30, 2013. She gave media interviews telling her own story, urging women to find out if they have dense tissue, not itself abnormal but sometimes masking tumors in mammograms, and to inquire about further testing. She supported the organization, ""Are You Dense?,"" lobbied for the bill in Albany, and started an advocacy blog. The bill became NYS law in January, 2013. Hallie brought the same passion, intellect, and devotion to this cause as to her other interests and many friendships. Born and raised in NYC, Hallie went to the High School of Performing Arts, attended St. John's College in Annapolis, and graduated from the Santa Fe campus where she was editor of the college newspaper. Her career was varied, but never strayed far from her love of language and writing. She started collecting words at age 13 when she encountered hussar and bivouac in Tolstoy's War and Peace. ""I treat words I have just learned like new acquaintances; no matter how well we hit it off on a first meeting, I don't assume intimacy."" With her late father, the actor/impersonator Jan Leighton, she co-authored two books, Rare Words I and II (Levenger Press, 2003, 2008), which used humor to help master meanings. After college, Hallie worked at Random House and Knopf, was a writer's assistant on As the World Turns at CBS, and wrote columns for Cotton, Inc. that appeared regularly in Women's Wear Daily. She went to Israel in an arts program in the Negev, where she wrote about the Bedouin and stayed two more years because ""the adventure wasn't over,"" working with organizations that promoted peace between Arabs and Israelis. Back in the U.S. she became Director of Communications for Charity Brands, a firm that connected corporations with good causes. At the time of her death, she was working on a documentary on her father's unusual career he had played more roles than any other actor (2407) according to the 1985 Guinness Book of World Records. Hallie is survived by her mother, Lynda Myles, her Aunt Wendie Myles, her brother Ross Leighton, and a large, loving extended family. There will be a memorial service to celebrate her life and share memories at The Society for Ethical Culture, 2 West 64th Street, NYC, Thursday, June 13, 5:30pm. Gifts to support Hallie's favored charities can be made to the Jewish Communal Fund (att: Hallie Leighton Tikkun Olam Fund), 575 Madison Ave. #"
594,,"Paid Notice: Deaths PHELPS, STOWE CATLIN",http://query.nytimes.com/gst/fullpage.html?res=9900E7D81F3AF934A15751C1A9659D8B63,"PHELPS--Stowe Catlin. Born April 15, 1917, died peacefully at home on December 24th, 2013. He had lived ""Many Very Good Years"" to quote the title of his memoirs. On June 24, 1944 he married Charlton Yarnall Jacobs of Philadelphia. They had two daughters: Sophia Yarnall Payne of Fort Worth, TX and Meredith Phelps Rugg of New York City. Stowe had a varied, creative career that included acting on Broadway, working at CBS television and writing and producing documentary films. He spent many years on the Board of the Third Street Music School Settlement and was an active member of The Century Association. Music was central to his life and he was the oldest living Whiffenpoof. He loved golf and enjoyed his many years as a U.S. Senior. His family was all important to him and in addition to his wife and two daughters he is survived by his son-in-law Peter Rugg, five grandchildren and seven great-grandchildren. In lieu of flowers, donations may be made to: The Third Street Music School Settlement, 235 E. 11th St, New York, NY 10003 or The Fishers Island Sea Stretcher, c/o FIFD Box 222, Fishers Island, NY 06390 or The Century Association Foundation, 7 West 43rd St, New York, NY 10036. There will be a memorial service soon in 2014."
3986,,Plan Against Gay Marriage Sought to Enlist Blacks,http://query.nytimes.com/gst/fullpage.html?res=9A07E7DC133CF93BA15750C0A9649D8B63,"9:05 p.m. | Updated An internal memorandum from one of the country's leading organizations against same-sex marriage outlined a plan to help its cause by exploiting unease among blacks over the issue. The undated memo was one of several documents unsealed by a federal judge on Monday in a case in Maine, where the group, the National Organization for Marriage, helped finance a successful ballot initiative in 2009 overturning the state's legalization of same-sex marriage."
3991,,How Picking a Chief Executive Is More Random Than Wise,http://query.nytimes.com/gst/fullpage.html?res=9805E4DF1731F936A15754C0A9649D8B63,"What makes the perfect chief executive? If the way corporate boards at Yahoo and Duke Energy picked chief executives is any indication, it may be up to chance in large part. Take Marissa Mayer, the newly appointed chief of Yahoo. She is a Stanford graduate, age 37, and Google's 20th employee. Until her new gig, Ms. Mayer was one of Google's stars and helped develop Gmail. She was a well-known face for Google, serving on the board of Wal-Mart Stores, attending White House state dinners and appearing as a regular member of Fortune's 40 under 40 of the hottest young business executives. In the ultimate sign of tech prominence, she has almost 200,000 Twitter followers."
1720,,"Two Ohio Women, Two Views",https://www.nytimes.com/video/us/politics/100000001875711/two-ohio-women-two-views.html,Dana Hogan and Kathleen Foley were interviewed as part of a Quinnipiac University/New York Times/CBS News poll of Ohio voters.
1721,,"Paid Notice: Deaths REED, HAROLD",https://www.nytimes.com/Link.asp?I=LS000162474390,"<!-- HAROLD REED -->REED--Harold, art dealer, theatrical producer and community advocate, 75, died of natural causes on January 5, while en route to Hong Kong. Born in Newark, NJ, Reed studied at Stanford University then settled in New York in the mid 1960s. He began his career as a theatrical agent before turning to art; he founded the Mobile Art Gallery and later the Harold Reed Gallery, known for seminal shows of works by Botero, Alice Neel and many others. He was a member of the Art Dealers Association of America in the 1980s. In more recent years, Reed was an active member of the Manhattan Community Board 1 and lobbied in support of theater and the arts in Lower Manhattan, especially for the South Street Seaport area. He served on the boards of the CB1 Landmarks Committee as well as the Yaddo arts colony. He is survived by his son, Bradford Reed, a musician and composer. Plans for a memorial TBA.<br><br>"
4086,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9C00E4DD1E30F931A35750C0A9649D8B63,"8 P.M. (MTV) THE BREAK (2012) More than 1.5 million children are estimated to live on the streets, in shelters and on friends' couches in the United States. Many come from troubled families and have run away from abuse or have aged out of the foster care system. Their futures often involve prostitution, crime and illegal drug use, and one in three are likely to attempt suicide. This documentary follows Ava, Nancy and Rob, young people currently without homes and in desperate need of improving their lives. Anne Mahlum -- an advocate for the homeless whose organization, Back on My Feet, uses running as a way of building strength and self-esteem -- offers them the opportunities and tools to bring about change. The project was envisioned by the Edge, from the band U2. 7:30 A.M. (Starz) HOW DO YOU KNOW (2010) Reese Witherspoon taps into her intimidating side to play Lisa, a 31-year-old softball star whose aspirations have been dealt a huge blow. Owen Wilson is Matty, the major league pitcher whose spell she falls under, and who thinks he may be ready to give commitment a try. Then George (Paul Rudd, above with Ms. Witherspoon) enters Lisa's life, first as a dud of a blind date and then as a friend whose father-cum-boss (Jack Nicholson) isn't all that unhappy about letting his son take the fall for his own financial misdeeds. Now Lisa needs to decide. Writing in The New York Times, Manohla Dargis said this romantic comedy from James L. Brooks was ''so wan and disconnected to anything that feels like real life or, just as good, a screwball interpretation of it, that it's hard to know what Mr. Brooks was really after, other than passing the time with some talented movie people.''"
519,,Eugenio Derbez in 'Rob',https://www.nytimes.com/video/arts/television/100000001392966/eugenio-derbez-in-rob.html,The Mexican comedy star is starting to raise his profile in the United States.
4045,,The Heart of Fifth Avenue Shopping Is Edging to the South,http://query.nytimes.com/gst/fullpage.html?res=9A05E3D81F3CF936A3575AC0A9649D8B63,"Long the retail stepsister of upper Fifth Avenue, the stretch of the avenue south of 49th Street and north of 42nd Street seems finally to be coming into its own with the opening of several flagship stores by retailers from around the world. The list includes Joe Fresh and Aritzia, two Canadian fashion retailers; Ted Baker London; Tommy Bahama; and an expanded Lacoste. H&M, the Swedish fast-fashion retailer, also announced last month that it planned to open its largest store in the world, a 57,000-square-foot outlet at 48th Street and Fifth Avenue, next fall."
2276,,New Arrivals In High-Def,http://query.nytimes.com/gst/fullpage.html?res=9E06E4DE153CF93AA3575AC0A9649D8B63,"Jonny Lee Miller counts as a blessing that he knew early that he wanted to act. Performing in London school productions at 8, he had an agent by 9, parts on British TV in his teens and roles in movies like ''Hackers'' and '' Trainspotting '' in his 20s. Now near 40, Mr. Miller is playing a modern-day Sherlock Holmes in the CBS drama '' Elementary ,'' Thursdays at 10."
4044,,Inside the Times,http://query.nytimes.com/gst/fullpage.html?res=990DE6D71630F935A25757C0A9649D8B63,International TALIBAN FREES HUNDREDS FROM PAKISTANI PRISON
4043,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9B02E0D6133AF93AA25750C0A9649D8B63,"9 P.M. (VH1) LA LA'S FULL COURT LIFE In this Season 2 opener, La La Anthony (above, with her son, Kiyan), the wife of the basketball player Carmelo Anthony, adjusts to life in New York after her husband is traded to the Knicks. But her friends' talk about infidelity soon forces her to confront issues in her own marriage. In the premiere of ''Styled by June,'' at 9:30, June Ambrose, a fashion stylist for Jay-Z, Mariah Carey, Mary J. Blige and Jamie Foxx, helps some faded stars rebrand themselves. Ms. Ambrose's first client is the actress Mischa Barton, who says that her soul has been sucked dry by attention from the paparazzi. 7:05 P.M. (Sundance) PABLO'S HIPPOS (2010) Antonio Von Hildebrand chronicles the rise to power of the Colombian drug lord Pablo Escobar through the eyes of a pet hippopotamus."
4067,,Inside The Times,http://query.nytimes.com/gst/fullpage.html?res=9901EED6133EF933A05756C0A9649D8B63,International EUROPEAN OFFICIAL CALLS
2269,,Corrections,http://query.nytimes.com/gst/fullpage.html?res=9501E6DF173CF934A35754C0A9649D8B63,An article on Thursday about Mitt Romney's declaring that the mandate in President Obama's health care program is a tax misstated the arrangements for an interview with CBS News in which Mr. Romney addressed the issue. The timing of the interview was set more than a week earlier. It was not ''hastily arranged.''
4037,,"Damien Bona, 56, Oscar Buff Who Became Oscar Scholar",http://query.nytimes.com/gst/fullpage.html?res=9407EED8103DF933A15751C0A9649D8B63,"Flip to just about any page in ''Inside Oscar: The Unofficial History of the Academy Awards'' and something fascinating is bound to pop up. In 1997, when ''Breathing Lessons,'' about a man who spent most of his life in an iron lung, won the award for best short documentary, the director, Jessica Yu, stepped to the mike and said, ''You know you've entered new territory when you realize your outfit cost more than your film.''"
4032,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9402E3DF1538F93BA35750C0A9649D8B63,"8:30 P.M. (HBO) SAVING FACE (2011) In Pakistan throwing acid on women to disfigure them is an alarmingly common form of revenge, often for rejected sexual advances or marriage proposals. The victims are left physically and emotionally scarred, with little or no access to reconstructive surgery, while the assailants, typically husbands or someone else close to the victim, are frequently released with minimal punishment. In this Oscar-winning short documentary Daniel Junge and Sharmeen Obaid-Chinoy tell the stories of two women -- 39-year-old Zakia, above, whose husband threw acid on her after she filed for divorce, and Rukhsana, 25, whose husband and in-laws threw acid and gasoline on her, then set her on fire -- as they seek justice with the help of the Acid Survivors Foundation in Islamabad and Dr. Mohammad Jawad, a Pakistani-born plastic surgeon who stepped away from his London practice to help victims of what he called society's disease. The film also follows the push for stricter sentencing laws for attacks on the women whom Rukhsana calls ''the living dead.'' 6 A.M. (Sundance) AMREEKA (2009) Nisreen Faour, below, plays Muna Farah, a divorced Palestinian with a green card who at the outset of the invasion of Iraq in 2003 forsakes a relatively comfortable existence to travel to America with her 16-year-old son, Fadi (Melkar Muallem). The result is an exercise in confronting hostility and prejudice. Writing in The New York Times about this film from Cherien Dabis, a Palestinian-Jordanian whose parents moved to the United States before she was born, Stephen Holden said, '' 'Amreeka' (the Arabic word for America) stands alongside 'The Visitor' and 'Maria Full of Grace' as one of the most accomplished recent films about a non-European immigrant coming to the United States.''"
500,,Competition Gets a Break From CBS Reruns,http://query.nytimes.com/gst/fullpage.html?res=9D0DE1D61131F937A25757C0A9649D8B63,"A full slate of repeats on CBS allowed the other broadcast networks to gain some ground in the ratings on Thursday. Fox was by far the No. 1 network for the night, according to Nielsen data, as both ''American Idol'' and ''Touch'' received a bump in viewership from last week. They finished with 15.3 million total viewers and 8.2 million, respectively. ABC also benefited from the lack of competition. Not only did ''Grey's Anatomy'' bounce back from season lows, but the political drama ''Scandal'' also posted higher numbers, including 7.5 million total viewers, in its second week than its premiere. It's a rare feat for a new program."
1740,,"Augusta, On Roberts's Terms",http://query.nytimes.com/gst/fullpage.html?res=9F0CE1D6163DF935A1575BC0A9649D8B63,"To the Sports Editor: Re ''Augusta Wouldn't Bend for President,'' Aug. 22: From 1950 to 1952, I was a member of the CBS legal department. One time I was assigned the job of preparing the Masters television rights contract with Augusta National Golf Club. I had been warned that Clifford Roberts, the club chairman, was a difficult person, but that was an understatement. He treated me like a servant and told me exactly what was to be in the contract."
4027,,Inside the Times,http://query.nytimes.com/gst/fullpage.html?res=9503EFDE123CF934A15750C0A9649D8B63,International PHOTOS OF PROTESTER ON FIRE
4073,,"Ralph McQuarrie, Artist Who Helped Bring 'Star Wars' to Life, Dies at 82",http://query.nytimes.com/gst/fullpage.html?res=9902E6DE1E39F935A35750C0A9649D8B63,"Ralph McQuarrie, the artist who transformed George Lucas's rudimentary concepts and earliest scripts into lush, vivid images of intergalactic expanse and light-saber combat that became the visual core of the ''Star Wars'' saga, died on Saturday at his home in Berkeley, Calif. He was 82. The cause was complications of Parkinson's disease, said Stan Stice, a friend and co-author of the 2007 book ''The Art of Ralph McQuarrie.''"
4074,,"Shrouded in Secrecy, Parkinson's Takes Greater Toll",http://query.nytimes.com/gst/fullpage.html?res=940DE6DF123CF933A25754C0A9649D8B63,"When Nancy Mulhearn learned she had Parkinson's disease seven years ago, she kept the diagnosis mostly to herself, hiding it from friends, colleagues - even, at first, her mother, sister and teenage children. After seven months, she decided she had to tell her family, and they settled into an unspoken agreement not to talk about the disease. She also realized her colleagues already suspected the truth: One asked why she had trouble applying her lipstick. She sometimes could not control her shaking hands."
2302,,No Best Actress Tony for &#x2018;Matilda&#x2019; Quartet,http://query.nytimes.com/gst/fullpage.html?res=9E06E3DB1230F934A15757C0A9659D8B63,"The four child actresses who rotate in the title role of the Broadway musical “Matilda” will not be eligible for a joint Tony Award nomination for best actress in a musical this spring, the Tony administrative committee ruled on Friday. The decision, the most newsworthy result of a busy committee meeting, sets aside a controversial precedent from 2009 when the three teenage boys sharing the lead role in “Billy Elliot” were deemed eligible for a joint best actor nomination — and went on to win that June. The producers of “Matilda,” itself a front-runner for the best musical Tony this year, had sought joint eligibility for the four girls — Sophia Gennusa, Oona Laurence, Bailey Ryon and Milly Shapiro. Instead of granting that request, the Tony committee announced in a statement that the actresses would receive a special award — Tony Honors for Excellence in the Theater — “to recognize their outstanding performances this season.” As a result, none will be eligible in the best actress category."
4077,,What's On Sunday,http://query.nytimes.com/gst/fullpage.html?res=9C05E3DF1439F937A35750C0A9649D8B63,"10 P.M. (ABC) GCB It's payback time in this new prime-time soap opera, based on the novel ''Good Christian Bitches'' by Kim Gatlin and counting Robert Harling (''Steel Magnolias'') and Darren Star (''Sex and the City'') among its executive producers. Leslie Bibb stars as Amanda Vaughn, a onetime high school mean girl who is forced to return to Dallas in disgrace after her marriage ends in scandal. Annie Potts plays Gigi, her socialite mother who wants nothing more than to have her daughter back in the fold, the better to give her teenage grandchildren a proper Southern upbringing. Kristin Chenoweth, above, is Carlene Cockburn, a former ugly duckling who was tortured by Amanda as a girl but has made an ''assisted transformation'' into a picture-perfect life of luxury with a gorgeous husband -- if only she could let go of old grudges. Miriam Shor is Cricket Caruth-Reilly, whose boyfriend Amanda stole and later married. Jennifer Aspen is Sharon Peacham, whose chance at the Miss Teen Dallas crown was snatched away when Amanda started a malicious rumor. And Marisol Nichols is Heather Cruz, an outsider turned member of this clique of God-fearing women capable of instilling terror. ''The result is a network comedy that sends up sex, sin and Southern Baptists, or at least the pious parvenus of Dallas,'' Alessandra Stanley wrote in The New York Times. 10 A.M. (ABC) THIS WEEK WITH GEORGE STEPHANOPOULOS The Republican presidential candidate Newt Gingrich discusses whether he can again become a contender for the nomination as Super Tuesday approaches. He also appears on ''Meet the Press,'' at 10:30 on NBC."
554,,Fox's 'Idol' and CBS Are Leaders,http://query.nytimes.com/gst/fullpage.html?res=9907E3D61E3DF932A25751C0A9649D8B63,"The ratings for ''American Idol'' reversed their course on Thursday night, growing slightly compared to last week, which provided Fox with a win for the night in the 18-to-49-year-old demographic coveted by advertisers. CBS drew the most viewers over all. An average of 17.9 million people watched ''Idol,'' barely beating last week's total of 17.4 million but the show was also up 4 percent in the 18-to-49 category. Again, not a large gain, but a change from the downward trend that followed earlier episodes. The CBS lineup continued its strong performance as ''The Big Bang Theory'' drew 16.1 million total viewers and beat ''Idol'' with adults 18-to-49 in the half-hour they went head to head, while ''The Mentalist'' had its largest audience of the season with 14.4 million viewers."
4018,,First Lady Brushes Aside Book's Account of Friction,http://query.nytimes.com/gst/fullpage.html?res=9405E7DA1E3EF931A25752C0A9649D8B63,"Michelle Obama dismissed a new book's portrayal of her role as first lady, saying it played off an image of her as ''some angry black woman'' and insisting that she had played little role, at least directly, in the West Wing of the White House. ''I don't have conversations with my husband's staff,'' she told Gayle King of CBS News in an interview broadcast on Wednesday morning. ''I don't go to the meetings.''"
3048,,‘Good Wife’: Diane Is the Moral Center,https://www.nytimes.com/video/multimedia/100000002999654/good-wife-diane-is-the-moral-center.html,Part 9: The cast and creators of “The Good Wife” talk about how CBS has tried to change the show.
3044,,What's On Sunday,http://query.nytimes.com/gst/fullpage.html?res=9A07E2D81330F933A25755C0A9649D8B63,"8 P.M. (CBS) THE 66TH ANNUAL TONY AWARDS Neil Patrick Harris, above, once again will sing and dance his way through the role of host for this ceremony honoring excellence on Broadway, to be broadcast live from the Beacon Theater in Manhattan. Performers include the casts of the nominees for best musical and musical revival -- ''Newsies,'' ''Nice Work if You Can Get It,'' ''Once,'' ''Evita,'' ''Follies,'' ''The Gershwins' Porgy and Bess,'' ''Jesus Christ Superstar,'' ''Leap of Faith'' -- as well as ''End of the Rainbow,'' ''One Man, Two Guvnors,'' ''Peter and the Starcatcher,'' ''Ghost the Musical'' and ''Godspell.'' ''The Book of Mormon,'' last year's winner for best musical, will also be featured. Ellen Barkin, Candice Bergen, Jessica Chastain, Sheryl Crow, Nick Jonas, Angela Lansbury, James Marsden, Trey Parker, Jim Parsons, Mandy Patinkin, Tyler Perry, Bernadette Peters, Christopher Plummer, Paul Rudd, Amanda Seyfried and Matt Stone are among the presenters. 10 A.M. (Fox) FOX NEWS SUNDAY Chris Wallace interviews Gov. Mitch Daniels, Republican of Indiana; Dennis Van Roekel, president of the National Education Association; and Thea Lee, deputy chief of staff for the A.F.L.-C.I.O., about the effect of Wisconsin's recall election on the electoral map."
2308,,Public Opinion: Support for Cutting Back Mail,http://query.nytimes.com/gst/fullpage.html?res=9803E5D7173AF93BA15755C0A9649D8B63,"An overwhelming majority of Americans support the Postal Service's plan to end Saturday mail delivery, according to a poll conducted by The New York Times/CBS News. The survey found that about 7 in 10 Americans say they would favor the change as a way to help the post office deal with billions of dollars in debt. The Postal Service continues to suffer losses of $36 million a day and is headed for projected losses of about $21 billion a year by 2016."
483,,"Paid Notice: Deaths LANIN, MIKE",https://www.nytimes.com/Link.asp?I=LS000171195063,"<!-- MIKE LANIN -->LANIN--Mike. President of Howard Lanin Productions passed away in New York on April 14, 2014 at age 90. In 1952 Mike hired a 22-year old conductor for a nationwide Gershwin concert tour that ran for two seasons (1952-54) and played in 170 cities. His name: Lorin Maazel. It was the only orchestra in history dedicated exclusively to the music of one composer. Mike pursued his interest in George Gershwin in collaboration with Michael Feinstein. Mike, a well-known producer of shows for large corporations (IBM, Coca Cola, CBS, AT&T) hired star performers such as Harry Belafonte, Tony Bennett, Liza Minnelli, Diahann Carroll, Leslie Huggams, Lena Horne, Bob Hope, Duke Ellington, Ella Fitzgerald, Ray Bolger, Doc Severinsen and Bill Cosby among others. Memorable productions Mike presented include The Royal Danish Ballet in its US debut and The Conservatory Without Walls, a glittering event in honor of the country's greatest Afro-American musicians which launched the Duke Ellington Fellowship Fund at Yale University. Mike also served on the board of The Martha Graham School of Contemporary Dance. Mike Lanin was born in Philadelphia on March, 8, 1924, the son of the band leader Howard Lanin and the nephew of Lester Lanin, the internationally known society band leader. During World War II he enlisted in the U.S. Army Air Corps. At that time he discovered a young and talented pianist, still unknown, Bobby Short. They became friends for the rest of their lives. Mike was a graduate of Yale University where he was an imaginative caricaturist for the Yale Record. He is also remembered for his fond portrayal of Orson Welles' Citizen Kane. Mike was an elegant man both in appearance and in spirit. He was always courteous, soft spoken, never one to boast of his many achievements and of his friendships with famous artists. He was a loyal friend, a witty but considerate companion with a dry sense of humor. He was an entertaining guest. Mike has been called ""the dean of entertainment who pioneered the theme party, the pops concert, the anniversary revue and the multimedia production."" He was an avid reader and traveler. He kept homes in New York and Paris. He is survived by his wife of 45 years, the love of his life, Yvonne Constant-Lanin, a performer herself and a frequent guest (45 times) on the Johnny Carson Show. It was always a pleasure to see how much Mike enjoyed his wife's performances. He was proud of her interpretations of French and American songs. At her recitals he would greet friends with a radiant smile. He was also proud of Yvonne having been named ""Chevalier des Arts et des Lettres"", an important French cultural award. Other immediate survivors include his sister, Suzanne Lande, his adopted daughter Kristina Stufano from a previous marriage, his stepson, Gerard Pinguet and numerous grandchildren.<br><br>"
2814,,Kennedy Center Honors for Hoffman and Letterman,http://query.nytimes.com/gst/fullpage.html?res=9B04E4D71E3EF930A2575AC0A9649D8B63,"WASHINGTON- The Kennedy Center for the Performing Arts on Wednesday named Buddy Guy, Dustin Hoffman, David Letterman, Natalia Makarova and Led Zeppelin to receive this year's Kennedy Center Honors . The award is given for lifetime achievement in the performing arts. David M. Rubenstein, the chairman of the Kennedy Center, said the recipients demonstrated ""extraordinary talent, creativity and tenacity"" over their careers."
481,,"Paid Notice: Deaths LANIN, MIKE",http://query.nytimes.com/gst/fullpage.html?res=9E03E7DB1E3AF932A35755C0A9629D8B63,"LANIN--Mike. President of Howard Lanin Productions passed away in New York on April 14, 2014 at age 90. In 1952 Mike hired a 22-year old conductor for a nationwide Gershwin concert tour that ran for two seasons (1952-54) and played in 170 cities. His name: Lorin Maazel. It was the only orchestra in history dedicated exclusively to the music of one composer. Mike pursued his interest in George Gershwin in collaboration with Michael Feinstein. Mike, a well-known producer of shows for large corporations (IBM, Coca Cola, CBS, AT&T) hired star performers such as Harry Belafonte, Tony Bennett, Liza Minnelli, Diahann Carroll, Leslie Huggams, Lena Horne, Bob Hope, Duke Ellington, Ella Fitzgerald, Ray Bolger, Doc Severinsen and Bill Cosby among others. Memorable productions Mike presented include The Royal Danish Ballet in its US debut and The Conservatory Without Walls, a glittering event in honor of the country's greatest Afro-American musicians which launched the Duke Ellington Fellowship Fund at Yale University. Mike also served on the board of The Martha Graham School of Contemporary Dance. Mike Lanin was born in Philadelphia on March, 8, 1924, the son of the band leader Howard Lanin and the nephew of Lester Lanin, the internationally known society band leader. During World War II he enlisted in the U.S. Army Air Corps. At that time he discovered a young and talented pianist, still unknown, Bobby Short. They became friends for the rest of their lives. Mike was a graduate of Yale University where he was an imaginative caricaturist for the Yale Record. He is also remembered for his fond portrayal of Orson Welles' Citizen Kane. Mike was an elegant man both in appearance and in spirit. He was always courteous, soft spoken, never one to boast of his many achievements and of his friendships with famous artists. He was a loyal friend, a witty but considerate companion with a dry sense of humor. He was an entertaining guest. Mike has been called ""the dean of entertainment who pioneered the theme party, the pops concert, the anniversary revue and the multimedia production."" He was an avid reader and traveler. He kept homes in New York and Paris. He is survived by his wife of 45 years, the love of his life, Yvonne Constant-Lanin, a performer herself and a frequent guest (45 times) on the Johnny Carson Show. It was always a pleasure to see how much Mike enjoyed his wife's performances. He was proud of her interpretations of French and American songs. At her recitals he would greet friends with a radiant smile. He was also proud of Yvonne having been named ""Chevalier des Arts et des Lettres"", an important French cultural award. Other immediate survivors include his sister, Suzanne Lande, his adopted daughter Kristina Stufano from a previous marriage, his stepson, Gerard Pinguet and numerous grandchildren."
4085,,"A Media Personality, Suffering a Blow to His Image, Ponders a Lesson",http://query.nytimes.com/gst/fullpage.html?res=9807E0DD163AF933A1575BC0A9649D8B63,"When Lynda and Stewart Resnick, the Beverly Hills entrepreneurs who founded POM Wonderful, wanted to host a dinner at their Aspen home in 2006 to talk about the Iraq war, they assembled a list of 22 A-list guests, including Queen Noor of Jordan, George Soros, the financier, and Senator Dianne Feinstein, Democrat of California.Leading the list of journalists was one of their favorite guests: Fareed Zakaria , the Indian-born Harvard Ph.D and foreign-policy specialist who had turned himself into an unlikely media star."
3984,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9A03E6DA163FF933A05750C0A9649D8B63,"10 P.M. (Science) TED TALKS In this collection of the best TED conference talks, the producer and director J. J. Abrams tells of a ''mystery box'' he received as a child that he never opened, explaining that his fascination with the unknown drives his work. Bonnie Bassler, above, a molecular biologist, discusses a chemical language that allows bacteria to communicate. Robin Ince, a comedian, riffs on the relationship between science and wonder. And the inventor Skylar Tibbits speaks about the future of building and the nascent science of self-assembly. 8 P.M. (CBS) UNDERCOVER BOSS The chief executive of Yankee Candle learns how his company works at the store level when he dons a disguise (a curly wig and a soul patch) and pretends to be a new hire. But his go-getter attitude raises eyebrows when he expends considerable effort on customer service, and he almost blows his cover when he speaks up testily about a store's sloppy appearance."
