,link,headline,summary,date
1089,http://query.nytimes.com/gst/fullpage.html?res=9F00EFD7173FF936A15753C1A9609C8B63,TODAY IN BUSINESS,"VIETNAM'S ECONOMIC GROWTH -- In the three decades since Vietnam has gone from communism to a form of capitalism, it has become Asia's second-fastest-growing economy, trailing only China's. And now, in the latest sign of its economic vitality, trade negotiators are preparing to put the finishing touches on an agreement for Vietnam to join the World Trade Organization. [Page A1.] MORE THAN HOME IMPROVEMENT -- Home Depot is displaying a growing willingness to stray from its single-minded focus on home improvement. The company's experiment with everyday products like gas, cigarettes and seasonal decorations exemplifies the belief of the chief executive, Robert L. Nardelli, above, that Home Depot can not only survive a downturn in the housing market unscathed, but exploit the situation by plowing money into the chain. [C1.] SCOUTING FOR ONLINE TALENT -- One of Hollywood's top five talent agencies, the United Talent Agency, has created an online unit solely devoted to scouting out up-and-coming creators of Internet content -- particularly video -- and finding work for them in Web-based advertising and entertainment as well as in the older media. [C1.] CONCERNS ON RADIO PLAY -- In the last two weeks, songs from two record labels -- both distributed through Vivendi's Universal Music Group -- got a lift on the charts after a radio chain was paid to play the tunes in an advertising program that New York state officials say is used to trick radio programmers. The ad purchases come five months after Universal settled accusations that it bribed radio programmers with gifts like laptop computers and luxury hotel stays in exchange for airplay. [C1.] A NOD TO PREVENTIVE CARE -- With the number of uninsured Americans reaching a record 46.6 million last year, a handful of hospital systems around the country have done the math and decided that for many patients with chronic diseases, it would be cheaper to provide free preventive care than to absorb the high cost of repeated emergencies. [A1.] WAL-MART'S UPSCALE WOES -- The chief executive of Wal-Mart Stores, H. Lee Scott Jr., said the introduction of upscale products, like silk camisoles and 300-thread-count sheets, has proven ''choppier than it should be'' and the company has ''moved too far too fast'' with fashionable clothing. [C3.] PUBLISHERS THINK GREEN -- Media companies have published numerous articles on greenhouse emissions in recent years. Now, large publishers like Time Inc. and Hearst are starting to think about their own production of emissions that contribute to global warming. Advertising. [C3.] FINANCE CHIEF INDICTED -- Robert C. Trosten, the former finance chief of Refco, once one of the world's largest commodities brokerage firms, was indicted, accused of helping to hide hundreds of millions of losses. [C3.] EUROPE PRESSURES CHINA -- The European Union told China that it could face barriers to its booming exports like clothes, shoes and electronic goods if it did not work toward creating a two-way street for global commerce. [C4.] BELLSOUTH'S PARTING GIFT -- BellSouth, which is preparing to be gobbled up by the telecommunications giant AT&T, left investors a parting gift with news that its third-quarter profit jumped by almost a third, to $1.1 billion. [C6.] UNLIKELY USES FOR RICO -- Some corporations are using the RICO statutes, often associated with mob bosses and corrupt union chiefs, to attack other companies, including many that have headquarters overseas. On Monday, Vivendi, the French media and telecommunications company, became the latest company willing to take that leap when it sued Deutsche Telekom for $7.5 billion in United States District Court in Seattle. [C6.] BP'S PROFIT SHRINKS -- Third-quarter profit at the energy company BP declined 3.6 percent, slumping on lost Alaskan production, higher taxes in Britain and a sharp drop in gasoline prices. [C10.] DISPUTE OVER A COMMA -- A dispute between Rogers Communications of Toronto, Canada's largest cable television provider, and a telephone company in Atlantic Canada, Bell Aliant, turns on a single comma in the 14-page contract, and the resolution is worth 1 million Canadian dollars ($888,000). [C10.] AMAZON PULLS BACK ON SPENDING -- Going into the critical holiday shopping season, Amazon.com, the giant online retailer, said it would slow its investment in new technology in a bid to start reaping the rewards of its continuing growth. It reported that its third-quarter earnings fell by more than a third, even as its sales rose 24 percent. [C1.] MANY FIRSTS FOR NEW CHIEF -- Cynthia Carroll, a longtime executive at the aluminum producer Alcan, is to become the first woman, outsider and non-South African chief executive at Anglo American, the mining giant based in London. [C10.] NEW RULES AT N.Y.S.E. -- The New York Stock Exchange moved to bar Wall Street firms from casting votes on behalf of customers who do not provide voting instructions on corporate proxy matters. [C12.] SLOW DAY ON WALL STREET -- Wall Street wobbled through a listless session and closed mixed as investors awaited the results of this week's Federal Reserve meeting. [C12.] DEATH OF A RECORD STORE -- The liquidation of the retail chain Tower Records will have a severe impact on niche markets like classical music. According to one industry insider's estimate, Tower Records alone accounted for up to 50 percent of sales in the specialty genres. [E1.]",
1095,http://query.nytimes.com/gst/fullpage.html?res=9B07E1DE103FF936A25757C0A9619C8B63,IT'S ON THE HOUSE,"Wouldn't an executive earning more than $2 million a year be expected to pay at least part of the rent on his primary residence? At Hertz Global Holdings, not exactly. The car-rental company spent £2.4 million ($4.7 million) on a home in London for its top executive in Europe, Michel Taride. Mr. Taride does not have to pay to live there through June 2011, and he also does not have to pay any taxes on that benefit.",
1553,http://query.nytimes.com/gst/fullpage.html?res=990CE1D71730F937A35752C0A9619C8B63,Fewer Excuses For Not Doing A PC Backup,"If there's one New Year's resolution even more likely to fail than ''I vow to lose weight,'' it's ''I vow to start backing up my computer.'' After all, setting up and remembering to use a backup system is a huge hassle. The odds are good that you don't have an up-to-date backup at this very moment.",
215,http://query.nytimes.com/gst/fullpage.html?res=980DE4DD143AF930A2575AC0A9609C8B63,"Paid Notice: Deaths STRAUS, ALICE","STRAUS--Alice. The Association for Macular Diseases, The Macula Foundation and The LuEsther T. Mertz Retinal Research Center of Manhattan Eye, Ear and Throat Hospital mourn the death of our beloved and esteemed friend and volunteer, Alice Straus. A creative and uniquely talented woman, we will miss her abiding friendship, her wit and her wise counsel. We will cherish her memory with the greatest affection. Our deepest sympathies go to her family. Nikolai Stevenson, President, Association for Macular Diseases, Inc. Lawrence A. Yannuzzi, M.D. President, The Macula Foundation, Inc. Joan R. Daly Administrator, LuEsther T. Mertz Retinal Research Center",
1549,http://query.nytimes.com/gst/fullpage.html?res=9A01E0DF1731F933A25751C1A9609C8B63,A Wiring War Among Giants,"THE vast parking lot at Verizon's training center here has been packed the last few months as hundreds of technicians, salespeople and operators gear up in a nearby squat brown building for Verizon's headlong jump into the television business. Inside, Verizon is running classes in two shifts, soon to be three. In groups of eight, technicians once trained to climb poles and work in manholes are learning to be ''cable guys'' who can fiddle with set-top boxes, flat panel screens and remote controls.",
1548,http://query.nytimes.com/gst/fullpage.html?res=9B03EEDF1731F933A25751C1A9609C8B63,A Wiring War Among Giants,"THE vast parking lot at Verizon's training center here has been packed the last few months as hundreds of technicians, salespeople and operators gear up in a nearby squat brown building for Verizon's headlong jump into the television business. Inside, Verizon is running classes in two shifts, soon to be three. In groups of eight, technicians once trained to climb poles and work in manholes are learning to be ''cable guys'' who can fiddle with set-top boxes, flat panel screens and remote controls.",
1120,http://query.nytimes.com/gst/fullpage.html?res=9505E7D71530F937A15750C0A9619C8B63,Conrad Black On Trial,"The criminal fraud trial of Conrad M. Black and three former associates began in Chicago. The jurors scribbled notes as they strained to understand the complex holding structure and business arrangements that existed within Mr. Black's faded newspaper empire, which at one point was the third largest in the world and included The Daily Telegraph in London and The Chicago Sun-Times. Two widely divergent portraits of Mr. Black were presented: to the prosecution, he's a cavalier criminal in a suit; while to the defense, he's a persecuted, betrayed entrepreneur, whose gigantic ego doesn't make him guilty.",
1562,http://query.nytimes.com/gst/fullpage.html?res=9C04E5D9133EF936A15751C0A9619C8B63,Homegrown News,"THE notion of a 24-hour cable news channel that trains its cameras exclusively on Westchester County and the surrounding Hudson Valley probably conjures up images of live reports on the cheerleading squad at a New Rochelle high school or news-you-can-use from the latest health forum at a county senior center. In fact, News 12 Westchester, a cable news station that reaches more than 400,000 households from its headquarters high on a hill in Yonkers, where it shares a parking lot with a Bennigan's restaurant, has done softer, local stories like these in recent months. But on a Monday morning in early February, the channel's reporters and producers were facing a far more daunting news challenge: the Indian Point nuclear power plant, about 30 miles up the Hudson River in Buchanan, N.Y., had just announced ''an unusual event,'' which it described as a drop in the water levels at the intakes on the river that it uses for cooling. In response, the plant issued an emergency declaration, albeit at its lowest level of warning.",
1546,http://query.nytimes.com/gst/fullpage.html?res=9400E4DD1731F933A25751C1A9609C8B63,A Wiring War Among Giants,"THE vast parking lot at Verizon's training center here has been packed the last few months as hundreds of technicians, salespeople and operators gear up in a nearby squat brown building for Verizon's headlong jump into the television business. Inside, Verizon is running classes in two shifts, soon to be three. In groups of eight, technicians once trained to climb poles and work in manholes are learning to be ''cable guys'' who can fiddle with set-top boxes, flat panel screens and remote controls.",
101,http://query.nytimes.com/gst/fullpage.html?res=9A06E5DA153AF933A05755C0A9619C8B63,"Paid Notice: Deaths BUCKNER, EMIL.","BUCKNER--Emil. It is with profound sorrow that the Officers, Board of Governors, Members and Staff of Fresh Meadow Country Club mourn the loss of our esteemed member. We extend our heartfelt sympathy to his wife Claudia, his daughters Ellen, Karen and Robin, his son-in-law Kenny, his grandchildren Brad, Kim, Adam, Jess, Matthew and Robyn, and his great-grandchildren Jackson and Abigail. President Attilio Petrocelli Sec'y Roger Blumencranz $(6$)BUCKNER--Emil H. Dearest friend for over 60 years was loved as a brother and close confident and partner in business. Our sympathy knows no bounds and our love and prayers are sent to Claudia, Ellen, Karen, Kenny and Robin and to their children and great-grandchildren and their extended families. Armand and Bea Knopf $(6$)BUCKNER--Emil. You will always be our Uncle Emil. We will miss you. Sandra and Donald, Barbara and David, Jimmy and Bill $(6$)BUCKNER--Emil. It is with deep regret that we note the passing of Emil Buckner. A member of the Board of Directors for many years, we will miss his wise counsel, his unrestrained loyalty and unmatched leadership. This war hero will be remembered not only for his many accomplishments but above all his friendship and a sense of humor that kept us afloat when trouble beckoned. We extend our sympathy to Claudia and his entire family. Jerry Cooper, Chairman G.T.J. Reit Co., Inc. $(6$)BUCKNER--Emil. Temple Beth-El of Great Neck records with profound sorrow the passing of our longtime member, Emil Buckner. We extend heartfelt sympathy to his bereaved family. Nina Koppelman, President Jerome K. Davidson, Rabbi",
99,http://query.nytimes.com/gst/fullpage.html?res=9E04E6D7153AF936A35757C0A9619C8B63,"Paid Notice: Deaths GEER, ROSE W.","GEER--Rose W., 92, March 30, 2007. Loving mother of Margo Geer Walker, Charles Lesher Geer and Rose Geer Thorne. Beloved sister of John G. Winslow. Devoted grandmother of David and Sacha Walker, Tara (Moy), Eliza (Karchmer), Geoa, Garrow and Sarah Geer, William and Emma Thorne. Devoted great-grandmother of Jonah and Noa. Predeceased by husband Garrow T. Geer and sister Penelope W. Baker. Funeral Tuesday, April 10, 11am, St. Mary's-in-Tuxedo Church, Fox Hill Rd., Tuxedo Park, NY. Services by Smith, Seaman & Quackenbush, Inc. Funeral Home, Monroe, NY.",
81,http://query.nytimes.com/gst/fullpage.html?res=9B05E7DF1631F932A35750C0A9619C8B63,Metro Briefing | New York: Manhattan: Business Grants Awarded,"The city's Department of Small Business Services said yesterday that it had awarded about one-third of the $1.5 million it can grant this year to companies for training workers. The department granted a combined $466,324 to five employers, including two manufacturers, Felix Storch Inc. in the Bronx and G.T. Machine and Tool Company in Queens, and two health care operations, Montefiore Medical Center and the Community Premier Plus health plan. The fifth recipient, Soundwriters Inc. of Long Island City, plans to hire 18 workers to create closed captions and subtitles for films and television shows. The grants can be used to cover half of the training costs, to a maximum of $300,000. PATRICK McGEEHAN",
898,http://query.nytimes.com/gst/fullpage.html?res=9903E7DA153FF934A25755C0A9619C8B63,Natty Camper,"Camp-bound kids are choosing sleeping bags and duffels in classic camouflage, with a stylish twist. Quiksilver scrawls its splatter-paint logo across a sleeping bag with an oversize camouflage pattern in camel, chocolate brown and black. Made of nylon with synthetic filler and a flannel lining, it has a matching drawstring carrying bag (far right, $61 at Space Kiddets in New York, 212-420-9878). Paul Frank's rectangular duffel is printed with camouflage cleverly shaped like monkeys; it has a detachable shoulder strap and is large enough to function as a camp trunk (right, $85, also at Space Kiddets). The cool factor of these two pieces has made them early-summer retail sleepers, so get them while they last. As with all things camouflage: now you see 'em, now you don't.",
1380,http://query.nytimes.com/gst/fullpage.html?res=9B01E4D91331F932A25750C0A9619C8B63,NO REST FOR THE I.R.S.,"Marriott International is a huge corporation, and when the Internal Revenue Service came calling, it wasn't for small sums. Federal tax collectors are challenging almost $1 billion in deductions that the company claimed in connection with its stock ownership plan. The plan is part of a larger employee profit-sharing and matching retirement-savings fund Marriott formed in June 2000. The chief executive, J. W. Marriott Jr., participates, as can any of the company's 151,000 full-time employees, a Marriott spokesman said.",
248,http://query.nytimes.com/gst/fullpage.html?res=9C07E2DA163AF93BA35751C0A9619C8B63,"Paid Notice: Deaths MAZUR, JOSEPH G.","MAZUR--Joseph G. The congregation of Westchester Reform Temple mourns the death of its devoted member and extends sympathy to his bereaved family. Ellen Sunness, President Richard J. Jacobs, Rabbi Jonathan Blake, Assoc. Rabbi $(6$)MAZUR--Joseph G., a lifelong resident of White Plains, NY, died on February 6, 2007. He was 88. Born August 7, 1918 in White Plains to the late Mary Selden and Moe Mazur. In 1935 Mr. Mazur graduated from White Plains High School and in 1939 he graduated from Massachusetts Institute of Technology (M.I.T.) with a degree in Electrical Engineering. During WWII he served in the United States Army Signal Corps. He was a Captain and assigned to the Electronic Training Group. After his discharge, he came back to White Plains where he became President of Mazur's Furniture Store, Inc. In the early 1960's, he was elected to the White Plains Common Council, where he served two terms. Mr. Mazur was also Chairman of the White Plains Hospital Board of Directors. Mr. Mazur was predeceased by his wife Blossom who died in 1987, and his brother Lester. He is survived by two sons Robert and Andrew, three grandchildren, Alexandra, Zachary and Matthew Mazur and a greatgrandson Elias Mazur. Services will be held today, February 8, at 11:30 am at The Westchester Reformed Temple, 255 Mamaroneck Road, Scarsdale. Interment Glenville Cemetery. In lieu of flowers donations may be made to the White Plains Hospital Center.",
86,http://query.nytimes.com/gst/fullpage.html?res=9E03EED6123AF931A15754C0A9619C8B63,"Paid Notice: Deaths WENTZ, SIDNEY F.","WENTZ--Sidney F., 75, on Wednesday, July, 18, 2007. Sidney F. Wentz of Hobe Sound, FL, Little Compton, RI, and Florham Park, NJ, passed away at Massachusetts General Hospital after a short illness. He is survived by his wife, Barbara, son Eric, daughters Jennifer Rich and Robin Chisholm, and six grandchildren. Born on March 27, 1932 in Dallas, TX, Sidney grew up in Cleveland, OH, graduated from Princeton University with a B.A. in 1954, served in the Navy from 1954-1957, and graduated from Harvard Law School in 1960. From 1960-1965, Sidney was an attorney at White & Case, NYC, and a corporate attorney for AT&T from 1965-1967. Commencing in 1967, he held several positions with Crum and Forster, an insurance holding company, retiring as Chairman and CEO in 1988. He served as Chairman of the Board of the Robert Wood Johnson Foundation from 1989-1999. He also served on the Board of Directors for several companies including Ace Limited Insurance Company and Castle Energy Corporation. In addition, he served as a Trustee for Morristown Memorial Hospital, Drew University, and the Hobe Sound Community Chest. Services will be held Friday, August 3, at 2:00pm, at the United Congregational Church in Little Compton, RI. Donations can be made in his name to the Hobe Sound Community Chest, Inc., P.O. Box 511, Hobe Sound, FL, 33475, or to Massachusetts General Hospital, Development Office, 165 Cambridge Street, Suite 600, Boston, MA, 02114 (please specify Gastrointestinal Cancer Center). To sign the online guestbook please visit www.potter funeralservice.com",
913,http://query.nytimes.com/gst/fullpage.html?res=9505E0DC1231F934A2575AC0A9609C8B63,"Tattoo Police, On Their Way, May Be Too Late","MAJOR mistake to mention one's dearth of tattoos to Louis Rubino, a k a Tattoo Lou, 50 years into his very niche career as the godfather of the body art business on Long Island. Mr. Rubino, 66, gravel-voiced and grumpy beyond his years, has seen his clientele evolve from ''your sailors and bikers'' to your stereotypical suburbanites, soccer moms included. Mother-and-daughter tattoos -- the legal age is 18 in New York State, and piercing for under 18 in Suffolk County requires notarized parental permission -- on a floral or butterfly theme are a new conduit for intergenerational bonding. The oldest first-time client of Tattoo Lou's is a 98-year-old South Shore geezer who caught on to the tattoo trend and decided it wasn't too late, or too dangerous, to live dangerously in inky Technicolor.",
918,http://query.nytimes.com/gst/fullpage.html?res=9E01E2DF1531F935A35750C0A9619C8B63,Asian and European Stocks Continue Decline,"NEW DELHI, Mar. 5 -- Asian stock markets continued to fall today as nervous investors shunned the region despite strong economic signals from some Asian countries. The trend spread to Europe, where stocks also slid in morning trading. But on Wall Street the damage was limited, and share prices climbed after a brief fall in early trading. Nearly every significant stock market index in Asia ended the day lower, and drops were severe in many markets. Japan's Topix and benchmark Nikkei 225 indices fell 3.4 and 3.3 percent. Hong Kong's Hang Seng index dropped 4 percent. Indian stocks traded at one stage at their lowest level in five months. The Bombay stock exchange's Sensitive Index, or Sensex, fell 471.09 points, or 3.7 percent, to 12,415.04. The Vietnamese market was almost alone in posting an advance.",
1579,http://query.nytimes.com/gst/fullpage.html?res=9C00E6DC1230F93BA35753C1A9609C8B63,Turn On the Electric Road,"LAST summer, New York State took a page from California's playbook, using state policy to jump-start a 21st century automobile industry. Albany started a $10 million program to convert its fleet of 600 hybrid vehicles to plug-in electric vehicles and pledged to spend another $10 million to encourage gas stations to install ethanol pumps. Because companies bidding for New York's conversion business must promise to build their facilities in the state, the plan may help move New York to the vanguard of a small industry with big potential. New York's commitment, combined with Google's recent announcement that its new investment company will focus on commercializing an electric/alcohol vehicle, gives increased momentum to a technological concept that is rapidly winning supporters. In less than three years, a coalition of environmentalists, entrepreneurs and tinkerers has developed a viable strategy to reduce our dependence on oil and relieve pollution in densely populated areas like metropolitan New York.",
