,link,headline,summary,date
118,https://www.nytimes.com/2001/12/03/us/excite-said-to-reach-pact-to-keep-internet-service-on.html,Excite Said to Reach Pact To Keep Internet Service On,"Excite@Home reached a tentative agreement yesterday with a group of cable companies, including Cox Communications and the Comcast Corporation, to keep their customers connected to Excite's high-speed Internet service, according to several people involved in the negotiations. But not all of the creditors of Excite, which has filed for bankruptcy protection, have decided whether to support the agreement. That means it may not be clear for days whether 2.7 million people in North America will have their cable Internet service cut off.",2001/12/03
68,https://www.nytimes.com/2001/12/03/business/suitors-line-up-to-compete-for-cable-tv-unit-at-at-t.html,Suitors Line Up to Compete For Cable TV Unit at AT&T,"The story of AT&T's cable television unit begins a new chapter this evening, when bids are due from competing suitors for the unit, the nation's largest cable operation. AOL Time Warner, Comcast and Cox Communications, which are each already among the nation's biggest cable companies, are all expected to submit formal bids. Microsoft, meanwhile, is expected to propose acquiring a minority stake, as it looks toward winning a captive market for its own software products.",2001/12/03
138,https://www.nytimes.com/2001/12/03/business/business-digest-479241.html,BUSINESS DIGEST,"Enron Seeks Bankruptcy And Takes Dynegy to Court Enron filed for Chapter 11 bankruptcy protection, but sought to remain in business with the support of its creditors. The company also said it sued Dynegy for billions of dollars in damages for withdrawing its buyout offer. [Page A1.] Steve Jobs Rejects Microsoft Plan Apple Computer's chairman and chief executive, Steven P. Jobs, says that Microsoft's proposal to settle antitrust lawsuits would allow it to dig into the education market, one of the few Microsoft does not dominate. Microsoft has proposed giving away $1 billion in software, hardware and expertise to the nation's poorest schools to end 100 class-action lawsuits. [C3.]",2001/12/03
101,https://www.nytimes.com/2001/12/04/business/cable-companies-sign-on-for-excite-home-service.html,Cable Companies Sign On For Excite@Home Service,"Excite@Home signed an agreement yesterday afternoon with a group of cable companies, including the Comcast Corporation and Cox Communications, to maintain high-speed Internet access for their customers. The deal, which the companies have been working on since Friday, will provide approximately $355 million to tide Excite over for the next three months, while the two major companies create replacement networks. Of that figure, Cox and Comcast will each pay $160 million.",2001/12/04
73,https://www.nytimes.com/2001/12/04/business/market-place-three-giants-square-off-bidding-for-biggest-cable-prize-all-t.html,"Market Place; Three giants square off in the bidding for the biggest cable prize of all, AT&T Broadband.","THREE of the nation's biggest cable companies lined up yesterday in hopes of taking over the largest one, AT&T Broadband, submitting complex bids that AT&T will begin reviewing in the coming days. And Microsoft, which is already a minority stakeholder in AT&T, has indicated that it will financially support competing bids for AT&T Broadband from both the Comcast Corporation and Cox Communications in an effort to keep it out of the hands of AOL Time Warner.",2001/12/04
112,https://www.nytimes.com/2001/12/04/business/business-digest-495255.html,BUSINESS DIGEST,"Auto Sales Remain Strong As Incentives Are Reduced Auto sales remained strong for much of November but slowed after Thanksgiving, when automakers started to restrict their interest-free financing offers. The pace of auto sales dropped to an annual selling rate of 18 million vehicles in November, down from 21.3 million in October, but up 9.5 percent from last November, according to Ward's AutoInfoBankData. Year-end projections are for 17 million vehicles, just behind last year's record. [Page C4.]",2001/12/04
159,https://www.nytimes.com/2001/12/06/technology/for-cable-modem-customers-a-switch-causes-a-scramble.html,"For Cable-Modem Customers, a Switch Causes a Scramble","PHONE company or cable company? Just when it seems as though a clear winner is emerging in the race to offer the most exasperating Internet service, the other pulls ahead. The latest leg seems to have been won by the cable companies, at least those offering service from Excite@Home, a bankrupt provider of high-speed Internet access.",2001/12/06
182,https://www.nytimes.com/2001/12/06/business/changing-guard-overview-aol-time-warner-gets-new-chief-levin-departs.html,AOL TIME WARNER GETS A NEW CHIEF AS LEVIN DEPARTS,"The chief executive of the world's biggest media company, AOL Time Warner, surprised his company and his industry yesterday by announcing that he would retire in May. The executive, Gerald M. Levin, will be replaced by his hand-picked successor, Richard D. Parsons, who will face the daunting job of making a merger conceived in the soaring Internet economy come of age during an economic slump for old-line and online media companies alike. News of the handoff comes less than a year after America Online acquired Time Warner in a $165 billion deal that was supposed to have created a behemoth capable of exploiting the growth of the Internet while remaining a powerhouse in film, television and magazines.",2001/12/06
172,https://www.nytimes.com/2001/12/08/business/aol-s-future-chief-to-bring-washington-connections.html,AOL's Future Chief to Bring Washington Connections,"Richard D. Parsons, the newly designated AOL Time Warner chief executive, has forged a reputation for being a politically gifted and gracefully diplomatic corporate advocate with exceptional Republican contacts. For AOL Time Warner this is no small thing. Washington is expected to be an important battlefield for the company in the coming months, on a range of issues that include cable television ownership limits, cable and broadcasting cross-ownership limits, and Internet access rules, among others. Mr. Parsons's contacts and persuasive charms will be important weapons in the AOL Time Warner arsenal, people inside and outside of the company say.",2001/12/08
179,https://www.nytimes.com/2001/12/10/nyregion/news-summary-600180.html,NEWS SUMMARY,"INTERNATIONAL A3-13 More Violence Jolts Efforts To Quell Mideast Conflict Four Palestinian police officers were shot dead by Israeli troops and another Palestinian suicide bombing wounded several Israelis, further jolting efforts to arrange a cease-fire. A6",2001/12/10
70,https://www.nytimes.com/2001/12/10/business/at-t-finds-cable-tv-bids-unacceptable.html,AT&T Finds Cable TV Bids Unacceptable,"AT&T has reviewed the three competing bids for its cable television business, the nation's largest, and found all of them inadequate. AT&T's chairman conveyed that message to the bidders -- AOL Time Warner, Comcast and Cox Communications -- on Saturday evening, after its board spent the day considering the bids. Although the board is hoping that the response may elicit one or more sweetened offers, people close to the deliberations said, it is beginning to seem that AT&T is once again leaning toward a spinoff of its cable business into an independent company.",2001/12/10
94,https://www.nytimes.com/2001/12/12/business/technology-briefing-internet-judge-clears-excite-home-plan.html,Technology Briefing | Internet: Judge Clears Excite@Home Plan,"The At Home Corporation may continue to provide cable companies with high-speed Internet service under a $355 million agreement, a judge ruled after the companies waived some claims against each other. Federal Bankruptcy Judge Thomas Carlson approved the settlement, saying At Home has gained something very valuable.'' The contracts with Cox Communications Inc., the Comcast Corporation and other cable companies will give At Home financing to continue operating through the end of February, when it plans to cease operations.",2001/12/12
100,https://www.nytimes.com/2001/12/14/business/company-news-at-t-is-said-to-be-requesting-new-bids-for-cable-unit.html,AT&T IS SAID TO BE REQUESTING NEW BIDS FOR CABLE UNIT,"AT&T has asked the three companies that are vying to acquire its cable television business to submit new proposals by Sunday morning, people close to the talks said yesterday. AT&T's board is set to weigh the offers on Wednesday and could make a final decision on the cable unit's fate at that meeting, the people said. AOL Time Warner, Comcast and Cox Communications have each submitted bids to acquire the unit. At a meeting last weekend, AT&T's board deemed each of those offers inadequate. Financial details have not been disclosed, but any sale would be worth at least $40 billion. Seth Schiesel (NYT)",2001/12/14
63,https://www.nytimes.com/2001/12/17/us/at-t-weighs-cable-unit-sale-as-bids-are-revised.html,AT&T Weighs Cable Unit Sale as Bids Are Revised,"Bidders in the auction for AT&T's cable television business submitted revised offers late yesterday in a last-ditch effort to persuade AT&T's board to sell the operation. AOL Time Warner, Comcast and Cox Communications submitted reworked offers, according to executives involved in the auction, after an admonishment last week from AT&T's chairman, C. Michael Armstrong, that the bids were inadequate.",2001/12/17
177,https://www.nytimes.com/2001/12/17/business/technology-media-for-some-dot-coms-there-are-real-profits.html,"Technology & Media; For Some Dot-Coms, There Are Real Profits","Meet Brad D. Greenspan and at first it seems like he's a visitor from another era -- the Internet bubble of 1999. He's a 28-year-old chief executive of a public Internet company, eUniverse, with tens of millions of users and big backers like Sony.",2001/12/17
99,https://www.nytimes.com/2001/12/19/business/at-t-s-board-to-meet-today-on-cable-sale-or-a-spinoff.html,AT&T's Board To Meet Today On Cable Sale Or a Spinoff,"Amid a late push by AOL Time Warner, AT&T's board is to meet in Manhattan today to decide whether to sell the company's cable television operation or instead spin it off as an independent company. AOL Time Warner, Comcast and Cox Communications have each submitted bids to acquire AT&T's cable business, the nation's biggest.",2001/12/19
174,https://www.nytimes.com/2001/12/19/business/technology-a-bright-spot-in-a-bleak-holiday-retailing-season.html,A Bright Spot in a Bleak Holiday Retailing Season,"In the worst year in recent memory for most retailers, there appears to be one small bright spot: the Internet. Many of the biggest store chains, other than the discounters like Wal-Mart, are bracing for sales to be lower than last year. But Internet sales, while growing more slowly than in past years, are expected to increase by about 30 percent, according to recent surveys. While the frenzy of the last few years has come to a halt, millions of new people are still signing up for Internet service every year. And the online stores that have weathered the Internet industry shakeout have solved many of the technology and warehouse problems that bedeviled online shoppers in years past.",2001/12/19
53,https://www.nytimes.com/2001/12/20/business/t-s-cable-deal-family-philadelphians-take-giant-step-toward-leading-us-cable.html,Philadelphians Take a Giant Step Toward Leading the U.S. Cable Industry,"For years, the Roberts family of Philadelphia has been determined to expand Comcast, its midranked cable company, into an industry giant. In 1999, that strategy suffered a big setback at the hands of AT&T, which beat out Comcast in a bidding war for another major cable operator, MediaOne. So when a stumbling AT&T announced plans last year to spin off its cable properties, Brian Roberts, Comcast's president, saw a chance to get even and big at the same time. Comcast's $44.5 billion hostile bid in July put AT&T Broadband into play, and now has put the business into the Roberts's hands, turning Comcast into the nation's No. 1 cable operator.",2001/12/20
111,https://www.nytimes.com/2001/12/20/business/business-digest-758981.html,BUSINESS DIGEST,"AT&T to Sell Cable Unit To Comcast for $47 Billion AT&T agreed to sell its cable television business, the nation's largest, to Comcast for $47 billion in stock. The deal would create a cable giant with more than 22 million subscribers, almost twice the size of the next-biggest cable operator, AOL Time Warner, which was a losing bidder for the operation. [Page A1.] No Deal on Stimulus Package Congress gave up hope of reaching a deal this year with the Bush administration on an economic stimulus package. [A1.]",2001/12/20
10,https://www.nytimes.com/2001/12/20/business/at-t-s-cable-deal-the-overview-comcast-wins-bid-for-at-t-s-cable.html,COMCAST WINS BID FOR AT&T'S CABLE,"AT&T agreed yesterday to sell its cable television business, the nation's largest, to the Comcast Corporation for about $47 billion in stock. The deal would create a cable giant with more than 22 million subscribers, almost twice the size of the next-biggest cable operator, AOL Time Warner, which was a losing bidder in the deal.",2001/12/20
114,https://www.nytimes.com/2001/12/20/business/at-t-s-cable-deal-news-analysis-clash-of-the-convergers.html,Clash of the Convergers,"Comcast won the auction for AT&T's cable television business yesterday, but the other big winner was Microsoft. Using its deep pockets, Microsoft gave financial support to the Comcast bid and thus played the spoiler in denying the prize to its archrival, AOL Time Warner. Most of the nation's 70 million cable television subscribers may wonder why so much corporate emotion and money were involved in the fight over AT&T's cable business. To most people, a cable network is merely a way of delivering garden-variety television and collecting monthly bills.",2001/12/20
113,https://www.nytimes.com/2001/12/20/business/t-s-cable-deal-regulators-new-era-washington-paves-way-for-this-other-deals.html,New Era in Washington Paves Way for This and Other Deals,"Beyond its business rationale, the proposed merger of the nation's largest and third-biggest cable television companies announced tonight reflects the sea change in the regulatory thinking of Washington policy makers. A series of favorable court decisions this year and the appointment by President Bush of senior regulators skeptical of the old rules have ushered in a new era of deregulation in telecommunications. As a result, the proposed deal between AT&T and Comcast, which would have been unthinkable only a year ago, is not expected to encounter any serious impediments here.",2001/12/20
135,https://www.nytimes.com/2001/12/20/nyregion/news-summary-761664.html,NEWS SUMMARY,"INTERNATIONAL A3-22 Argentine Leader Declares State of Siege Amid Looting President Fernando de la Rúa declared a 30-day state of siege after food riots and looting broke out across the country. The police fired rubber bullets and tear gas in several cities, and four people were killed. The disturbances appeared to be a mix of spontaneous pilferage by unemployed workers and organized protests by government opponents. A3 New Terms for Colombia Aid The House attached a series of conditions to aid to Colombia, demanding that the government hold right-wing paramilitary groups and their military allies accountable for violence there. The Senate, which initiated the restrictions, is expected to concur. A19",2001/12/20
11,https://www.nytimes.com/2001/12/21/business/at-t-s-cable-deal-the-negotiations-how-the-comcast-deal-came-together.html,How the Comcast Deal Came Together,"Brian Roberts's first instinct was to try to trump Rupert Murdoch. More than a year ago, Mr. Roberts, the president of Comcast, was anxiously watching Mr. Murdoch's News Corporation maneuver for control of the DirecTV service. That would have given Mr. Murdoch the access he craved into American living rooms, creating the most formidable enemy yet for the cable industry. But over a lunch at Lindy's deli across from Pennsylvania Station in Manhattan, another idea was planted in Mr. Roberts's head.",2001/12/21
58,https://www.nytimes.com/2001/12/21/business/t-s-cable-deal-impact-expect-more-mergers-experts-say-expense-consumers.html,"Expect More Mergers, Experts Say, at Expense of Consumers","Investors may benefit more than consumers from the pending combination of the cable operations of AT&T and Comcast. The creation of AT&T Comcast, a cable behemoth with 22 million subscribers, is likely to set off a new round of mergers in the cable industry, analysts said -- deals that can be expected to pay investors a premium.",2001/12/21
59,https://www.nytimes.com/2001/12/21/business/at-t-s-cable-deal-news-analysis-for-aol-goals-are-deferred-not-denied.html,"For AOL, Goals Are Deferred, Not Denied","In losing its bid for AT&T Broadband, AOL Time Warner may have failed to instantly become the dominant cable force that it might have. But even though the AT&T unit will be combined with Comcast and have significant backing from AOL's rival, Microsoft, AOL's main objectives are likely to be deferred rather than denied. For AOL, AT&T's 13.8 million cable subscribers represented important potential customers for its cable networks, like CNN, and high-speed versions of its America Online.",2001/12/21
51,https://www.nytimes.com/2001/12/21/business/at-t-s-cable-deal-who-has-what-and-will-vote-what.html,Who Has What and Will Vote What,"For each of their shares, holders of AT&T stock will receive .34 share, or about $13.07, in the new AT&T Comcast. Comcast holders will simply be reissued shares in the new company. AT&T has said that its shareholders would own 56 percent of AT&T Comcast, but the full picture of the combined company's ownership is a bit more complex, mostly because of a complicated investment by Microsoft in AT&T.",2001/12/21
81,https://www.nytimes.com/2001/12/22/nyregion/c-corrections-802417.html,Corrections,"An article in Business Day yesterday about the Comcast Corporation's acquisition of AT&T Broadband misspelled part of the name of AT&T's law firm. It is Wachtell, Lipton, Rosen & Katz; not Wachtel.",2001/12/22
90,https://www.nytimes.com/2001/12/22/business/the-at-t-chief-s-report-card.html,The AT&T Chief's Report Card,"In 1998, just two days after AT&T announced its great leap into the cable television business, C. Michael Armstrong, the chairman, was already exasperated. ''The disinformation, it's incredible,'' he said in an interview barely 48 hours after the company had announced a $31.8 billion deal to acquire Tele-Communications Inc. ''I've never seen anything like it.''",2001/12/22
66,https://www.nytimes.com/2001/12/22/opinion/a-clash-of-online-titans.html,A Clash of Online Titans,"AT&T's sale of its cable television business, the nation's largest, to Comcast, the third-largest, is more than another episode in the continuing consolidation of the nation's cable industry. The bidding war for AT&T Broadband must also be seen as another skirmish in the conflict between Microsoft and AOL Time Warner to control the information pipes that bring news, entertainment and communications services into American households. If federal regulators approve this cable merger, as seems likely, they must impose conditions aimed at preserving and fostering competition in the online world. Microsoft owns a stake in Comcast, though it does not directly operate cable systems itself. But with cable companies' digital or ''broadband'' pipelines ideally positioned to distribute high-speed Internet access, interactive TV and perhaps even local phone service, Microsoft clearly wants to ensure its access to cable. It wants to expand its own Internet service provider and build as dominant a franchise in the market for cable operating software as it has for personal computers.",2001/12/22
74,https://www.nytimes.com/2001/12/23/business/market-insight-in-cable-the-race-approaches-a-far-turn.html,"In Cable, The Race Approaches A Far Turn","COMCAST'S planned $47 billion acquisition of AT&T Broadband is the latest, biggest step toward consolidation in the cable industry. But it is probably not the last. Most American households have access to cable. Yet many people apparently do not want the service, because the number of paying customers is rising very slowly. Companies are building better systems, spending a lot of money. Hence the need for size.",2001/12/23
57,https://www.nytimes.com/2001/12/23/weekinreview/december-16-22-business-the-deal-of-the-year.html,THE DEAL OF THE YEAR,"Ending almost a year of wrangling, brinksmanship and high-stakes negotiations, Comcast struck a deal to acquire AT&T's cable television unit. The final price: $47 billion in stock. Comcast was already the nation's No. 3 cable operator. After ingesting AT&T's cable operation, AT&T Comcast will be a behemoth with more than 22 million customers, or roughly one of every five homes in the United States. Seth Schiesel",2001/12/23
152,https://www.nytimes.com/2001/12/24/business/demand-grows-for-net-service-at-high-speed.html,Demand Grows For Net Service At High Speed,"It has been a tumultuous year for providers of high-speed Internet service. Three companies that offer it over phone lines filed for bankruptcy. So did the leading provider of high-speed Internet service over cable TV systems, Excite@Home. And the largest cable company, AT&T Broadband, spent much of the year trying to decide its future before finally falling into the arms of Comcast last week. While each of these events had some effect on customers, nothing has deterred an increasing number of Americans from signing up for high-speed -- or broadband -- Internet access.",2001/12/24
98,https://www.nytimes.com/2001/12/25/business/company-news-at-t-sells-off-wireless-stake-for-1.4-billion.html,AT&T SELLS OFF WIRELESS STAKE FOR $1.4 BILLION,"AT&T, which is selling assets to reduce debt, sold its remaining stake in its former wireless unit for $1.4 billion. AT&T had retained a $3 billion stake in AT&T Wireless Services, the third-largest mobile-phone company in the nation, which was spun off in July. AT&T had already reduced the stake by $1.6 billion. Last week, AT&T agreed to sell its cable business to Comcast for $72 billion. AT&T's debt rose to $65 billion last year after it spent over $100 billion to form the biggest cable operator in the nation. The company has said it planned to have debt of $35 billion, after subtracting cash, at the end of the year.",2001/12/25
96,https://www.nytimes.com/2001/12/26/business/small-cable-operators-worry-about-life-after-big-mergers.html,Small Cable Operators Worry About Life After Big Mergers,"The stakes in the battle for the nation's televisions are gargantuan -- subscription TV generates revenue of $60 billion a year. So the players need to be gargantuan as well, some industry executives argue. Thus the big are getting bigger in order to prepare for a clash of the titans. The two big satellite television companies, EchoStar Communications and DirecTV, are trying to consolidate to create a single company with nearly 17 million subscribers. At the same time, the Comcast Corporation has agreed to buy the cable television unit of AT&T, a move that would make it the largest cable company with more than 22 million subscribers.",2001/12/26
181,https://www.nytimes.com/2001/12/27/business/technology-in-rewritten-internet-fables-the-late-bird-gets-the-worm.html,"In Rewritten Internet Fables, The Late Bird Gets the Worm","On Sunday, Dec. 16, with little disruption, a small Internet company called iWon began operating the remains of the Web portal Excite.com. IWon picked up Excite -- which was valued at $6.7 billion just three years ago -- at the fire-sale price of under $10 million as part of the messy bankruptcy of Excite@Home, the company that developed the Excite portal. It was the latest sign that the Internet has entered a reconstruction phase similar to those that have followed every other frenzied introduction of a new technology, from railroads to automobiles to personal computers. It is a predictable cycle of growth, collapse, rebirth: An initial land grab starts as people rush to get in first and get big fast. Then, as often as not, the leaders collapse of their own unsupportable weight and others pick up the pieces and turn the good ideas into real businesses.",2001/12/27
154,https://www.nytimes.com/2001/12/27/opinion/office-pool-2002.html,"Office Pool, 2002","If you correctly predicted everything that happened in 2001, you belong in jail. Here is the office pool for the bounceback year; ''All'' and ''None'' are options. 1. Next nation to be hit for harboring terrorists is (a) Iraq; (b) Somalia; (c) Sudan; (d) North Korea; (e) Syria.",2001/12/27
169,https://www.nytimes.com/2001/12/29/business/us-inquiry-is-raising-speculation-in-hollywood.html,U.S. Inquiry Is Raising Speculation In Hollywood,"A knock on the door from federal regulators usually sends shudders through any corporate suite. But when the Justice Department announced recently that it was investigating whether movie studios' efforts to offer films online to consumers at home were anticompetitive, Hollywood moguls barely seemed to look up from their wheat grass shakes. As multinational companies further consolidate and cross-promote their movie, television, Internet and music properties, it is becoming harder to say who is competing with whom and how it helps or hurts consumers, analysts say.",2001/12/29
168,https://www.nytimes.com/2001/12/30/business/bons-mots-you-decide.html,''Bons Mots? You Decide'',"THE economy may have slowed during 2001, but news in the business world didn't skip a beat. Among its highs and lows were many moments that were memorable for their importance, their humor or their sheer brazenness. Were you paying attention? Try this test. PART 1 Who spoke these words and about what? 1) ''It is not good news for America.'' 2) ''She has the full support of the board and will continue to lead the company through these challenging times.'' 3) ''The more I see about this deal, the less I like it.'' 4) ''I was smiling going in, because how often in your life do you and your company have an opportunity to make a difference?'' 5) ''I have no desire to be next at bat.'' 6) ''We are on the side of angels.'' 7) ''This is an industrial policy designed for shareholders of the winning companies.'' 8) ''It would be a good time for all parties to sit down together and see what kind of resolution can be worked out.'' 9) ''Today, America goes back to business.'' 10) ''What keeps me up at night is doing my own e-mail. I wouldn't say that anything keeps me up at night worrying.'' PART 2 What were these people talking about when they spoke these words? 1) In April, a senior Bush administration official said, ''It would be like having a cheeseburger without cheese.'' 2) In March, Dick Conway, an economist in Seattle, said, ''Well, it has made us forget the earthquake all of a sudden.'' 3) In September, Alexander Danielides, a junior at the Bronx High School of Science, said, ''The Vietnam generation is a little more cautious than we would be.'' 4) In April, Ira Kay, a consultant at Watson Wyatt Worldwide, said, ''It's the gift that keeps on giving.'' 5) In June, Representative Richard H. Baker, Republican of Louisiana, said: ''It is one thing for one shark to eat another. It is quite another for the shark to eat the minnows.'' 6) In April, Elliot Schrage, senior vice president for global affairs at Gap Inc., said: ''We are not the all-powerful Oz that rules over what happens in every factory. Do we have leverage? Yes. Is it as great as our critics believe? Not by a long shot.'' 7) In March, Paul H. O'Neill, the Treasury secretary, said, ''I've decided to take this issue off the table.'' 8) In December, Thomas R. Eisenmann, an assistant professor at the Harvard Business School, said, ''This was another big move in this continuing clash of titans.'' 9) In January, Kathleen Fitzgerald, a spokeswoman for Lucent Technologies, said, ''Henry decided it was not the best use of our assets.'' 10) In September, Fay Weldon said: ''I thought: 'Oh no, dear me, I am a literary author. You can't do this kind of thing; my name will be mud forever.' But then after a while I thought: 'I don't care. Let it be mud.' '' ''Answers to the Quiz'' PART 1 1) President Bush, commenting on the October unemployment rate. 2) Stanley Silverstein, general counsel of Warnaco, speaking about its chief executive, Linda J. Wachner, as Warnaco filed for Chapter 11 bankruptcy protection in June. Mrs. Wachner was fired in November. 3) Walter B. Hewlett, declaring his opposition to Hewlett-Packard's plan to merge with Compaq Computer. 4) Helge H. Wehmeier, chief executive of Bayer's American operations, referring to the company's agreement to sell its anthrax medicine, Cipro, to the government at a discounted price. 5) Robert W. Pittman, chief operating officer of AOL Time Warner, after his peer and rival, Richard D. Parsons, was named to succeed Gerald M. Levin, the chief executive, next May. 6) Jeffrey K. Skilling, former chief executive of Enron, in March, dismissing critics who saw Enron as a profiteer in California's energy crisis. 7) Robert B. Reich, former secretary of labor, criticizing the legislation passed to bail out the nation's airlines after the terrorist attacks. 8) Bill Gates, in June, commenting after a federal appeals court threw out a lower court's order that Microsoft be broken up. 9) Richard A. Grasso, chairman of the New York Stock Exchange, reopening the exchange after it was closed for four days as a result of the Sept. 11 attacks. 10) Gordon E. Moore, co-founder of Fairchild Semiconductor and the Intel Corporation, upon his retirement last spring, discussing the widespread use of personal computers. PART 2 1) He was referring in general to the demonstrations that accompany world trade talks (in this case, the Summit of the Americas that took place in Quebec) and specifically to the tear gas that authorities use to break up the protests. 2) He was commenting on the announcement that Boeing was moving its corporate headquarters out of Seattle after decades as the mainstay of the region's economy. 3) This teenage investor was talking, a few days after Sept. 11, about the willingness of his generation to stay in the stock market when conventional wisdom suggested otherwise. 4) He was describing reload stock options, a form of compensation that gives executives who exercise them both a share of stock and a new option. 5) He was questioning Wall Street's erosion of ethical conduct at a Congressional hearing on conflicts among brokerage firm research analysts. 6) He was commenting on the difficulties of trying to improve conditions in foreign factories. 7) He was announcing his decision to sell about $100 million worth of Alcoa stock and options that he had planned to keep. 8) He was referring to the battle over broadband between AOL Time Warner and Microsoft after Comcast outbid rivals for AT&T's cable television business. 9) She was discussing the decision by Henry B. Schacht, the interim chief executive of Lucent, to sell the Hamilton Farm Golf Club, an expensive white elephant that the company developed before its fortunes plunged, causing huge layoffs, write-offs and restructuring. 10) She was commenting on her new novel, ''The Bulgari Connection,'' for which Bulgari, the Italian jewelry company, paid her an undisclosed amount in return for a prominent place in the book.",2001/12/30
