,link,headline,summary,date
2351,http://query.nytimes.com/gst/fullpage.html?res=9500E5D91638F932A15753C1A9669D8B63,DAYS TO ELECTION: 12: A $1 Million Gift To Counter Fox News,"Media Matters, the liberal activist group that wages a rhetorical war against Fox News Channel and others in the conservative press, will announce on Wednesday the receipt of a $1 million donation from the philanthropist George Soros. In a statement obtained by The Caucus, the organization says it plans to use the money to intensify its efforts to hold the Fox host Glenn Beck and others on the cable news channel accountable for their reporting.",
2409,http://query.nytimes.com/gst/fullpage.html?res=9905E3D6143FF930A3575AC0A9669D8B63,"Oil Platform Burns, Blanketing Gulf With Angst","NEW ORLEANS -- An oil platform in the Gulf of Mexico caught fire on Thursday morning, forcing its 13 crew members overboard and sending waves of anxiety along a coast that has just begun to recover from the Deepwater Horizon disaster. By early evening, the workers had been rescued with no serious injuries reported and the fire had been put out. Coast Guard officials said that no oil could be seen on the water near the platform, contradicting an earlier report.",
1532,http://query.nytimes.com/gst/fullpage.html?res=9901E0DA1031F932A35751C0A9679D8B63,The Way You Wear Your Hat: 'Lidsville' Heads for 3-D,"3:11 p.m. | Updated The latest Hollywood feature to find its inspiration in the vaults of Sid and Marty Krofft, the television producers behind groovy children's programs like ''H. R. Pufnstuf'' and ''Sigmund and the Sea Monsters,'' is taking its source material specifically from their hatrack.",
1530,http://query.nytimes.com/gst/fullpage.html?res=9A06EED8113CF936A35757C0A9679D8B63,Teaching a Generation What the Newer Ones Are Doing on Facebook,"The students shuffled one by one into the sun-dappled Clason's Point branch of the New York Public Library, on Morrison Avenue in the Bronx, taking their seats at round orange tables laden with computers. ''Everybody, try to put your phones away, please,'' their teacher, Anthony Perez, requested.",
206,http://query.nytimes.com/gst/fullpage.html?res=9A06E1DB1F3AF935A15750C0A9679D8B63,"Paid Notice: Deaths LEEDS, THOMAS E. JR.","LEEDS--Thomas E. Jr.,on March 24, 2011. Beloved husband of the late Katherine, loving father of Katherine Prusmack and her husband Bob and Thomas V. Leeds and his wife Heather. Devoted brother of Betty Ann Parisi and the late Walter. Cherished grandfather of Courtney and Chad and Christine, T. Evan and Rory and great-grandfather of Marley. He was one of the founders of Leeds & Leeds Company Inc. Friends may call on Sunday March 27, 3-5 and 7-9pm at Frank E. Campbell, 1076 Madison Ave. at 81st St., NYC. A celebratory mass will be on Monday March 28, 10:30am at St. Thomas More Church, 65 E. 89th St., New York City, In lieu of flowers, contributions may be made to Society of Memorial Sloan Kettering Cancer Center, 1233 York Ave., New York, NY 10065.",
205,https://www.nytimes.com/Link.asp?I=LS000149665211,"Paid Notice: Deaths Leeds, Thomas","<!-- THOMAS E. LEEDS -->LEEDS--Thomas E. Jr., on March 24, 2011. Beloved husband of the late Katherine, loving father of Katherine Prusmack and her husband Bob and Thomas V. Leeds and his wife Heather. Devoted brother of Betty Ann Parisi and the late Walter. Cherished grandfather of Courtney and Chad and Christine, T. Evan and Rory and great-grandfather of Marley. He was one of the founders of Leeds & Leeds Company Inc. Friends may call on Sunday March 27, 3-5 and 7-9pm at Frank E. Campbell, 1076 Madison Ave. at 81st St., NYC. A celebratory mass will be on Monday March 28, 10:30am at St. Thomas More Church, 65 E. 89th St., New York City, In lieu of flowers, contributions may be made to Society of Memorial Sloan Kettering Cancer Center, 1233 York Ave., New York, NY 10065.<br><br>",
488,http://query.nytimes.com/gst/fullpage.html?res=9F04E4DD1F30F93AA15753C1A9669D8B63,'Mad Men' Character 'Writes' a Real Book,"Just so it is clear in everyone's minds: the 1960s were real. John Slattery is real. Roger Sterling, the character he plays on ''Mad Men,'' is not real, and the subplot from the past season of that AMC period drama in which he seeks to publish a memoir of his business advice was fiction. Having said all that, the book in question is real. Wait, what? Dr. Edna, help us out with this?",
2413,http://query.nytimes.com/gst/fullpage.html?res=9406E3D91438F930A35752C0A9679D8B63,Facebook Deal Puts Its Value At $50 Billion,"The deal could double the personal fortune of Mark Zuckerberg, Facebook's co-founder.Facebook, the popular social networking site, has raised $500 million from Goldman Sachs and a Russian investor in a deal that values the company at $50 billion, according to people involved in the transaction. The deal makes Facebook now worth more than companies like eBay, Yahoo and Time Warner. The stake by Goldman Sachs, considered one of Wall Street's savviest investors, signals the increasing might of Facebook, which has already been bearing down on giants like Google. The new money will give Facebook more firepower to steal away valuable employees, develop new products and possibly pursue acquisitions - all without being a publicly traded company. The investment may also allow earlier shareholders, including Facebook employees, to cash out at least some of their stakes.",
1062,http://query.nytimes.com/gst/fullpage.html?res=9C0DE1D71F30F933A05753C1A9669D8B63,A Greenwich Community Closes Its Gate to Trick-or-Treaters,"BARRYTOWN, N.Y. - Didier Civil stood in the center of the dilapidated barn, surrounded by skeletons, horse heads and other costumes that will form part of Sunday's Halloween parade through Greenwich Village. He wrapped a piece of white lace around the colossal head of Gran Brigitte, a Haitian voodoo spirit of the dead. When she is complete, the papier-mache Brigitte will stand 18 feet tall. Swathed in a purple robe and headscarf, she will join her husband, Baron Samedi, at the front of the parade. While the earthquake in Haiti caused the country to cancel its annual Carnival celebration this year, the festival has a chance to resurrect itself this weekend. In Greenwich Village. ''There was a chance that the artistic voice of Haiti could merge with us,'' said Alex Kahn, who builds puppets for the parade. ''It's like we speak the same language.''",
228,http://query.nytimes.com/gst/fullpage.html?res=9C02E6DC133AF934A25754C0A9679D8B63,"Paid Notice: Deaths DELACORTE, VALERIE PASCAL","DELACORTE--Valerie Pascal, (1919 2011) passed away on July 14th at her home in Palm Beach Gardens, FL. Valerie was the devoted wife of the late George T. Delacorte, founder of Dell Publishing Company and a well known New York and Florida philanthropist. Valerie was born in Budapest, Hungary and educated at the Ursuline Convent. Graced with stunning beauty, intellect and elegant style, Valerie became a stage and film actress in Hungary under the name Hidveghy Valeria. Valerie's earlier marriage was to Gabriel Pascal, Hollywood's renowned film producer of George Bernard Shaw's plays, including ""Major Barbara"", ""Caesar"" and ""Cleopatra"" and it was Pascal's idea to turn ""Pygmalion"" into a musical which became a reality as ""My Fair Lady"" after Pascal's death in 1954. Valerie authored a memoir entitled, ""The Disciple and His Devil,"" to reveal an extraordinarily close view of Shaw and Pascal, and their charged, creative success. Valerie's glamorous, high-profile love and heartache with Pascal, included socializing with the legendary figures Vivien Leigh and Rex Harrison. McGraw Hill published Valerie's memoir in 1970; Michael Joseph re-published the book in England in 1972; IUniverse re-issued it in 2004; and, in 2008 the book was translated and published in Hungary. Valerie donated the voluminous Shaw-Pascal correspondence to Boston University. Valerie and George greatly enjoyed their life together in New York, Florida and Connecticut, traveling, collecting art, and taking pride in the many gifts George gave to New York City, in particular, the Delacorte Musical Clock, Alice in Wonderland Statue and the Delacorte Shakespeare Amphitheatre, all in Central Park. George was a major benefactor of Columbia University, and established the Delacorte Center for Magazine Journalism. Following George's death in 1991, Valerie served as a Trustee of the Center until 2001. In honor of her beloved husband, George, Valerie contributed their vast art collection of Old Masters to the Norton Museum of Art in Florida. Valerie was a devout Catholic, and her faith defined her journey through life, and inspired her friendships and charitable commitments to the poor and homeless and to other philanthropies. The Funeral Service and Christian Mass will be offered at 10am on Monday, August 8th at St. Ignatius Loyola, 980 Park Avenue at 84th Street, followed by her burial to rest in eternal peace in the Delacorte Mausoleum at Woodlawn Cemetery, Webster Avenue & East 233rd Street, Bronx, NY. In lieu of flowers, donations in Valerie Delacorte's memory may be made to: Broadway Housing Communities, 583 Riverside Dr., NY, NY 10031; www.broadwayhousing.org Orbis International, Inc., 520 Eighth Avenue, 11th Floor, NY, NY 10018, www.orbis.org. St. Jude Children's Research Hospital, 262 Danny Thomas Place, Memphis, TN 38105 www.stjude.org",
586,http://query.nytimes.com/gst/fullpage.html?res=9900EFD7123CF935A35755C0A9679D8B63,A Force Behind the Gaga Effect,"Dominic Chan/WENN.comTroy Carter, Lady Gaga's manager, helped start Backplane, a way to connect fans, whether of music or sports teams. Soon after Apple started its music-centric social network Ping last year, Steven P. Jobs reached out to Lady Gaga and her business manager, Troy Carter, for feedback.",
2159,http://query.nytimes.com/gst/fullpage.html?res=9B05E5D9173DF932A25753C1A9669D8B63,Videoconference In the Home,"So, there's kind of clunky but blissfully free PC video chat on Skype and any number of other Web services. And now there's superhigh-quality chat over your TV from Cisco for $898.88, for a year of service. On Wednesday, Cisco unveiled its long-awaited Umi (you-me) videoconferencing system aimed at consumers. The Umi rig includes a camera that fits on the top of a high-definition TV and a rectangular appliance that connects to the TV and Internet, while also handling the processing of the video data. The hardware costs $599, while Cisco's calling service will cost $24.99 a month.",
1576,http://query.nytimes.com/gst/fullpage.html?res=9D02E4DA153AF936A15756C0A9679D8B63,Bookseller Caught in a Whirlwind of Wall Street Forces,"Can Wall Street save Barnes & Noble? Or is it leading the nation's largest bookseller astray? Liberty Media, a company controlled by John C. Malone, announced a proposal last week to acquire Barnes & Noble for $17 a share in a transaction that would value the company at $1.02 billion. The offer underscores that when a company is seen as in play, a deal can take on a logic and a life of its own.",
1573,http://query.nytimes.com/gst/fullpage.html?res=9503E4DB1F3CF931A35750C0A9679D8B63,Yahoo Is Said to Be in Discussions to Shed Its 35% Stake in Japanese Joint Venture,"Yahoo is in talks to shed its 35 percent stake in its Yahoo Japan joint venture, possibly handing over control to its partner, Softbank, people briefed on the matter said Tuesday. Any deal between Yahoo and Softbank is unlikely to be a straightforward sale of the stake and could instead take the form of a spinoff of some kind, these people said.",
1865,http://query.nytimes.com/gst/fullpage.html?res=9A05EFDE123BF935A2575AC0A9669D8B63,Apple's Free Case for iPhone Will Soon Be Harder to Get,"On Friday, Apple announced that it would change the terms of the company's free-case giveaway for the iPhone 4. The following was added to one of the iPhone pages on Apple's Web site:We now know that the iPhone 4 antenna attenuation issue is even smaller than we originally thought. A small percentage of iPhone 4 users need a case, and we want to continue providing them a Bumper case for free. For everyone else, we are discontinuing the free case program on all iPhone 4s sold after September 30, 2010. We are also returning to our normal returns policy for all iPhone 4s sold after September 30. Users experiencing antenna issues should call AppleCare to request a free Bumper case.The quick take on this might be ''Apple to Discontinue iPhone 4 Case Program,'' but that is not quite what is happening here. The more accurate summation is ''Apple to Make You Jump Through a New Hoop to Get an iPhone 4 Case.'' Note the careful language in sentences two and three. Apple is not saying you can't have a free iPhone case anymore - it is saying that the company won't be distributing them as a matter of course. Furthermore, the iPhone app that people have been using to order their free case will no longer be available after Sept. 30. If you buy an iPhone after that date and feel that you're losing your signal, you can still call AppleCare and explain your situation. Those who are having signal dropouts can still get a free case from the company.",
2155,http://query.nytimes.com/gst/fullpage.html?res=9E02E2DE1338F936A35752C0A9679D8B63,Friends With Benefits,"Can Goldman Sachs, the profit-seeking missile of high finance, really make money by investing $450 million in Facebook, at a vertigo-inducing price that values the social-networking company at $50 billion? On first blush, the answer would appear to be no. After all, in May 2009, the company was valued at $10 billion. Last August, Facebook was valued at $27 billion and now it's $50 billion - for a company with a reported $2 billion in revenue and negligible profits. If General Electric, with 2010 revenue of around $150 billion, traded at a similar multiple of revenue, it would be worth $3.75 trillion instead of $200 billion. Facebook is now considered to be worth more than Time Warner, DuPont and Goldman's rival Morgan Stanley.",
1563,http://query.nytimes.com/gst/fullpage.html?res=9A07E3D61138F937A25756C0A9679D8B63,Kutcher to Replace Sheen on 'Two and a Half Men',"Ashton Kutcher, one of the former stars of the sitcom ''That 70's Show,'' has been selected to replace Charlie Sheen on the hit comedy ''Two and a Half Men,'' Warner Brothers and CBS announced on Friday. The selection of Mr. Kutcher had been rumored since Thursday, when he signaled the news to his followers on Twitter with the cryptic message ''What's the square root of 6.25?'' (The answer: 2.5.)",
1558,http://query.nytimes.com/gst/fullpage.html?res=9903E2DA1431F93AA35751C1A9669D8B63,"When Streaming to TV, Picture Quality May Suffer","Netflix made big news recently, when it announced that it would offer a streaming-only plan in the United States. As Reed Hastings, the chief executive of Netflix, said in a press release, ''We are now primarily a streaming video company delivering a wide selection of TV shows and films over the Internet.'' What he didn't mention is that consumers who prefer to stream their content will learn that just as with cellphones, they'll often have to sacrifice quality to get convenience.",
1299,http://query.nytimes.com/gst/fullpage.html?res=9800E1DC1F30F932A05752C0A9679D8B63,Popular Demand,"More people are spending more time on Twitter.com every month. According to Experian, the average visitor to Twitter spent 1 hour, 51 minutes on the site in November 2009, a figure which rose 40 percent to 2 hours, 12 minutes in November 2010. Even though people spend more time on Twitter, their sessions are getting shorter: the average time for a single session fell from 15.1 to 13.1 minutes on a typical November day. The shorter visits may reflect Twitter fatigue for some users: even though usage is up for visitors ages 18 to 24, it has dropped for those 35 to 54.",
1077,http://query.nytimes.com/gst/fullpage.html?res=9A0CE0DD153EF937A25757C0A9679D8B63,"Vows of Change at Moody's, but Flaws Remain the Same","In the aftermath of the financial crisis, nobody has gone to prison and there haven't been any serious structural changes in the financial system. But at least everyone involved feels bad about it and has vowed to change, right? For Moody's Investors Service, those pledges are empty, Bill Harrington says.",
1072,http://query.nytimes.com/gst/fullpage.html?res=9D0CEEDB1238F931A25756C0A9679D8B63,Google Unveils PCs Built for Web Apps,"8:46 p.m. | Updated SAN FRANCISCO - Google took another swipe at Microsoft on Wednesday when it introduced a new kind of computer called a Chromebook, which stores everything online. Google hopes that the devices, which it says will eliminate the need for software updates and hard drive backups and will boot up within eight seconds, will replace PCs running Microsoft's Windows software in offices and homes around the world.",
2179,http://query.nytimes.com/gst/fullpage.html?res=9A0CE5DC153EF930A35751C1A9669D8B63,"Police Swap Mousetraps, Earning Award From PETA","The suspects were small and furry and elusive, as mice tend to be. They were scurrying around Police Headquarters in Lower Manhattan. Janitors were put on the case. Traps were set - glue traps, to be exact. We wrote about them. But not everyone was happy: someone complained to People for the Ethical Treatment of Animals. PETA proposed alternatives: traps of the neck-snapping variety. They are more humane, after all - no frustrating struggle for the desperate, confused, snared animals; no long, slow slide toward inevitable death. Just one spring-loaded thwack! and it's all over. Police Commissioner Raymond W. Kelly, in command of the nation's largest municipal police force, listened to the recommendations. He mulled them. He accepted and improved upon them.",
233,http://query.nytimes.com/gst/fullpage.html?res=9907E6D9163CF935A35755C0A9679D8B63,A Force Behind the Gaga Effect,"Dominic Chan/WENN.comTroy Carter, Lady Gaga's manager, helped start Backplane, a way to connect fans, whether of music or sports teams.Soon after Apple started its music-centric social network Ping last year, Steven P. Jobs reached out to Lady Gaga and her business manager, Troy Carter, for feedback. At the company's headquarters in Cupertino, Calif., Lady Gaga peppered Mr. Jobs, Apple's chief executive, with questions about Ping's design and how it would work with other social networks. The pop star and Mr. Carter voiced concerns over the lack of integration with Facebook, but they left respecting Mr. Jobs's overall vision.",
489,http://query.nytimes.com/gst/fullpage.html?res=9D00E6D8153EF937A3575BC0A9679D8B63,Apple's Lion Upgrade Offers Improved Security Features,"New bells and whistles aren't the only reason to upgrade to Lion. The new version of Apple's operating system for the Mac also includes updated security features. Macs have long been safer than Windows PCs, because they are very rarely chosen for attacks, probably because of the Mac's much smaller market share and to crooks' extensive expertise in writing malware for Windows. But now, they are also more secure than PCs, thanks to several crucial security improvements in the operating system itself, Mac OS X 10.7 ($30 download from the Mac App store).",
1066,http://query.nytimes.com/gst/fullpage.html?res=9505E2D91331F931A15757C0A9679D8B63,"Cloud-Based Web Services Fail At Amazon, Disrupting Sites","A widespread failure in Amazon.com's Web services business took down many Internet sites on Thursday, highlighting the risks involved when companies rely on so-called cloud computing. The problems, which began early Thursday morning and had not been completely repaired by the end of the day, affected sites including Quora.com, Reddit.com, GroupMe.com and Scvngr.com, which all posted messages to their visitors about the issue. Most of the sites were inaccessible for hours, and others were only partly operational.",
227,https://www.nytimes.com/Link.asp?I=LS000152585069,"Paid Notice: Deaths DELACORTE, VALERIE","<!-- VALERIE DELACORTE --><IMG SRC=""/Images/Cobrands/NYTimes/Photos/NYT-1000376389-VDELA.1_014640.jpg"" lgyOrigName=""NYT-1000376389-VDELA.1.jpg"" ALIGN=""LEFT"" vspace=""4"" hspace=""10"">DELACORTE--Valerie Pascal, (1919 - 2011) passed away on July 14th at her home in Palm Beach Gardens, FL. Valerie was the devoted wife of the late George T. Delacorte, founder of Dell Publishing Company and a well known New York and Florida philanthropist. Valerie was born in Budapest, Hungary and educated at the Ursuline Convent. Graced with stunning beauty, intellect and elegant style, Valerie became a stage and film actress in Hungary under the name Hidveghy Valeria. Valerie's earlier marriage was to Gabriel Pascal, Hollywood's renowned film producer of George Bernard Shaw's plays, including ""Major Barbara"", ""Caesar"" and ""Cleopatra"" and it was Pascal's idea to turn ""Pygmalion"" into a musical which became a reality as ""My Fair Lady"" after Pascal's death in 1954. Valerie authored a memoir entitled, ""The Disciple and His Devil,"" to reveal an extraordinarily close view of Shaw and Pascal, and their charged, creative success. Valerie's glamorous, high-profile love and heartache with Pascal, included socializing with the legendary figures Vivien Leigh and Rex Harrison. McGraw Hill published Valerie's memoir in 1970; Michael Joseph re-published the book in England in 1972; IUniverse re-issued it in 2004; and, in 2008 the book was translated and published in Hungary. Valerie donated the voluminous Shaw-Pascal correspondence to Boston University. Valerie and George greatly enjoyed their life together in New York, Florida and Connecticut, traveling, collecting art, and taking pride in the many gifts George gave to New York City, in particular, the Delacorte Musical Clock, Alice in Wonderland Statue and the Delacorte Shakespeare Amphitheatre, all in Central Park. George was a major benefactor of Columbia University, and established the Delacorte Center for Magazine Journalism. Following George's death in 1991, Valerie served as a Trustee of the Center until 2001. In honor of her beloved husband, George, Valerie contributed their vast art collection of Old Masters to the Norton Museum of Art in Florida. Valerie was a devout Catholic, and her faith defined her journey through life, and inspired her friendships and charitable commitments to the poor and homeless and to other philanthropies. The Funeral Service and Christian Mass will be offered at 10am on Monday, August 8th at St. Ignatius Loyola, 980 Park Avenue at 84th Street, followed by her burial to rest in eternal peace in the Delacorte Mausoleum at Woodlawn Cemetery, Webster Avenue & East 233rd Street, Bronx, NY. In lieu of flowers, donations in Valerie Delacorte's memory may be made to: Broadway Housing Communities, 583 Riverside Dr., NY, NY 10031; <a href=""http://www.broadwayhousing.org"" target=""_new"">www.broadwayhousing.org</a> Orbis International, Inc., 520 Eighth Avenue, 11th Floor, NY, NY 10018, <a href=""http://www.orbis.org"" target=""_new"">www.orbis.org</a>. St. Jude Children's Research Hospital, 262 Danny Thomas Place, Memphis, TN 38105 <a href=""http://www.stjude.org"" target=""_new"">www.stjude.org</a><br><br>",
203,http://query.nytimes.com/gst/fullpage.html?res=9501E0DA1F3AF934A15750C0A9679D8B63,"Paid Notice: Deaths LEEDS, THOMAS E. JR.","LEEDS--Thomas E. Jr.,on March 24, 2011. Beloved husband of the late Katherine, loving father of Katherine Prusmack and her husband Bob and Thomas V. Leeds and his wife Heather. Devoted brother of Betty Ann Parisi and the late Walter. Cherished grandfather of Courtney and Chad and Christine, T. Evan and Rory and great-grandfather of Marley. He was one of the founders of Leeds & Leeds Company Inc. Friends may call on Sunday March 27, 3-5 and 7-9pm at Frank E. Campbell, 1076 Madison Ave. at 81st St., NYC. A celebratory mass will be on Monday March 28, 10:30am at St. Thomas More Church, 65 E. 89th St., New York City, In lieu of flowers, contributions may be made to Society of Memorial Sloan Kettering Cancer Center, 1233 York Ave., New York, NY 10065.",
398,http://query.nytimes.com/gst/fullpage.html?res=9F06E2D6143AF934A35752C0A9679D8B63,"Fixations That Are Odd, Even for New York","On a side street in Long Island City, Queens, young people in artful dishabille ducked through the doorway of a factory marked Alfred Mainzer Inc. Greeting Cards on Wednesday night. Inside, they headed down a rabbit hole of sorts -- a hallway with a beamed ceiling so low they had to stoop -- into a very odd world. They were at the Flux Factory, an artists' collective, to learn about passions and obsessions at an event called Expert Oddities, where a group of artists across a variety of disciplines lectured on oddball subjects upon which they had fixated.",
1305,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DB1239F937A25751C0A9679D8B63,"I'm Back, Schwarzenegger Says","LOS ANGELES - Arnold Schwarzenegger, no longer the governor of California, told his Twitter followers on Thursday that he was back in the film business and looking for offers. How Hollywood will welcome Mr. Schwarzenegger, now 63, is anyone's guess. But he will find much has changed since he left the movies in 2003.",
1319,http://query.nytimes.com/gst/fullpage.html?res=9507E1D61630F934A15757C0A9679D8B63,Queen of Soul Meets King of Retailers,"Coming soon to Wal-Mart: soul. Wal-Mart's stores and Web sites will be the exclusive retailer for Aretha Franklin's next album, ''Aretha: A Woman Falling Out of Love,'' for a month beginning May 3, the singer announced. (After June 3, the album will also be available digitally through iTunes, Amazon and other stores.)",
1219,http://query.nytimes.com/gst/fullpage.html?res=9F02EFDC153EF932A05754C0A9679D8B63,#Trending N.Y.C.,"Did Niagara Falls host the first same-sex wedding in New York State? Hard to say. But New York's Twitter users did reward the upstate attraction with heavy traffic early Sunday morning, when a picture of the waters, illuminated in the colors of the rainbow, made the cyber rounds.",
1016,http://query.nytimes.com/gst/fullpage.html?res=9805E2DC1330F935A35754C0A9679D8B63,"As It Seeks Store, Wal-Mart Gives $4 Million for Youths",He called Wal-Mart ''one of the great corporate citizens in this country.'' He praised its efforts to conduct background checks before selling guns. He flatly rebuffed suggestions that the company was killing jobs. Mayor Michael R. Bloomberg took on the role of ardent defender of big-box America on Tuesday at a news conference announcing a $4 million donation by Wal-Mart to a city program that offers summer jobs to young people.,
1013,http://query.nytimes.com/gst/fullpage.html?res=9B05E3DE1630F93BA15757C0A9679D8B63,"Name a Tune on Android, And Sonos Will Play It","Sonos, the heralded music system that allows users to send music tracks to units placed throughout the house, has long had a soft spot for Apple. Apps developed for both the iPhone and iPad allow Sonos owners to choose which music they'd like to have streamed from their PC or the Internet, and control the volume of that music on each device independently. In a bow to the importance of the Android platform, the company announced last week that it had created an Android app that does the same, as well as a few more tricks not available on Apple's devices.",
1321,http://query.nytimes.com/gst/fullpage.html?res=9A07E6DA133CF93BA15751C0A9679D8B63,Amazon's Deal To Stream Films,"Movie-watching has gotten so confusing. My wife says, ''Let's watch a movie,'' and I say, ''Sure, satellite, Netflix, Xbox Live, Sony's PlayStation Network or how 'bout the old-fashioned DVD, or the Blu-ray player?'' And she gives me an exasperated look that says: ''I had any number of suitors. Pick a medium and let's watch.''",
