,link,headline,summary,date
349,https://www.nytimes.com/video/movies/100000003399567/the-to-do-list-scott-porter-on-the-script.html,The To Do List: Scott Porter On The Script,,
149,https://www.nytimes.com/video/movies/100000004334198/love-the-coopers-have-yourself-a-merry-little-christmas.html,Love The Coopers: Have Yourself A Merry Little Christmas,,
151,https://www.nytimes.com/video/movies/100000004341248/love-the-coopers-trailer-1.html,Love The Coopers (Trailer 1),,
351,https://www.nytimes.com/video/movies/100000003399561/the-to-do-list-college-list.html,The To Do List: College List,,
1802,http://query.nytimes.com/gst/fullpage.html?res=9E01E6D6123AF932A35753C1A9629D8B63,"Paid Notice: Deaths HIRSCH, BERNARD ""BUD""","HIRSCH--Bernard ""Bud"", 85, passed away peacefully on September 29, 2014. He worked as a television executive for both CBS and NBC from the '50s to the '90s, and, after retirement, traveled the world. He enjoyed travel, food, and his family. He will be missed. He leaves behind his brother (Herbert), two sons (Peter and Richard), three daughters-in-law (Jill, Diane, Bridgette), five grandchildren (Katharine, David, Noah, Rebecca, Graham) and his loving wife Peggy. Services will be at Plaza Jewish Community Chapel, 630 Amsterdam Ave, 3:30pm on Sunday October 5th.",
359,https://www.nytimes.com/Link.asp?I=LS000176733337,"Paid Notice: Deaths LUDLUM, MICHAEL","<!-- MICHAEL LUDLUM -->LUDLUM--Michael C.<br/><br/> Died November 29, with loving wife, Melissa, daughter, Catherine, and son, Gregory, by his side. Beloved brother of June Blake. Long-time CBS Radio news executive and NYU journalism professor, much respected and admired by friends, colleagues and students. Memorial service Friday, December 4, at 10:30am at Grace Episcopal Church, 200 Highfield Lane, Nutley. In lieu of flowers, donations can be made to the Association for Frontotemporal Degeneration, (<a href=""http://theaftd.org"" target=""_new"" rel=""nofollow"">theaftd.org</a>).<br><br>",
361,http://query.nytimes.com/gst/fullpage.html?res=9507E1DF113AF930A35751C1A9639D8B63,"Paid Notice: Deaths LUDLUM, MICHAEL C","LUDLUM--Michael C. Died November 29, with loving wife, Melissa, daughter, Catherine, and son, Gregory, by his side. Beloved brother of June Blake. Long-time CBS Radio news executive and NYU journalism professor, much respected and admired by friends, colleagues and students. Memorial service Friday, December 4, at 10:30am at Grace Episcopal Church, 200 Highfield Lane, Nutley. In lieu of flowers, donations can be made to the Association for Frontotemporal Degeneration, (theaftd.org). 1/3",
364,http://query.nytimes.com/gst/fullpage.html?res=9E05E6DF113AF931A35751C1A9639D8B63,"Paid Notice: Deaths LUDLUM, MICHAEL C","LUDLUM--Michael C. Died November 29, with loving wife, Melissa, daughter, Catherine, and son, Gregory, by his side. Beloved brother of June Blake. Long-time CBS Radio news executive and NYU journalism professor, much respected and admired by friends, colleagues and students. Memorial service Friday, December 4, at 10:30am at Grace Episcopal Church, 200 Highfield Lane, Nutley. In lieu of flowers, donations can be made to the Association for Frontotemporal Degeneration, (theaftd.org). 1/3",
1806,https://www.nytimes.com/Link.asp?I=LS000172641844,"Paid Notice: Deaths HIRSCH, BERNARD","<!-- BERNARD HIRSCH -->HIRSCH--Bernard ""Bud"", 85, passed away peacefully on September 29, 2014. He worked as a television executive for both CBS and NBC from the '50s to the '90s, and, after retirement, traveled the world. He enjoyed travel, food, and his family. He will be missed. He leaves behind his brother (Herbert), two sons (Peter and Richard), three daughters-in-law (Jill, Diane, Bridgette), five grandchildren (Katharine, David, Noah, Rebecca, Graham) and his loving wife Peggy. Services will be at Plaza Jewish Community Chapel, 630 Amsterdam Ave, 3:30pm on Sunday October 5th.<br><br>",
234,http://query.nytimes.com/gst/fullpage.html?res=9400EED8153AF935A25757C0A9609D8B63,"Paid Notice: Deaths PILSNER, JOYCE","PILSNER--Joyce, died April 14 2016. A native of NYC, she excelled in school graduating at 15 from Hunter High School and at 19 from Hunter College. She earned an MA from Columbia and a Certificate in Business Management from Columbia Business School. Her career began as a NYC High School science teacher and guidance counselor, then an administrator at Sarah Lawrence, then becoming Executive Director of Riverdale Mental Health Association for 35 years where she developed services for both youth and adults. She was devoted to her community and served as Chair of CB8 on which she sat for 25 years. She helped found The Coalition as well as Riverdale Senior Services and received many awards, including Riverdalian of the Year. Predeceased by her beloved Harry, she is survived by her daughter Toby and granddaughters Ariel and Halley whom she adored, as well as her sister Rhoda, niece Amy, nephews Scott and Alan and their families. 1/3",
1817,http://query.nytimes.com/gst/fullpage.html?res=9902E0DD133AF936A35753C1A9629D8B63,"Paid Notice: Deaths WALLING, MARY ALICE","WALLING--Mary Alice, 72, passed away on September 26 at Mount Sinai Hospital after suffering a brain aneurism. Mary lived an extraordinary life which took her through several careers and locations. She grew up in Millburn, NJ and graduated from Millburn High school. She graduated from Manhattanville College in Purchase, NY and moved to Manhattan in the mid 1960's. She worked in book publishing, spent a year in Munich, Germany and returned to New York City to pursue opportunities as a dancer on Broadway. This included a road tour with The National Touring Company production of ""Coco"" with Katherine Hepburn as well as stints in The Bahamas and Puerto Rico. Following her dancing career she earned her MBA from Columbia Business School in 1978. She was employed by CBS for a period before taking a position as Corporate Treasurer with Sotheby's where she worked for many years in New York City and London. Later she became the Chief Operating Officer of the Jewish Museum in New York City and retired in 2011. At the time of her death she was working part time with the Electronic Arts Intermix, a nonprofit arts organization. Mary had a broad range of interests including travel, sports, theater and international affairs. She was an avid skier and tennis player. Mary was predeceased by her parents Alfred and Alice Walling of Millburn, New Jersey and by her brother John Walling of Muskegon, Michigan. She is survived by her brother Michael Walling of Kansas City, Missouri, her nieces Martha Ellinwood of Westport, Connecticut, Amy Engel of San Diego, California and her nephew Mark Walling of Kansas City, Missouri. A memorial service to celebrate her life will be held at The Greenwich Village Funeral Home in New York City on November 1st at 11:00am. In lieu of flowers, contributions may be made in her memory to 350.org, The North Shore Animal League or Career Transition for Dancers.",
150,https://www.nytimes.com/video/movies/100000004334187/love-the-coopers-santas-army-of-helpers.html,Love The Coopers: Santa's Army Of Helpers,,
611,https://www.nytimes.com/Link.asp?I=LS000180252131,"Paid Notice: Deaths BLUMBERG, RHODA","<!-- RHODA BLUMBERG --><IMG SRC=""/Images/Cobrands/NYTimes/Photos/NYT-0002145921-BlumbergR_22_156313780.1_190117.jpg"" lgyOrigName=""NYT-0002145921-BlumbergR_22_156313780.1.jpg"" ALIGN=""LEFT"" vspace=""4"" hspace=""10"">BLUMBERG--Rhoda.<br/><br/> Died at home on June 6th at age 98. Award-winning author of non-fiction for young adults; enthusiastic wife, mother, grandmother and friend. Raised in Crown Heights, Brooklyn. After graduating from Adelphi College in 1937, Rhoda became a ""career girl"". She produced several programs for CBS radio and later wrote feature articles for several national magazines. In 1944, she met Gerald Blumberg, a successful attorney, and they married six months later. Moving from Brooklyn in 1951 to a farm in what was then a rural part of Westchester County, Rhoda dedicated the next 20+ years to raising their four children. She enjoyed teaching her children the joys of nature and sharing her passion for classical music, travel and tennis. When her youngest child entered college in the early 1970s, her interest in history and the exhilaration of research triumphed, and Rhoda returned to her typewriter. During the next 30 years, she wrote and composed over 25 non-fiction books. She had an uncanny ability to find and incorporate fascinating anecdotes that brought history to life for millions of young adults (and their parents). Her books received numerous awards, including the Boston Globe Horn Book Award, the Newbery Honor Medal, Orbis Pictus Award for Outstanding Non-Fiction for Children, and multiple Golden Kite awards. Her books included ""Commodore Perry in the Land of the Shogun"" (1985), ""The Incredible Journey of Lewis and Clark"" (1987), ""The Great American Gold Rush"" (1989), ""Shipwrecked! The True Adventures of a Japanese Boy"" (2001), and ""York's Adventures with Lewis and Clark: An African-American's Part in the Great Expedition"" (2004). Rhoda also partnered on several books with friend and renowned illustrator, Murray Tinkelman, including ""The Truth About Dragons"" (1980) and ""Backyard Bestiary"" (1979). Jerry Blumberg died in 2009 shortly after their 64th wedding anniversary. Rhoda's life is celebrated by a large family, including four children and their spouses: Larry Blumberg and Robin Lynn, Rena Blumberg, Alice and David Rubin, and Leda Blumberg and Steve Cole; nine grandchildren: Daniel Blumberg, Carla Steckman, Ilana Blumberg, William Gottlieb, Osheana Tashombe, Gregory Rubin, Amalia Rubin, Dana Rocco and Eliza Volk; ten great-grand- children; and her best friend and sister, Cynthia. She is the last to pass of her Adelphi College gang: Betty, Estelle, Gladys, Mickey, Mimi, and Norma. Funeral will be on Friday, June 10, 2016 at 11am at Temple Israel of Northern Westchester, Glengary Road, Croton-on-Hudson, NY. Burial will follow at Sharon Gardens Cemetery, Valhalla, New York. Shiva plans will be announced at the funeral.<br><br>",
348,https://www.nytimes.com/video/movies/100000003399569/the-to-do-list-clark-gregg-on-the-cast.html,The To Do List: Clark Gregg On The Cast,,
347,https://www.nytimes.com/video/movies/100000003401531/the-woman-in-black-mothers-scorn-tv-spot.html,The Woman In Black: Mother's Scorn (Tv Spot),,
100,https://www.nytimes.com/video/movies/100000003391603/the-last-exorcism-part-ii-amazing-grace-60-second-spot.html,The Last Exorcism Part Ii: Amazing Grace (60 Second Spot),,
101,https://www.nytimes.com/video/movies/100000003348597/last-vegas-robert-de-niro-on-the-appeal-of-this-project-to-him.html,Last Vegas: Robert De Niro On The Appeal Of This Project To Him,,
102,https://www.nytimes.com/video/movies/100000003391609/the-last-exorcism-part-ii-shooting-in-nola-featurette.html,The Last Exorcism Part Ii: Shooting In Nola (Featurette),,
103,https://www.nytimes.com/video/movies/100000003391583/the-last-exorcism-part-ii-wizard-con-featurette.html,The Last Exorcism Part Ii: Wizard Con (Featurette),,
104,https://www.nytimes.com/video/movies/100000003391585/the-last-exorcism-part-ii-hes-still-out-there.html,The Last Exorcism Part Ii: He's Still Out There,,
105,https://www.nytimes.com/Link.asp?I=LS000180763955,"Paid Notice: Deaths LAVINE, MELVIN","<!-- MELVIN LAVINE -->LAVINE--Melvin (Mel),<br/><br/> 88, a gifted print and television journalist, died in Berkeley, CA, on July 5. A producer- writer for NBC and CBS News, he was raised in Brookline, MA, and graduated from the University of Maine. He became a reporter for Sanford Maine's Tribune in 1950 and later the Humboldt Times in Eureka, CA. In the 1960s, he was a news anchor for a Eureka TV station before winning a fellowship at Columbia University School of Journalism. In 1964, he joined NBC News in New York, assigned to local programs and The Today Show. In 1978, he switched to CBS's Sunday Morning and Walter Cronkite's documentary unit. Moving in 1991 to Berkeley, he continued as a producer with CBS. Mel's memoir, ""A Strange Breed of Folks,"" is a vivid account of his career. Until his death, he was a columnist for The San Leandro, CA, Times. Predeceased by his first wife, Donna Willbanks, he is survived by his wife, Lorraine (Rainey) Sykes.<br><br>",
106,http://query.nytimes.com/gst/fullpage.html?res=9F04EEDE1E3AF937A15754C0A9609D8B63,"Paid Notice: Deaths LAVINE, MELVIN (MEL)","LAVINE--Melvin (Mel), 88, a gifted print and television journalist, died in Berkeley, CA, on July 5. A producer- writer for NBC and CBS News, he was raised in Brookline, MA, and graduated from the University of Maine. He became a reporter for Sanford Maine's Tribune in 1950 and later the Humboldt Times in Eureka, CA. In the 1960s, he was a news anchor for a Eureka TV station before winning a fellowship at Columbia University School of Journalism. In 1964, he joined NBC News in New York, assigned to local programs and The Today Show. In 1978, he switched to CBS's Sunday Morning and Walter Cronkite's documentary unit. Moving in 1991 to Berkeley, he continued as a producer with CBS. Mel's memoir, ""A Strange Breed of Folks,"" is a vivid account of his career. Until his death, he was a columnist for The San Leandro, CA, Times. Predeceased by his first wife, Donna Willbanks, he is survived by his wife, Lorraine (Rainey) Sykes. 1/3",
1584,http://query.nytimes.com/gst/fullpage.html?res=9504E4DA103AF935A15753C1A9629D8B63,"Paid Notice: Deaths WINDT, ROBERT","WINDT--Robert. He was born April 27, 1920 and died October 24, 2014. Robert Stanley Windt was bred in Brooklyn. He was a graduate of New Utrecht High School and a life-long baseball fan having seen the Dodgers play at Ebbets Field. He joined the Army for World War II becoming a carburation expert and B-29 Bomber instructor. At the end of the War, he returned home to live with his mother and start a career in public relations working for such companies as CBS, Mountain Valley Water, Dumont Television, Fairchild Publications, Pepsi Cola, Royal Crown Cola, Seagram's and STP Motor Oil. He retired from the profession when he and his two partners sold their ownership of Bebidas, a Spanish language beverage industry magazine. Uncle Bob, as he was known, was a loving, son, brother, uncle, great-uncle and great-great-uncle with a story or three at every family gathering. He will be missed by his family and friends. At the request of the family, donations in his memory can be made to the List Family Fund for Jewish Culture in Memory of Lawrence List at the Brooklyn Heights Synagogue (131 Remsen Street, Brooklyn, NY 11201). To use Uncle Bob's favorite word - he had a ""Fabulous"" life. Bobye, Deborah and Mali List.",
219,http://query.nytimes.com/gst/fullpage.html?res=9C02E6DF1E3AF932A15754C0A9609D8B63,"Paid Notice: Deaths MOONVES, JOSEPHINE SCHLEIFER","MOONVES--Josephine Schleifer, A beloved wife, mother, grandmother and great-grandmother, died peacefully surrounded by family on July 15 at UCLA Hospital in Santa Monica, CA. She was 92. Moonves, best known to friends as Jo, was a gifted caregiver, who finished Number One in her class at nursing school, before beginning a long career in the healthcare field. She continued to practice nursing until she retired at age 70. Outside of nursing, Moonves was an avid traveler, having visited nearly 50 countries on all seven continents during her lifetime. She was also an avid reader. She loved visiting museums, watching movies and dining out. Family was the focus of her life. She was the beloved matriarch for an extended family of nieces, nephews and cousins. Josephine Schleifer Moonves was born and raised in Brooklyn, NY. She was the oldest of five children and was predeceased by her four siblings. She married Herman Moonves, an Army veteran, in 1943. After marrying, the couple moved to Valley Stream, NY to raise their family. Together, the couple had three sons, CBS Chairman and CEO, Leslie Moonves (Julie Chen Moonves), entertainment attorney Jonathan Moonves (Dianne Moonves), and Alan Moonves, and a daughter, Melissa Moonves (Yves Colon). They later moved to Lynchburg, VA, Atlanta, GA and then to Pacific Palisades, CA in 1979. In California, Josephine and Herman were active members of the Santa Monica Family YMCA. In addition to her two sons and daughter, Josephine Moonves is survived by her husband of 73 years, Herman, plus eight grandchildren: Adam, Sara, Michael, Charlie, Jacques, Ian, Alaina, and Julia, and three great- grandchildren: Noah, Judah and Jack. The family asks that in lieu of flowers, donations be made in Josephine's name to the Alliance for Children's Rights, 3333 Wilshire Blvd, Suite 500, Los Angeles, CA 90010. (https://support.kids- alliance. org/Josephine MoonvesMemorial) 1/3",
2137,https://www.nytimes.com/Link.asp?I=LS000172341769,"Paid Notice: Deaths LANGSDORF, JOHN J.","<!-- JOHN J LANGSDORF -->LANGSDORF--John Jeffrey, 85, died on August 30, 2014 in New York City. John was the the loving husband of Constance K. Berman, adored father of Robin B. Langsdorf and Holly L. Hatch and her husband Andrew Hatch, and beloved ""Bapa"" of granddaughters Kelsey and Sophie Hatch. His brother, Roger, and his wife Juel Janus will dearly miss him, as will several nieces and nephews. John was the devoted stepfather of Patricia (Greg Koerper), Anthony (Jill Remaly), Anne and Donald (Meredith Moss) Berman and the cherished step grandfather of eight. Born September 12, 1928, John attended Horace Mann School and Oberlin College. After proudly serving in the US Army, he worked in Philadelphia at WCAU-TV, an early CBS affiliate where he met his late wife, Doris Magnus. They lived in Montclair, NJ for forty years. John worked for many years at American Sponge & Chamois Co. and then Church and Dwight Co. before retiring and moving back to Manhattan, his birthplace. He traveled extensively, volunteered tirelessly and enjoyed the outdoors; especially his bike rides around Central Park. John was a lifelong supporter of the arts, and generously shared his love of music and theater with family and countless friends. He will be remembered as a gentle, kind, and thoughtful man who always put his family first. A memorial service will be held at the New York Society for Ethical Culture (NYSEC), 2 West 64th St., New York, NY 10023 on Saturday, September 6, 2014 at 2pm. Contributions in his memory may be made to the NYSEC (<a href=""http://www.nysec.org"" target=""_new"" rel=""nofollow"">www.nysec.org</a>) or to the Squam Lakes Association, PO Box 204, Holderness, NH 03245 (<a href=""http://www.squamlakes.org"" target=""_new"" rel=""nofollow"">www.squamlakes.org</a>).<br><br>",
1590,https://www.nytimes.com/Link.asp?I=LS000172946958,"Paid Notice: Deaths WINDT, ROBERT","<!-- ROBERT WINDT -->WINDT--Robert. He was born April 27, 1920 and died October 24, 2014. Robert Stanley Windt was bred in Brooklyn. He was a graduate of New Utrecht High School and a life-long baseball fan having seen the Dodgers play at Ebbets Field. He joined the Army for World War II becoming a carburation expert and B-29 Bomber instructor. At the end of the War, he returned home to live with his mother and start a career in public relations working for such companies as CBS, Mountain Valley Water, Dumont Television, Fairchild Publications, Pepsi Cola, Royal Crown Cola, Seagram's and STP Motor Oil. He retired from the profession when he and his two partners sold their ownership of Bebidas, a Spanish language beverage industry magazine. Uncle Bob, as he was known, was a loving, son, brother, uncle, great-uncle and great-great-uncle with a story or three at every family gathering. He will be missed by his family and friends. At the request of the family, donations in his memory can be made to the List Family Fund for Jewish Culture in Memory of Lawrence List at the Brooklyn Heights Synagogue (131 Remsen Street, Brooklyn, NY 11201). To use Uncle Bob's favorite word - he had a ""Fabulous"" life. Bobye, Deborah and Mali List.<br><br>",
662,http://query.nytimes.com/gst/fullpage.html?res=9A02E5D6123AF93BA25753C1A9639D8B63,"Paid Notice: Deaths GORDON, ELLIOT M.","GORDON--Elliot M.,90 passed away on October 11 after a long illness. He is survived by his loving partner of 36 years, Lynda Gould, his son, Miles, daughter-in-law, Vera (Bittner), sister, Lois Schneider, of Haverford, PA, brother-in-law Frank Gould, and sister-in-law, Janet Weinstein, of Philadelphia, and nieces Ellen Rothstein, Leah Garnett, Ruth Rothstein, Mollie Weinstein-Gould, Jordan Gould and nephew Jesse Gould. Elliot grew up in Philadelphia and received a B.A. and M.A. in Romance Languages from the University of Pennsylvania, class of '45. He served in the Navy and then studied at the Sorbonne from '47 to '49, where he perfected his French and his French accent. Elliot settled in New York City where he owned Stereo Lab in Greenwich Village, selling components and high end stereo equipment. He then went to work at CBS Television where he was an audio engineer for 35 years. He earned an Emmy in 1987 for technical work at NFL Today. Elliot was a bridge aficionado and Life Master. He was an early adapter of home computers, and initiated a course at Lenox Hill Neighborhood House to instruct seniors in their use which he taught as a volunteer. He collected rare and out-of-print books on the fine arts and enjoyed incorporating his book searches into his world travels. Contributions in his memory may be made to the Wright Center on Aging/NY Presbyterian Hospital/Weill Cornell Medical Center, 525 East 68 Street, NYC, 10065. 1/3",
116,https://www.nytimes.com/video/multimedia/100000003505647/cbs-reporter-bob-simon-killed-in-car-crash.html,CBS reporter Bob Simon killed in car crash,Veteran correspondent for CBS news Bob Simon is dead after a car crash in New York City. Julie Noce reports.,
118,https://www.nytimes.com/video/multimedia/100000003506074/cbs-reporter-bob-simon-killed-in-car-crash.html,CBS reporter Bob Simon killed in car crash,Veteran correspondent for CBS news Bob Simon is dead after a car crash in New York City. Jill Kitchener reports.,
119,https://www.nytimes.com/video/multimedia/100000003506068/cbs-reporter-bob-simon-killed-in-car-crash.html,CBS reporter Bob Simon killed in car crash,Veteran correspondent for CBS news Bob Simon is dead after a car crash in New York City. Julie Noce reports.,
