,date,headline,link,summary
496,1993/05/09,Nicklaus to Play Bell,https://www.nytimes.com/1993/05/09/sports/sports-people-golf-nicklaus-to-play-bell.html,"JACK NICKLAUS, who plays only a handful of non-major tournaments each year, will play the Bell Atlantic Classic seniors tournament May 20-23 at Chester Valley Golf Club in Malvern, Pa. Nicklaus has played only two seniors events this year, The Tradition and the PGA Seniors Championship. Organizers said they enlisted the help of former 76ers stars JULIUS ERVING and BILLY CUNNINGHAM to persuade Nicklaus to play the event, which benefits St. Christopher's Hospital for Children. Among the others in the field of the $650,000 tournament are the defending champion, LEE TREVINO, ARNOLD PALMER and CHI CHI RODRIGUEZ. (AP)"
615,1993/05/16,The Telephone Transformed -- Into Almost Everything,https://www.nytimes.com/1993/05/16/magazine/the-telephone-transformed-into-almost-everything.html,"WHEN THE TELEPHONE RINGS IN ARNO Penzias's office at A.T.&T. Bell Laboratories, nothing is simple: first comes an electronic beep from one of the button-studded, silicon-filled instruments on his desk; then the cordless handset on the conference table trills along behind. Penzias, the Nobel laureate who directs research at this most famous of American corporate laboratories, grouses: why didn't the caller use electronic mail instead? Voice can be so retrograde, so intrusive. Penzias gets up and switches phones to demonstrate one of his latest toys, something the Bell Labs engineers call ""Bump in a Cord."" It is an eavesdropper-foiling encryption device the size of a paperback book, and it works so well, he says, that the Government will not allow it carried out of the country (""Princess Di would love one""). But you do need another Bump at the other end -- for a proper demonstration, Penzias must look up a colleague's phone number. So now, for just a moment, we put the Information Age on hold while he opens a drawer and rummages through a sheaf of what looks suspiciously like paper. Paper?!"
562,1993/05/22,Results Plus,https://www.nytimes.com/1993/05/22/sports/results-plus-139593.html,"GOLF Waite's 67 Keeps Him in Lead at Kemper Grant Waite shot a four-under-par 67 to stay in the lead at the Kemper Open in Potomac, Md. The nine-under 133 total by Waite, a New Zealand native in his second year on the tour and without a payday of more than $12,000, gave him a two-stroke lead over Tom Kite, who shot a 65. (AP)"
572,1993/05/23,Results Plus,https://www.nytimes.com/1993/05/23/sports/results-plus-026293.html,"GOLF Kite Takes the Lead Tom Kite, showing no signs of the back injury that has plagued him for the past two months, shot a two-under-par 69 yesterday to take a one-stroke lead over Grant Waite after three rounds of the Kemper Open in Potomac, Md. Kite started the day two shots behind Waite but needed only four holes to take the lead. Kite carried a four-stroke lead into the back nine but hit into the water on No. 12 en route to a double bogey. Waite had two bogeys over the first four holes yesterday but finished with a 72. At 208 were Jay Delsing, John Inman, Steve Lamontagne and Lee Janzen. (AP)"
592,1993/05/23,State Sells Its License Plates With a New Gusto,https://www.nytimes.com/1993/05/23/nyregion/state-sells-its-license-plates-with-a-new-gusto.html,"LOUIS S. GOLDBERG leaned forward on his chair with the zeal of the salesman moving in for the kill. ""Is this a success?"" he said, with the implication that anyone who asks such a question must be kidding, or deranged. ""The calls are coming in, 250 a day. We've sold 15,000 of them so far. Now we're coming out with the new series. Rotary is signed up for that and if Rotary wants them, Kiwanis will want them. I'm working on that now."""
544,1993/05/24,"Consistent and Steady And $97,500 Richer",https://www.nytimes.com/1993/05/24/sports/golf-consistent-and-steady-and-97500-richer.html,"In what had been anticipated as a return to the winner's circle for either Lee Trevino and Jack Nicklaus, the Senior Tour's old reliable, Bob Charles, used his metronomic steadiness today to win the Bell Atlantic Classic. So while Trevino and Nicklaus remained collectively without an official victory in the last 12 months, the left-handed Charles won his second senior event of the year and became the first player ever to go over $4 million in Senior Tour earnings. Today's top prize was worth $97,500."
536,1993/05/26,New School Honors the Premier of a German State,https://www.nytimes.com/1993/05/26/nyregion/commencements-new-school-honors-the-premier-of-a-german-state.html,"The New School For Social Research conferred degrees yesterday on graduates from the Eugene Lang College, the New School, the Graduate Faculty of Political and Social Science and the Graduate School of Management and Urban Policy. The commencements for two other divisions of the school, the Parsons School of Design and the Mannes College of Music, were held earlier this month."
493,1993/05/30,"Lisa D. Bing, C. Kenneth Ewell",https://www.nytimes.com/1993/05/30/style/weddings-lisa-d-bing-c-kenneth-ewell.html,"Lisa Danielle Bing, a daughter of Mr. and Mrs. William Bing of Harrisburg, Pa., was married yesterday to C. Kenneth Ewell, a son of Mr. and Mrs. Clarence Ewell of Miami. The Rev. John A. Ferguson performed the Baptist ceremony at the Mill Creek Farm in Buckingham, Pa. Mrs. Ewell is a computer systems consultant with Andersen Consulting in Florham Park, N.J. She graduated from Northwestern University and received an M.B.A. degree from New York University. Her father retired as the manager of operations at Fedway Associates, a wholesale wine and liquor distributor in Kearny, N.J."
550,1993/06/04,Laoretti Is Struggling To Regain His Stroke,https://www.nytimes.com/1993/06/04/sports/golf-laoretti-is-struggling-to-regain-his-stroke.html,"Larry Laoretti went from club pro to overnight hero last year when he scored his first victory on the Senior PGA Tour in the Senior United States Open. Laoretti, from Mahopac, N.Y., played pretty well for about a month after his triumph, but his game has since declined. In 14 events this season, Laoretti's best finish has been a tie for 10th at the Bell Atlantic Classic, two weeks ago."
566,1993/06/25,Market Place; A Small Mississippi Company Gets a Big Boost from the F.C.C.,https://www.nytimes.com/1993/06/25/business/market-place-a-small-mississippi-company-gets-a-big-boost-from-the-fcc.html,"MISSISSIPPI is not usually a hotbed for new technology. But a small company in Jackson got a big boost yesterday when the Federal Communications Commission recognized it as a pioneer in advanced paging technology and decided to give it a nationwide license to offer new services. Mobile Telecommunications Technologies, more commonly known as Mtel, has developed a two-way paging technology that allows people to send and receive documents on small computers, in addition to the telephone numbers or brief messages that are current paging fare."
573,1993/07/16,Big Loss and Big Revamping at Apple,https://www.nytimes.com/1993/07/16/business/company-reports-big-loss-and-big-revamping-at-apple.html,"The extent of Apple Computer's troubles became more fully evident today. The company announced a much bigger quarterly loss than had been expected and a big restructuring, even as it began laying off employees at its headquarters in Cupertino, Calif."
451,1993/07/20,"Jim Yestadt, 41, Artist Of Corporate Symbols",https://www.nytimes.com/1993/07/20/obituaries/jim-yestadt-41-artist-of-corporate-symbols.html,"Jim Yestadt, a graphic designer who helped create corporate identities and packaging for MasterCard International, Bell Atlantic Corporation and Sterling Drug Inc., died on Wednesday at his home in Fire Island Pines, L.I. He was 41 and lived on Fire Island and in Manhattan. The cause of death was AIDS, said his companion, Richard Barbieri."
221,1993/07/21,Bell Atlantic Corp. reports earnings for Qtr to June 30,https://www.nytimes.com/1993/07/21/business/bell-atlantic-corp-reports-earnings-for-qtr-to-june-30.html,
583,1993/08/01,Technology; A Better Way for the Wireless Caller?,https://www.nytimes.com/1993/08/01/business/technology-a-better-way-for-the-wireless-caller.html,"AFTER more than 18 months of technical debate, manufacturers in the cellular telephone industry have endorsed a new method of carrying wireless phone calls that uses advanced digital technology. Trouble is, a significant portion of the industry is resistant to actually adopting the technology any time soon. The new technique, called code division multiple access, or C.D.M.A., could lead to a nearly 20-fold expansion of available radio channels, especially in large cities where network congestion can cut off cellular conversations in mid-sentence. Cellular carriers could thus accommodate millions of new customers and improve service for current users without going to the Federal Communications Commission for the lengthy process of obtaining additional radio-frequency bands."
546,1993/08/02,Microsoft Installing a Team For New Look in Computers,https://www.nytimes.com/1993/08/02/business/microsoft-installing-a-team-for-new-look-in-computers.html,"Seeking to influence the design of a new generation of more powerful consumer-oriented computers, the Microsoft Corporation has hired a small team of supercomputer engineers, company executives said today. The world's largest software company has no intention of entering the supercomputer industry, the officials noted. Instead Microsoft wants to take the expertise of those who design the world's fastest computers and apply it to problems that personal computer companies are facing in creating a new class of computing devices that will control future digital television sets and other consumer appliances."
569,1993/08/04,Phone Pie Is Divided Once More,https://www.nytimes.com/1993/08/04/business/phone-pie-is-divided-once-more.html,"The Federal Communications Commission voted unanimously today to extend competition in local telephone service by allowing upstart companies to use more of the vast networks operated by the regional Bell companies and other large local carriers. The commission decided last September to encourage competition in local markets, paving the way for small companies like MFS Communications in Oakbrook Terrace, Ill., and Teleport Communications on Staten Island to compete with companies like Nynex, and today's 3-to-0 vote builds on that decision."
181,1993/08/05,Bell Atlantic in a TV Deal,https://www.nytimes.com/1993/08/05/business/company-news-bell-atlantic-in-a-tv-deal.html,"The Bell Atlantic Corporation said today that it was acquiring a stake in a small New York company that would provide up to 100 television channels to users with a special antenna, providing an alternative to cable. The regional telephone company is investing in Cellularvision, which provides its ""wireless cable"" service in the Brighton Beach section of Brooklyn and plans to phase it in throughout the metropolitan area. Eventually the system could be offered nationwide if Federal regulators approve. It also could be used for a variety of interactive and data services, which will be tested."
531,1993/08/05,BUSINESS DIGEST,https://www.nytimes.com/1993/08/05/business/business-digest-266093.html,"The Economy Neither flood nor rain nor searing drought is choking off the nation's modest economic recovery. The 12 Federal Reserve banks reported that economic activity in most districts continued to grow ""slowly to moderately"" in June and the first half of July. [ Page D1. ] The decision by Senator Dennis DeConcini of Arizona to support President Clinton's budget turns a shaky bet that the package will pass the Senate into something close to a lock. [ A1. ]"
537,1993/08/06,Saatchi & Saatchi's Line to a $20 Million Telephone Account is Suddenly and Sharply Disconnected.,https://www.nytimes.com/1993/08/06/business/media-business-advertising-saatchi-saatchi-s-line-20-million-telephone-account.html,"MOBILINK, the cellular telephone consortium formed by 15 leading North American telecommunications companies, unexpectedly changed agencies yesterday without a review. The fledgling concern, which includes six of the seven Baby Bell regional telephone companies, moved its account, with billings estimated to exceed $20 million, to J. Walter Thompson San Francisco after only eight months at Saatchi & Saatchi Advertising in New York. Saatchi's sudden, swift disconnection was surprising even by current standards of client fidelity to agencies, which could be best described as ""What have you done for me yesterday?"" Mobilink's here's-your-hat-what's-your-hurry notice, which was faxed to Saatchi, was particularly startling because the initial campaign the agency created did not begin running until July 1."
575,1993/08/06,"Whitman Releases '92 Tax Returns: Rich, to No Surprise",https://www.nytimes.com/1993/08/06/nyregion/whitman-releases-92-tax-returns-rich-to-no-surprise.html,"Hoping to put to rest an issue that has hounded her campaign for Governor, the Republican gubernatorial candidate, Christine Todd Whitman, today released her Federal and state income tax returns for 1992. The returns show that Mrs. Whitman and her husband, John, a financial consultant, paid more than $1.3 million in taxes to the Federal Government and the states of New Jersey and New York on a total income of $3,597,063. They were due refunds of nearly $131,000."
598,1993/08/08,A.T.&T. Reaches Out (And Grabs Everyone),https://www.nytimes.com/1993/08/08/business/at-t-reaches-out-and-grabs-everyone.html,"FROM a converted barn in the middle of nowhere north of Fresno, Calif., an entrepreneurial spirit named Kenneth Williams runs a computer network that allows personal-computer users anywhere in the country to come together over ordinary phone lines to engage in games like chess, bridge and backgammon, or to chat electronically. The network fascinated David Neylon, manager of new business development for A.T.&T.'s consumer products group. Here was a primitive version of a ""cyberspace theme park,"" an electronic funhouse that could ultimately offer all kinds of video games, gossip networks, lonelyhearts clubs and shopping catalogues. It could be entertaining, like TV; easy, like a telephone, perhaps even addictive, like video games. What more could a company selling long-distance service want?"
589,1993/08/17,A.T.& T. Paying $12.6 Billion for McCaw Cellular,https://www.nytimes.com/1993/08/17/business/at-t-paying-12.6-billion-for-mccaw-cellular.html,"In a move that could profoundly alter telecommunications in the United States, the American Telephone and Telegraph Company announced today that it would acquire the nation's biggest cellular telephone company for $12.6 billion. The takeover of McCaw Cellular Communications Inc. of Kirkland, Wash., would give A.T.& T. control of a vast wireless network, rapidly blurring the traditional line between local and long-distance service. The deal, which is subject to Federal approval, would be the fifth-largest takeover in the nation's history. And for A.T.& T., which has been busily investing in or acquiring a wide range of communications and computing companies, today's announcement represents an aggressive step beyond its previously stated plan to buy only one-third of McCaw for $3.8 billion. Getting Away From Wires The outright acquisition is A.T.& T.'s response to the explosive growth in wireless communications -- a field embracing cellular telephones, two-way paging devices, hand-held computers and mobile fax machines, all of which use radio waves to send and receive information."
610,1993/08/20,Uncovered Short Sales Rise 5.5% on Big Board,https://www.nytimes.com/1993/08/20/business/uncovered-short-sales-rise-5.5-on-big-board.html,"Spurred in part by merger activity, the number of shares sold short rose to a record on both the New York and American exchanges in the latest month, the exchanges reported yesterday. The New York Stock Exchange said the overall short position for trades in the month's period ended Aug. 6 was 1.096 billion shares, up 5.5 percent from the previous period's figure of 1.039 billion."
543,1993/08/21,Public Radio's New Boss Puts First Things First,https://www.nytimes.com/1993/08/21/arts/public-radio-s-new-boss-puts-first-things-first.html,"Delano E. Lewis, the newly designated president of National Public Radio, said today that the major challenge facing the network was to determine where radio fits into the rapidly evolving world that combines video, computers and interactive cable. ""Audio ought to be aligned with the new world,"" he said at a news conference at National Public Radio headquarters here."
412,1993/08/25,A Way to Take On a Giant,https://www.nytimes.com/1993/08/25/business/business-technology-a-way-to-take-on-a-giant.html,"Telephone industry executives say the Bell Atlantic Corporation is trying to assemble a wireless consortium that could rival A.T.& T. by bidding on radio licenses for a coming generation of wireless offerings called personal communications services. The effort is being led by Mark Fowler, a former chairman of the Federal Communications Commission who is now president of Bell Atlantic Personal Communications. People familiar with the effort, who spoke on the condition they not be identified, said Mr. Fowler was in talks with the BellSouth Corporation and was also hoping to woo a large number of smaller independent telephone companies. ""It's a serious effort,"" said an executive of one Bell company that is not joining in."
450,1993/08/25,Ruling Frees Phone Concerns To Enter Cable TV Business,https://www.nytimes.com/1993/08/25/business/ruling-frees-phone-concerns-to-enter-cable-tv-business.html,"A Federal court in Virginia today cleared the way for telephone companies to provide television programming over their networks, overturning a Federal prohibition and setting the stage for a billion-dollar competition in the video marketplace. The decision, handed down by the United States District Court in Alexandria, is certain to be appealed, but it still has broad implications for the telecommunications industry. If it is upheld, the decision could lead to a full-blown race between the telephone and cable television industries, both of which want to provide hundreds of channels of television, on-line shopping and two-way communications services over fiber optic networks."
529,1993/08/25,BUSINESS DIGEST,https://www.nytimes.com/1993/08/25/business/business-digest-436093.html,"A Federal court overturned a law barring telephone companies from providing television programming over their networks. The ruling, which is certain to be appealed, could clear the way for an all-out race between telephone and cable television companies to provide hundreds of channels of television and two-way communications services over fiber optic networks. [ Page A1. ] The regional Bell telephone companies are split on how to respond to A.T.& T.'s planned acquisition of the nation's biggest cellular carrier. They also disagree on technical issues, which could make it hard to match A.T.& T. in advanced new services. [ D1. ]"
