,link,headline,summary,date
159,https://www.nytimes.com/Link.asp?I=LS000107654021,"Paid Notice: Deaths Loderhose, Richard E.","LODERHOSE--Richard E. Born in Brooklyn, New York, August 16, 1925, he passed peacefully on April 10, 2008, in Tampa, Florida. He attended Richmond Hill High School and the University of Rochester as a Naval cadet. He served in the U.S. Navy during World War Two as a Specialist for Welfare and Recreation and was the organist for all chapel activities at the U.S. Naval Base in Little Creek, Maryland. Subsequent to his naval service he was employed in the family business in New York City, then known as the United Paste and Glue Company. Along with his father, Herman C. Loderhose, he built United into the national adhesive manufacturer called United Resin Products, Inc. He was a gifted CEO, master salesman, and innovator in packaging patents, coatings and adhesives. In 1997, Mr. Loderhose sold United to the Henkel Corporation and remained with Henkel for the next four years as a senior director of the company. Mr. Loderhose had a lifelong passion for music, particularly the theatre organ. He was well known for his preservation, restoration, performance, and support of the instrument. The gem of his extensive collection being the 55 rank New York Paramount Studio Theatre Organ, until recently located at the family owned Bay Theatre in Seal Beach, California. In June, 2007, Mr. Loderhose gifted this magnificent instrument to The Beatitudes Campus in Phoenix, Arizona where it is being reinstalled for the enjoyment of the residents, members, congregants, staff and the entire Phoenix and theatre organ community. He was a past president and founding member of the American Theatre Organ Society. He played the organ professionally under the name Dick Scott and made numerous recordings for his own label, Renwick Recordings, Inc. as well as for United Artists Records. An avid yachtsman, Mr. Loderhose also had a great passion for World War Two Air Sea Rescue boats. He refurbished and restored numerous rescue/crash boats during his lifetime (Music Man I through VI) and was often a speaker at events sponsored by crash boat organizations throughout the country. His philanthropy included the donation of a restored 64 foot rescue boat to the Sea Scouts of Marina Del Rey, California. When Mr. Loderhose retired from the glue business in 1997 he spent most of his remaining years in Newport Beach, California attending to his yachting and musical interests. He was a member of the Balboa Bay Club, Newport Beach, California. His final years were spent in Tampa, Florida. He is at rest now knowing that whatever his passion, he succeeded. He would want everyone to know that he truly had a ball and would go out playing ""Ain't Misbehavin"" or ""Anchors Away"" if he could; and those who knew him would agree. Life was good. He dearly loved his family and friends and was grateful for the life he led. He is survived by his daughters, Rena L. Singer and her husband Joel B. Singer, Mari J. Galloway and her husband, Michael G. Galloway; six grandchildren, Beryl, Garrett and Lindsay Firestone and Robin, Adam and Shannon Galloway, his loving sister, Grace E. Kerr, and former wife, Marie Tepper. Remembered lovingly by his first wife, and lifelong friend, the late Jane D. Loderhose. Donations can be made to the American Theatre Organ Society, or the charity of your choice in his memory. Memorial service to take place at Prince of Peace Lutheran Church in Phoenix, Arizona on Saturday, April 19, 2008 at 2pm. Marsicano-B. Marion Reed-Stowers Funeral Home.",
937,http://query.nytimes.com/gst/fullpage.html?res=9D0DEFD6103FF937A15750C0A96E9C8B63,Apple Considers iPod Subscription,Apple Considers iPod Subscription,
1613,http://query.nytimes.com/gst/fullpage.html?res=9B03E4D8113CF932A0575BC0A9619C8B63,Art,ART Museums and galleries are in Manhattan unless otherwise noted. Full reviews of recent art shows: nytimes.com/art.,
415,http://query.nytimes.com/gst/fullpage.html?res=9B02E7DE1230F930A25757C0A96E9C8B63,Letters,"A Case of the Blues Benjamin Wallace-Wells's erudite analysis of ''the end of Republican America'' did not get to the core of its ascendancy in the first place (March 30). Discounting the gains from persuading lunch-bucket types to vote red, using social-issue wedges, elephant nation took to its heart the maxim of the joke: What's the difference between Democrats and Republicans? Democrats are tax and spend; Republicans are borrow and spend. And borrow and spend is much more politically correct.",
175,http://query.nytimes.com/gst/fullpage.html?res=9F05E4DC153AF934A2575BC0A96E9C8B63,"Paid Notice: Deaths BOUDREAUX, JONATHAN JUDE","BOUDREAUX--Jonathan Jude, died at the Mount Sinai Medical Center in Manhattan on August 11, 2008, after a three-and-a-half year war with acute myelogenous leukemia. He was 36. Jonathan was born and raised in Thibodaux, Louisiana. He attended Nicholls State University in Thibodaux, and received a Master's degree in Theatre from Louisiana Tech University in Ruston, Louisiana. He moved to New York City in the autumn of 1996. He joined the Box Office staff at The New Victory Theater in the early days of the ''new'' 42nd Street when shuttered porn shops still lined the street. He then served a brief tenure at the William Morris Agency before becoming Executive Assistant to the President of The Rolfe Company, a Manhattan-based agency representing theatrical designers. A walking encyclopedia of American popular culture, Jonathan founded and served as Editor-in-Chief and Managing Director of www.tvdvdreviews.com, one of the first Web sites dedicated to reviewing television productions released on DVD. The site, which earned a loyal following for its pithy and timely reviews, regularly receives upwards of 3,000 visitors a day. From the time of his diagnosis in February 2005 until his death, Jonathan met his cancer with characteristically fierce stubbornness, irreverent humor, black sarcasm, and an even-keeled, clear head. His tenacity-combined with the unyielding support of friends and family--enabled him to survive countless rounds of chemotherapy, two bone marrow transplants, two brain tumors, and a cord blood transplant. He left his family and friends after affirming on multiple occasions that be couldn't have been happier and more, content with the life he led and the adventures he shared. Jonathan Boudreaux is survived by his longtime partner and companion, Christopher W. Czajka; his parents, Gail C. and Ronnie Boudreaux of Thibodaux; his sister Jenise and brother-inlaw Brian Jennings, also of Thibodaux; his grandparents, Orena and ''Red'' Adams; and countless aunts, uncles, cousins, neighbors, and family friends in Louisiana. He is also survived by scores of friends in New York City and across the country. Particularly steadfast in their support of Jonathan throughout his disease have been his boss and good friend Mickey Rolfe, Nicole Roberts, Kelly Demaret, Marsha Drummond, Kerri Chyka, and Sam Buffer, all of New York; Duane and Barb Czajka and Billie Lape of Rochester, NY; Kay and Eamon Daly and Katie Heilman of Chicago, IL; Allison Dillon of Nashville, TN; Caroline and Colette LaGarde of Raceland, LA; and the staff of the Education Department at Thirteen/WNET. Jonathan will also be remembered and celebrated by a new generation of relatives and friends, including his nephew Draven Michael Jennings and young Norah Elizabeth Czajka and Ian Stuart Lape. At Jonathan's request, no memorial service or funeral will be held. His most ardent wish was for his family and friends to briefly mourn his passing, and then live their lives to their happiest and fullest potential. In lieu of flowers, donations can be made to the National Marrow Donor Program (www.marrow.org), which provides patients around the world with life-saving bone marrow, cord blood, and stem cell transplants. He will be sorely missed. BOUDREAUX--Jonathan J. Our clients join me in grieving Jonathan's death and in sending our deep respect and condolences to his partner, Chris; his parents Gail and Ronnie; and his sister, Jenise. Jonathan's three-and-a-half year battle with leukemia was a lesson in grace, dignity, and the complete absence of selfpity --one we'd give anything not to have had to learn this way. We are profoundly indebted to him for his diligence and wisdom. We'll remember him for his gallantry, his unfailing sense of humor, that smile, and his sheer cussedness. So much more than a colleague for nine years, he was like the kid brother I never had. Mickey Rolfe The Rolfe Company, Inc.",
1601,http://query.nytimes.com/gst/fullpage.html?res=9C03E6DA113AF930A3575AC0A9619C8B63,BITS,"San Francisco in a Wi-Fi Fog It has been more than two years since Mayor Gavin Newsom of San Francisco championed the idea of blanketing the city with free wireless Internet access. After fits and starts and protracted negotiations, the plan appears to have fizzled for now, derailed by a mix of city politics and business challenges.",
1280,http://query.nytimes.com/gst/fullpage.html?res=9B07E2DB1E38F937A35756C0A96E9C8B63,"Seers, Spies and Superheroes",All dates are subject to change. MAY,
1284,http://query.nytimes.com/gst/fullpage.html?res=9C05E1DE1F30F935A25751C1A9619C8B63,The Huckabee Factor,"Mike Huckabee walked into the lobby of the Des Moines Marriott at 5:30 a.m. on Dec. 3, deposited an armful of dirty laundry at the desk and checked to make sure he was being credited with Marriott Rewards points toward his next stay. Then, accompanied by his wife, Janet, his daughter, Sarah, and his press secretary, Alice Stewart -- who doubles as his Boston Marathon trainer -- he walked into the dark, freezing morning, climbed into a waiting S.U.V. and headed for Central College in Pella, Iowa. Huckabee, a former Arkansas governor, was in a buoyant mood on three hours of sleep. The night before, his commercial flight suffered a long Chicago holdover on the way from Boston, but he had reason to hope that his days at the mercy of the airlines might be numbered. A Des Moines Register opinion poll had just shown Huckabee passing Mitt Romney to take the lead in the run-up to the Jan. 3 caucus. His picture, he already knew, was on the front page of that morning's USA Today. Now he was headed to Central College, to appear, surrounded by enthusiastic students, on ''The Early Show'' on CBS. This kind of momentum, he hoped, would finally produce enough cash to allow him to charter his own plane. The governor was especially happy that morning about an impending endorsement he expected (and received the following day) from Tim LaHaye, the author of the apocalyptic ''Left Behind'' series of novels. ''Left Behind'' is wildly popular among evangelicals, who have bought more than 65 million copies, making LaHaye a very rich man and one of the few writers who is also a major philanthropist. Recently he donated a hockey rink to Jerry Falwell's Liberty University, although some members of the faculty there deride ''Left Behind'' as science fiction. Huckabee, an ordained Southern Baptist minister, has no such reservations. He considers the ''Left Behind'' books, in which the world comes to a violent end as Jesus triumphs over Satan, a ''compelling story written for nontheologians.''",
931,http://query.nytimes.com/gst/fullpage.html?res=9A0DE4DF1E38F932A25755C0A96E9C8B63,Testing Religion's Waters,"A fund-raiser was held Tuesday night in Washington for a nascent political action committee that is hoping to reach out to evangelicals and other Christians on behalf of Senator Barack Obama. The committee, the Matthew 25 Network, is being organized by Mara Vanderslice, who was director of religious outreach for Senator John Kerry's Democratic presidential campaign in 2004 and has done similar work for, among others, Gov. Ted Strickland of Ohio and Senator Bob Casey of Pennsylvania, both Democrats.",
161,http://query.nytimes.com/gst/fullpage.html?res=9F05EFDA103AF936A25757C0A96E9C8B63,"Paid Notice: Deaths LODERHOSE, RICHARD E","LODERHOSE--Richard E. Born in Brooklyn, New York, August 16, 1925, he passed peacefully on April 10, 2008, in Tampa, Florida. He attended Richmond Hill High School and the University of Rochester as a Naval cadet. He served in the U.S. Navy during World War Two as a Specialist for Welfare and Recreation and was the organist for all chapel activities at the U.S. Naval Base in Little Creek, Maryland. Subsequent to his naval service he was employed in the family business in New York City, then known as the United Paste and Glue Company. Along with his father, Herman C. Loderhose, he built United into the national adhesive manufacturer called United Resin Products, Inc. He was a gifted CEO, master salesman, and innovator in packaging patents, coatings and adhesives. In 1997, Mr. Loderhose sold United to the Henkel Corporation and remained with Henkel for the next four years as a senior director of the company. Mr. Loderhose had a lifelong passion for music, particularly the theatre organ. He was well known for his preservation, restoration, perfor mance, and support of the instrument. The gem of his extensive collection being the 55 rank New York Paramount Studio Theatre Organ, until recently located at the family owned Bay Theatre in Seal Beach, California. In June, 2007, Mr. Loderhose gifted this magnificent instrument to The Beatitudes Campus in Phoenix, Arizona where it is being reinstalled for the enjoyment of the residents, members, congregants, staff and the entire Phoenix and theatre organ community. He was a past president and founding member of the American Theatre Organ Society. He played the organ professionally under the name Dick Scott and made numerous recordings for his own label, Renwick Recordings, Inc. as well as for United Artists Records. An avid yachtsman, Mr. Loderhose also had a great passion for World War Two Air Sea Rescue boats. He refurbished and restored numerous rescue/crash boats during his lifetime (Music Man I through VI) and was often a speaker at events sponsored by crash boat organizations throughout the country. His philanthropy included the donation of a restored 64 foot rescue boat to the Sea Scouts of Marina Del Rey, California. When Mr. Loderhose retired from the glue business in 1997 he spent most of his remaining years in Newport Beach, California attending to his yachting and musical interests. He was a member of the Balboa Bay Club, Newport Beach, California. His final years were spent in Tampa, Florida. He is at rest now knowing that whatever his passion, he succeeded. He would want everyone to know that he truly had a ball and would go out playing ''Ain't Misbehavin'' or ''Anchors Away'' if he could; and those who knew him would agree. Life was good. He dearly loved his family and friends and was grateful for the life he led. He is survived by his daughters, Rena L. Singer and her husband Joel B. Singer, Mari J. Galloway and her husband, Michael G. Galloway; six grandchildren, Beryl, Garrett and Lindsay Firestone and Robin, Adam and Shannon Galloway, his loving sister, Grace E. Kerr, and former wife, Marie Tepper. Remembered lovingly by his first wife, and lifelong friend, the late Jane D. Loderhose. Donations can be made to the American Theatre Organ Society, or the charity of your choice in his memory. Memorial service to take place at Prince of Peace Lutheran Church in Phoenix, Arizona on Saturday, April 19, 2008 at 2pm. Marsicano-B. Marion Reed-Stowers Funeral Home.",
407,http://query.nytimes.com/gst/fullpage.html?res=9C06E0DB153CF932A15756C0A96E9C8B63,Bertelsmann Picks a Publishing Industry Outsider to Head Random House,"On the day that Bertelsmann, the German media conglomerate, quelled weeks of speculation by announcing that Markus Dohle, head of the company's printing unit, would take over as chief executive of Random House, industry executives were largely reserving judgment on what it would mean to have a relative outsider in charge of the world's largest publisher of consumer books. Mr. Dohle, 39, will succeed Peter W. Olson, Random House's current chief executive, on June 1. Mr. Olson, 58, who led the publishing division for the last decade, is in negotiations for a senior faculty position at Harvard Business School, according to a person knowledgeable about his plans. Mr. Olson declined to comment.",
128,https://www.nytimes.com/Link.asp?I=LS000102413880,"Paid Notice: Deaths Seiden, Henry","SEIDEN--Henry ""Hank"". The Cancer Research and Treatment Fund, Inc., mourns the passing of its distinguished past President and longtime member of its Executive Committee and Board of Directors. His wisdom, advice and commitment was matched by his eloquence, spirit and generosity. We extend our sympathy to his wife Helen and his family. Richard Rose, President Richard T. Silver, M.D., Medical Director",
122,https://www.nytimes.com/Link.asp?I=LS000104846167,"Paid Notice: Deaths Petrucelli, Michael","PETRUCELLI--Michael, 71, of Eastchester, died March 1st, 2008. Beloved husband of Dorothy Leibman Petrucelli, loving father of Michael J. Petrucelli and his wife Margaret, Nancy and her husband Michael Pellicione and Steven T. Petrucelli. Cherished grandfather of Michael, Daniel, Emma and Keira. Dear brother of Joseph, Louise Montagano, Beatrice Callagy, and the late Richard. Brother-in-law of Carol Guedez. Retired NYC Fire Department Lieutenant. The family will receive friends at the Westchester Funeral Home, Inc., Eastchester, Tuesday and Wednesday 2-4 and 79pm. A service will be held at the funeral home on Thursday, March 6 at 12 noon. Entombment to follow at Ferncliff Mausoleum.",
1175,http://query.nytimes.com/gst/fullpage.html?res=9E0CE3DA1530F932A2575AC0A9619C8B63,TODAY IN BUSINESS,"FUNDING A CENSOR? Hedge funds are financing some of China's elaborate security systems, including the nation's extreme control over the Internet. Now, the growing ties between China's surveillance sector and American capital markets are starting to draw Washington's attention. GUILTY PLEA IN TAX CASE David Amir Makov pleaded guilty in a federal case involving promoters of questionable tax shelters, a move that is expected to help the government's case against the four remaining defendants. [C1.]",
101,http://query.nytimes.com/gst/fullpage.html?res=9B06E1DA1F3AF93AA35755C0A96E9C8B63,"Paid Notice: Deaths LINDSAY, NANCY DALLEY","LINDSAY--Nancy Dalley, on June 7th after a long and courageous battle with a pituitary tumor. Beloved wife for 58 years of Robert V. Lindsay, mother of Cameron Lindsay of Denver, Colorado, Tinker Lindsay of Hollywood, California and Robert D. and daughter-in-law Teresa Lindsay of Locust Valley, New York. Grandmother of Thomas and Dorothy Beatty, Jonathan and Andrew Warkentin, and Robert T., James, Alexander and Duncan Lindsay. Mrs. Lindsay was born in New York City and attended the Lenox School, Greenwood School and Vassar College. A noted breeder and judge of dogs, she filled judging assignments on three continents, including judge of Best in Show at the Westminster Kennel Club show. Mrs. Lindsay was a founding trustee of the American Kennel Club Museum of the Dog in Saint Louis, Missouri. She also is a past trustee of the Geraldine Rockefeller Dodge Foundation and served on the boards of the Chamber Music Society of Lincoln Center, the Cooper Union, the Animal Medical Center, the ASPCA, the Westminster Kennel Foundation, the East Woods School and the Dutchess Day School. She served as chairman of the Women's Committee of the American Museum of Natural History, and in 1976 as Vice-Chairman in London of the U.S. Bicentennial Committee which brought together collections of American Indian art and artifacts from world-wide sources for a London exposition in honor of the Bicentennial. A memorial service will be held Friday, June 13 at 11am, at St. Peter's Church on Deep Hollow Road in Millbrook NY. (Lithgow). In lieu of flowers, contributions can be made to Hospice, Inc. Dutchess County, 374 Violet Avenue, Poughkeepsie NY, 12601.",
102,http://query.nytimes.com/gst/fullpage.html?res=9807EEDB133AF93BA15750C0A96E9C8B63,"Paid Notice: Deaths EDWARDS, JUNIUS","EDWARDS--Junius, 78, died peacefully at home in New York City on March 22, 2008. He is survived by his beloved wife of 50 years, Inger Marie, his two sons, Eric and Tony, his daughter Ellen, four grandchildren, and one greatgrandchild. Born in 1929 in Alexandria, Louisiana, Junius Edwards joined the Army at 18, served for nine years in Korea and Japan, and worked in the Judge Advocate General Corps and the Army Counter Intelligence Corps. After his honorable discharge he went to study at the University of Oslo, Norway using his GI Bill, where he continued to pursue his passion for writing. In 1958 he won first prize in the Writer's Digest Short Story Contest for ''Liars Don't Qualify'' and in 1959, he received a Eugene F. Saxton Fellowship for creative writing. His published work also includes short stories ''Duel with the Clock,'' ''Mother Dear and Daddy,'' and the novel ''If We Must Die''. His writing primarily focused on racial and personal problems faced by the African-American soldier and African-Americans living in the South. During the 1960s in New York, Junius Edwards worked as a copywriter for various advertising agencies such as Ogilvy & Mather, Ted Bates Inc., and Norman, Craig, & Kummel. He went on to establish Junius Edwards Inc., one of the first blackowned advertising agencies in New York City with clients that included Carver Federal Savings Bank, Faberge, Liggett & Myers, and The Greater New York Savings Bank. He later worked as a consultant and Special Fellow for United Nations Unitar, while also expanding into several entrepreneurial endeavors in the health, travel, publishing, and airline industries. We, your adoring family, thank you for being a wonderful and inspiring man, a great father, and loving husband.We love you Papa. Messages of condolence can be sent to JJEdwards@aol.com",
103,https://www.nytimes.com/Link.asp?I=LS000106461923,"Paid Notice: Deaths Edwards, Junius","EDWARDS--Junius, 78, died peacefully at home in New York City on March 22, 2008. He is survived by his beloved wife of 50 years, Inger Marie, his two sons, Eric and Tony, his daughter Ellen, four grandchildren, and one greatgrandchild. Born in 1929 in Alexandria, Louisiana, Junius Edwards joined the Army at 18, served for nine years in Korea and Japan, and worked in the Judge Advocate General Corps and the Army Counter Intelligence Corps. After his honorable discharge he went to study at the University of Oslo, Norway using his GI Bill, where he continued to pursue his passion for writing. In 1958 he won first prize in the Writer's Digest Short Story Contest for ""Liars Don't Qualify"" and in 1959, he received a Eugene F. Saxton Fellowship for creative writing. His published work also includes short stories ""Duel with the Clock,"" ""Mother Dear and Daddy,"" and the novel ""If We Must Die"". His writing primarily focused on racial and personal problems faced by the African-American soldier and African-Americans living in the South. During the 1960s in New York, Junius Edwards worked as a copywriter for various advertising agencies such as Ogilvy & Mather, Ted Bates Inc., and Norman, Craig, & Kummel. He went on to establish Junius Edwards Inc., one of the first blackowned advertising agencies in New York City with clients that included Carver Federal Savings Bank, Faberge, Liggett & Myers, and The Greater New York Savings Bank. He later worked as a consultant and Special Fellow for United Nations Unitar, while also expanding into several entrepreneurial endeavors in the health, travel, publishing, and airline industries. We, your adoring family, thank you for being a wonderful and inspiring man, a great father, and loving husband.We love you Papa. Messages of condolence can be sent to JJEdwards@aol.com <br><center><img src=""http://graphics.nytimes.com/logos/60401726.GIF""></center>",
104,http://query.nytimes.com/gst/fullpage.html?res=9A0DE7DA1F3AF93AA35755C0A96E9C8B63,"Paid Notice: Deaths LINDSAY, NANCY DALLEY","LINDSAY--Nancy Dalley, on June 7th after a long and courageous battle with a pituitary tumor. Beloved wife for 58 years of Robert V. Lindsay, mother of Cameron Lindsay of Denver, Colorado, Tinker Lindsay of Hollywood, California and Robert D. and daughter-in-law Teresa Lindsay of Locust Valley, New York. Grandmother of Thomas and Dorothy Beatty, Jonathan and Andrew Warkentin, and Robert T., James, Alexander and Duncan Lindsay. Mrs. Lindsay was born in New York City and attended the Lenox School, Greenwood School and Vassar College. A noted breeder and judge of dogs, she filled judging assignments on three continents, including judge of Best in Show at the Westminster Kennel Club show. Mrs. Lindsay was a founding trustee of the American Kennel Club Museum of the Dog in Saint Louis, Missouri. She also is a past trustee of the Geraldine Rockefeller Dodge Foundation and served on the boards of the Chamber Music Society of Lincoln Center, the Cooper Union, the Animal Medical Center, the ASPCA, the Westminster Kennel Foundation, the East Woods School and the Dutchess Day School. She served as chairman of the Women's Committee of the American Museum of Natural History, and in 1976 as Vice-Chairman in London of the U.S. Bicentennial Committee which brought together collections of American Indian art and artifacts from world-wide sources for a London exposition in honor of the Bicentennial. A memorial service will be held Friday, June 13 at 11am, at St. Peter's Church on Deep Hollow Road in Millbrook NY. (Lithgow). In lieu of flowers, contributions can be made to Hospice, Inc. Dutchess County, 374 Violet Avenue, Poughkeepsie NY, 12601.",
105,https://www.nytimes.com/Link.asp?I=LS000111172452,"Paid Notice: Deaths Lindsay, Nancy Dalley","LINDSAY--Nancy Dalley, on June 7th after a long and courageous battle with a pituitary tumor. Beloved wife for 58 years of Robert V. Lindsay, mother of Cameron Lindsay of Denver, Colorado, Tinker Lindsay of Hollywood, California and Robert D. and daughter-in-law Teresa Lindsay of Locust Valley, New York. Grandmother of Thomas and Dorothy Beatty, Jonathan and Andrew Warkentin, and Robert T., James, Alexander and Duncan Lindsay. Mrs. Lindsay was born in New York City and attended the Lenox School, Greenwood School and Vassar College. A noted breeder and judge of dogs, she filled judging assignments on three continents, including judge of Best in Show at the Westminster Kennel Club show. Mrs. Lindsay was a founding trustee of the American Kennel Club Museum of the Dog in Saint Louis, Missouri. She also is a past trustee of the Geraldine Rockefeller Dodge Foundation and served on the boards of the Chamber Music Society of Lincoln Center, the Cooper Union, the Animal Medical Center, the ASPCA, the Westminster Kennel Foundation, the East Woods School and the Dutchess Day School. She served as chairman of the Women's Committee of the American Museum of Natural History, and in 1976 as Vice-Chairman in London of the U.S. Bicentennial Committee which brought together collections of American Indian art and artifacts from world-wide sources for a London exposition in honor of the Bicentennial. A memorial service will be held Friday, June 13 at 11am, at St. Peter's Church on Deep Hollow Road in Millbrook NY. (Lithgow). In lieu of flowers, contributions can be made to Hospice, Inc. Dutchess County, 374 Violet Avenue, Poughkeepsie NY, 12601.",
752,http://query.nytimes.com/gst/fullpage.html?res=9402E4DD1E3EF937A15754C0A96E9C8B63,"Inside the Times, July 24, 2008",INTERNATIONAL CORRUPTION AND DIVISION CITED,
