,link,headline,summary,date
119,http://query.nytimes.com/gst/fullpage.html?res=9C06E6D61E3FF93AA15753C1A9639C8B63,BUSINESS BRIEFS,"Director of Ford Motor's Hybrid Program Resigns Mary Ann Wright, left, the Ford Motor Company's director of hybrid programs and chief engineer on the Ford Escape Hybrid, resigned yesterday. She is one of many senior managers to recently exit Ford, which plans a restructuring next year. Ms. Wright, who had been with Ford since 1988 in high-level engineering roles, was involved in Ford's hybrid and fuel-efficiency initiatives. She also helped conduct the company's recent hybrid clinics with consumers, where she trumpeted Ford's commitment to hybrids and improved vehicle fuel efficiency. Ms. Wright will be succeeded by Nancy Gioia, who previously oversaw engineering of small vehicles, including the Mustang. (Dow Jones/AP) Judge Refuses to Become Involved in Google Case A federal judge has rebuffed an attempt by Google Inc. to remove court-ordered restrictions limiting its employment of the computer scientist Kai-Fu Lee, whose recent defection from Microsoft exposed tensions between the companies. In a ruling late Thursday, Federal District Judge Ronald Whyte in San Jose, Calif., declined to become involved in the legal battle over Mr. Lee until the completion of a Washington State trial on the validity of a noncompete agreement Mr. Lee signed when he joined Microsoft in 2000. The Washington trial is scheduled to begin Jan. 9. (AP) Profits Decline at Archer Daniels Midland Shares of the Archer Daniels Midland Company rose yesterday despite a 30 percent decline in first-quarter earnings from sluggish grain sales because of Hurricanes Katrina and Rita. Much of the profit decline was attributed to the agricultural services unit, which was disrupted by the storms. The largest business segments, including corn and oilseed processing, showed solid profit growth. Net income was $186.3 million, or 29 cents a share, compared with $266.3 million, or 41 cents, a year earlier. Analysts had expected 33 cents a share. Sales dropped 4 percent, to $8.63 billion, below analysts' estimates of $9.08 billion. (AP) No Accord, F.C.C. to Meet Again on 2 Takeover Deals Federal regulators failed to reach agreement yesterday on whether to approve the takeover of AT&T by SBC Communications and the purchase of MCI by Verizon Communications. The Federal Communications Commission met through the day but could not agree on what conditions, if any, should be attached to the deals. Another meeting was set for Monday. The negotiations come a day after the Justice Department gave its blessing to the acquisitions, with limited conditions. (AP) AirTran Decides Not to Sell Tickets on Expedia AirTran Holdings Inc., parent of AirTran Airways, said yesterday that it would no longer make its inventory and fares available for sale with Expedia Inc., which runs the online travel agency Expedia.com. The low-cost carrier also said it had entered a multiyear deal with the Cendant Corporation to sell tickets through its Apollo and Galileo travel sites. (Reuters) S.E.C. Names 2 Directors of Enforcement The Securities and Exchange Commission has named Peter Bresnan and Walter Ricciardi as deputy directors of enforcement, the first time the agency has split the post between two people. Mr. Bresnan, 50, who is an associate enforcement director in Washington, will oversee staffing issues like assignments. Mr. Ricciardi, 52, who is head of the S.E.C.'s Boston office, will manage and track the workload. They will replace succeed Thomsen, who was named director in May. (Bloomberg News) Profit Soars 46% at Deutsche Bank Deutsche Bank, Germany's biggest bank, said yesterday that third-quarter profit increased 46 percent after a surge in trading revenue and the highest fees from underwriting and giving mergers advice in almost three years. Net income rose to 991 million euros ($1.2 billion), or 1.89 euros a share, from 680 million euros, or 1.28 euros. Analysts had expected profit of 839 million euros. Revenue gained 31 percent, to 6.62 billion euros. (Bloomberg News) Matsushita Electric Reports Higher Income on Strong Sales The Matsushita Electric Industrial Company, the Japanese maker of Panasonic electronics, said yesterday that its profit surged 33 percent for the July-September quarter, lifted by strong sales of flat-panel TVs, digital cameras and personal computers. The Osaka-based company said profit was 31 billion yen ($268 million) in the second quarter, up from 23 billion yen in the period a year earlier. Sales were unchanged at 2.2 trillion yen ($19 billion). (AP)",
115,http://query.nytimes.com/gst/fullpage.html?res=9A02E7D91E31F934A35754C0A9639C8B63,Microsoft and French Ally Discuss Their Phone Plans,"The chief executives of Microsoft and France Télécom on Wednesday discussed their new partnership to develop products to deliver voice, data and video over phone networks. Steve Ballmer, chief of Microsoft, and Didier Lombard, chief of France Télécom, spoke at a press briefing here fleshing out what their alliance, which was announced at the end of June, might yield.",
111,http://query.nytimes.com/gst/fullpage.html?res=9506E5DB1F38F930A25755C0A9639C8B63,$50 Million Is Raised For Venture In Wireless,"SOMA Networks, a start-up that makes equipment used to deliver high-speed Internet access to homes over wireless networks, plans to announce on Monday that it has raised $50 million in venture capital financing. SOMA is one of a number of new companies competing to create advanced wireless communications networks that can transmit data and voice calls over the ''last mile'' -- the segment between the enormous long-distance networks and individual residences and businesses.",
107,http://query.nytimes.com/gst/fullpage.html?res=9C02E2D6153CF935A35752C1A9629C8B63,BUSINESS DIGEST,"337,000 Jobs Created; Jobless Rate Rises to 5.5% The economy created 337,000 new jobs in October, snapping a prolonged jobs slump and renewing hopes that businesses may finally be starting to hire workers more aggressively. Unemployment inched up 0.1 percent, to 5.5 percent. But that was seen as a generally positive development -- largely a result of discouraged workers returning to the labor force because of improving prospects. [Page A1.] Verizon Adding NextWave Licenses Verizon Wireless said that it would pay $3 billion in cash for the spectrum licenses owned by NextWave Telecom, a move that should help it expand coverage for new subscribers. [C2.] Scrutiny for F.D.A. Safety System The Food and Drug Administration announced that it would hire the government's top scientific review agency to figure out whether its drug-safety system is adequate. Also, after embarrassing disclosures that the views of its drug-safety officials have been suppressed, the agency said that it would set up an internal appeals process. [A11.] Russia Leader Signs Kyoto Protocol President Vladimir V. Putin signed Russia's ratification of the Kyoto Protocol on global warming, clearing the way for the international treaty aimed at reducing emissions of heat-trapping gases to take effect next year. [A10.] Molson Sweetens Merger Offer In a bid to gain support for its proposed merger with the Adolph Coors Company, the Canadian brewer Molson offered minority shareholders a $316 million special dividend, contingent on the merger's approval. [C3.] Europe Unhappy With U.S. Tax Bill The European Union raised objections to parts of the $137 billion corporate tax bill passed last month. The measure was three years in the making and was intended to do away with a tax cut for exporters that was declared illegal by the World Trade Organization. [C3.] SBC Plans to Cut 10,000 Jobs SBC Communications will eliminate 10,000 jobs by the end of 2005. The cuts amount to 6.1 percent of SBC's work force of 165,000 and will come through attrition and layoffs. They are in addition to 7,000 jobs SBC plans to eliminate this year. In general, SBC and the other Bell operating companies have been reducing the size of their local phone businesses because they have been losing customers. [C2.] J.P. Morgan Forms British Venture Cazenove and J.P. Morgan Chase have formed a joint venture in Britain that puts Cazenove in charge of all of J.P. Morgan's British investment banking business. [C3.] Purdue Settles With West Virginia Purdue Pharma reached a $10 million settlement with regulators in West Virginia over claims that it had inappropriately marketed OxyContin to state residents. [C2.] An Editor for Washington Post The Washington Post named Philip Bennett, the assistant managing editor for foreign news, as the next managing editor, replacing Steve Coll, who announced in August he would return to writing at the start of 2005. [C2.] African Gold Miner Sues Suitor Gold Fields filed a lawsuit against Harmony Gold Mining, a rival South African miner, in an attempt to stop Harmony's hostile $7.4 billion takeover bid. [C3.] MBNA Adds American Express Card MBNA introduced a line of credit cards under the American Express brand. [C4.]",
43,http://query.nytimes.com/gst/fullpage.html?res=9803E2D81030F930A35753C1A9639C8B63,Donnelly Reported Near Deal to Buy Dex Media,"The R.H. Donnelley Corporation, the yellow pages company, was near a deal last night to acquire a rival, Dex Media Inc., for about $4.2 billion in cash and stock, executives involved in the negotiations said. The deal, which the boards of both companies were meeting to approve last night and which is expected to be announced today, would bring together two of the nation's largest yellow pages companies. R.H. Donnelley publishes telephone directories in 19 states, in some areas under the Sprint and SBC brand names. Dex Media publishes directories in 14 states under the Qwest brand name. Together, the companies produce more than 81 million telephone directories a year and serve more than 560,000 small businesses that advertise in the directories.",
95,http://query.nytimes.com/gst/fullpage.html?res=9E03E7D6153BF932A05752C0A9639C8B63,Corrections,"An article in Business Day last Monday about a move by California to have SBC Communications provide wireless Internet access in 85 state parks gave a misspelled surname at one point for the states chief information officer, who commented on the deal. He is J. Clark Kelso, not Keslo.",
94,http://query.nytimes.com/gst/fullpage.html?res=9405E7DC1F3BF93BA35751C0A9639C8B63,Accounts,"Emerging Vision, Garden City, N.Y., to the EGC Group, Hicksville, N.Y., as agency of record for the Sterling Optical eye care and eyewear stores, which had been handled by Freshbrick, Hauppauge, N.Y. Billings were estimated at $2 million. A national campaign created by EGC will feature Mr. Magoo, the nearsighted cartoon character. SBC Communications, San Antonio, expanded its relationships with GSD&M, Austin, Tex., and Rodgers Townsend, St. Louis, units of the Omnicom Group, by naming them to handle corporate branding duties on its account, which had been handled by Merkley & Partners, New York, an Omnicom sibling. Billings were estimated at $70 million. Rodgers Townsend handles business-to-business advertising for SBC; GSD&M creates advertising for consumer products and services. Cadbury Schweppes Americas Beverages, Plano, Tex., part of Cadbury Schweppes, shifted the creative part of the Sunkist soda account between units of the Young & Rubicam Brands division of the WPP Group, moving it to the San Francisco office of Young & Rubicam from Brand Buzz, New York. Spending was estimated at $7 million to $10 million. Brand Buzz continues to handle promotional and retail marketing.",
82,http://query.nytimes.com/gst/fullpage.html?res=9E0DE3DE103DF930A35750C0A9639C8B63,Corrections,"A sports article on Saturday about the San Francisco Giants' many veteran players misstated the site of the team's regular-season opener, on April 5 against the Los Angeles Dodgers. It is at SBC Park in San Francisco, not at Dodger Stadium.",
78,http://query.nytimes.com/gst/fullpage.html?res=9905E1DE173BF934A15752C0A9639C8B63,INSIDE,"Rice Is Sworn In; Gonzales Advances Condoleezza Rice was sworn in as secretary of state, hours after the Senate confirmed her by a vote of 85 to 13. The Senate Judiciary Committee, split along party lines over questions of torture and accountability, voted 10 to 8 in favor of Alberto R. Gonzales's nomination as attorney general. PAGES A3 AND A21 SBC and AT&T in Talks The regional phone company SBC Communications is in talks to buy AT&T for more than $16 billion, according to executives close to the negotiations. PAGE C1 Pentagon Official Resigns Douglas J. Feith, the Pentagon official who became a lightning rod for issues including intelligence on Iraq and information warfare, said he would resign this summer. PAGE A11",
75,http://query.nytimes.com/gst/fullpage.html?res=9C02E6DD1E3BF935A35751C0A9639C8B63,PLEASE DEPOSIT ANOTHER 50 CENTS,"Once it was synonymous not just with reliable telephone service but with financial stability. Now the fate of the AT&T name brand rests with SBC Communications, which has agreed to pay $16 billion for a company that dates back to the presidency of Ulysses S. Grant. Few companies can rival AT&T's stature with consumers, businesses, in Washington and globally. When many Americans think of phones, they think of AT&T. In announcing plans to buy the venerable company, SBC's chief executive, Edward E. Whitacre Jr., was diplomatic in discussing AT&T's brand. But he said he had not made a decision on the question of a name. Ken Belson and Matt Richtel",
70,http://query.nytimes.com/gst/fullpage.html?res=9806E0DE103BF930A35751C0A9639C8B63,Corrections,"An article in Business Day yesterday about efforts by Edward E. Whitacre Jr., chief executive of SBC Communications, to buy AT&T, misspelled the surname of SBC's chief operating officer, who discussed the acquisition with Mr. Whitacre in 1996. He is Randall Stephenson, not Stevenson.",
51,http://query.nytimes.com/gst/fullpage.html?res=9906EEDA1531F935A3575AC0A9639C8B63,Accounts,"Roundy's Supermarkets, Milwaukee, named Kerker, Minneapolis, to handle advertising for the Rainbow Foods, Copps Food Centers and Pick 'n Save chains, which had been handled by Periscope, Minneapolis. Spending was estimated at $12 million. The Quigley Corporation, Doylestown, Pa., which sells the Cold-Eeze line of cold care products, selected Merkley & Partners, New York, part of the Omnicom Group, to handle its creative account, which had been handled by Aloysius Butler & Clark, Wilmington, Del. Spending was estimated at $6 million to $10 million. Yellowpages.com, Pasadena, Calif., an online venture of two directory companies, chose GSD&M, Austin, Tex., part of the Omnicom Group, as its agency of record. Spending was estimated at $4 million. Yellowpages.com is owned by SBC Yellow Pages and BellSouth Advertising and Publishing. The New York Rangers hockey team named Brooklyn Brothers, New York, as agency of record to handle its account. The account had been inactive because of the National Hockey League lockout. Spending has not been determined.",
67,http://query.nytimes.com/gst/fullpage.html?res=9C04E0DA1E38F937A15752C0A9639C8B63,"Gone Fishing, but Reachable Through E-Mail",One problem with camping is that it is tough to file your taxes while sitting in a tent in the great outdoors. That is no longer a problem in California. The state last week announced a deal with SBC Communications to provide wireless Internet access points in 85 state parks. Now park visitors can take laptop computers and other portable devices to connect to the Internet from areas formerly known as ''wilderness.'',
65,http://query.nytimes.com/gst/fullpage.html?res=9A06E6D91E3EF93AA25752C1A9639C8B63,BUSINESS BRIEFS,"Former Refco Executive Pleads Not Guilty To Eight Charges in Accounting Scandal The former chief executive of Refco, Phillip R. Bennett, pleaded not guilty yesterday to eight counts of conspiracy, fraud and other charges related to an accounting scandal that drove the futures brokerage company into bankruptcy. Mr. Bennett, 57, left, is accused of hiding hundreds of millions of dollars in bad debts from Refco investors as the company went public in August. Refco, based in New York, was the largest independent futures and commodities brokerage in the nation before the scandal prompted customers to abandon the firm, forcing it to file for bankruptcy last month. No trial date was set but Judge Naomi Reice Buchwald of United States District Court in Manhattan set another hearing for Jan. 18. Mr. Bennett, a British citizen, was indicted on Nov. 10 on eight charges related to the accounting scandal. He was released on a $50 million bond but confined to his penthouse on Park Avenue and monitored electronically. (Reuters) Arraignment for Conrad Black Set for Tuesday An arraignment for Conrad M. Black on charges of stealing millions of dollars from the newspaper publisher Hollinger International has been set for Tuesday, the United States attorney's office in Chicago said yesterday. Lord Black, 61, was charged Thursday with siphoning millions of dollars out of the company through bogus fees and abuses of perquisites. His arraignment was set for 9 a.m. Tuesday before Judge Amy St. Eve of Federal District Court in Chicago. The United States attorney in Chicago, Patrick J. Fitzgerald, said that an arrest warrant had been issued for Lord Black, but that he would be allowed to turn himself in voluntarily. Mr. Fitzgerald said extradition proceedings would be started if Lord Black, a former Canadian citizen, did not come in voluntarily. (AP) S.E.C. Sues Former Texas Oil Executive in Fraud Case The Securities and Exchange Commission has sued the former chief financial officer of Patterson-UTI Energy, claiming he embezzled $69 million from the company, which operates of a fleet of land-based oil and gas drilling rigs. The former executive, Jonathan D. Nelson, 36, was accused in the lawsuit of using a bogus invoice scheme over five years to send money to companies he controlled. He then spent the money on an airplane, an airfield, a cattle ranch, homes, vehicles and a truck stop, according to the lawsuit, which was filed Wednesday in federal court in Lubbock, Tex. Judge Sam R. Cummings of Federal District Court in Lubbock froze Mr. Nelson's assets and those of five companies he controlled on Wednesday. A hearing was set for Dec. 2. Telephone calls to Mr. Nelson were not returned. (Bloomberg News) SBC Completes $16 Billion Acquisition of AT&T SBC Communications said that it had closed its $16 billion purchase of AT&T after California regulators approved the deal, removing the last hurdle. The transaction, which creates a communications company with about $90 billion in annual revenue, was approved by antitrust and telecommunications regulators last month. The new company will be known as AT&T Inc. California regulators also approved Verizon Communications' purchase of MCI yesterday. That deal is expected to close next month or early 2006. (Reuters) Alltel Buys Midwest Wireless to Expand Its Network The Alltel Corporation, the rural telephone operator based in Little Rock, Ark., said yesterday that it would buy Midwest Wireless Holdings for $1.07 billion to expand its wireless telephone network. The deal, which gives Alltel 400,000 customers in markets next to its existing operations, comes after its $4.5 billion purchase of Western Wireless earlier this year. The privately held Midwest Wireless operates in Minnesota, Iowa and Wisconsin. Alltel's shares rose 32 cents yesterday, to $64.62. (Reuters) G.M. Resolves Dispute With Chinese Automaker The General Motors Corporation said yesterday that it had reached a settlement resolving all legal disputes with the Chinese automaker Chery Automobile Company, which had been accused of pirating the design of G.M.'s Spark minicar. G.M. had said the Spark appeared similar to the Chery QQ, and filed lawsuits trying to prevent Chery from selling the car in various markets, including Asia and Eastern Europe. G.M. had also threatened legal action because it said the name Chery sounded too much like Chevy, the nickname of its Chevrolet brand. Chery agreed in September that it would not market its vehicles under the Chery name in the United States. G.M. and Chery also said they would not take any further legal action against each other. Further details of the settlement were not released. (AP) AnnTaylor Doubles Profit in Third Quarter The women's clothing retailer AnnTaylor Stores Corporation said yesterday that third-quarter profit more than doubled, the biggest gain in three years, after it sold more pants and sweaters at full price and cut marketing costs. Third-quarter net income climbed to $30.4 million, or 42 cents a share, from $13.9 million, or 19 cents a share, a year earlier. Sales in the period ended Oct. 29 climbed 12 percent, to $514 million, AnnTaylor said. An improved fashion assortment at the Ann Taylor chain, including dresses in black and ivory, helped limit discounts. AnnTaylor is renovating stores, trimming inventory and adding apparel in neutral colors to increase comparable-store sales, which rose in two of the past three months after nine consecutive declines. Comparable-store sales at the Ann Taylor division rose 3.7 percent, compared with a 4.2 percent drop last year. (Bloomberg News) Sanyo Forecasts Another Loss and Plans Share Sale The Sanyo Electric Company, the Japanese electronics maker, forecast a second year of record losses yesterday and said that it would raise as much as 300 billion yen ($2.5 billion) by selling shares. Sanyo said its loss for the year ended March 31 would swell to 233 billion yen, from 171.5 billion yen a year ago. The company, which is based in Osaka, is paring its sprawling operations after competition with Chinese manufacturers eroded earnings, causing a 39 percent slump in its shares in the past two years. Sanyo said it may spin off its semiconductor unit. (Bloomberg News)",
64,http://query.nytimes.com/gst/fullpage.html?res=9F0CE6DC1E3BF934A35751C0A9639C8B63,Bringing Up the Babies,"When SBC Communications announced it was acquiring AT&T, it got more than just its original parent back. AT&T is the leader in selling retail telecom services to business, with a 22.8 percent share of the 2003 market, according to data from the Yankee Group, a research firm. Together, SBC and AT&T hold 28 percent of the $34 billion retail and wholesale market in the third quarter of 2004. So SBC, formerly known as Southwestern Bell, will become the largest carrier to American businesses of phone and data services .",
154,http://query.nytimes.com/gst/fullpage.html?res=990DE3DC1E3FF937A35757C0A9639C8B63,BUSINESS DIGEST,"Cable Companies Brace For Challenge From Bells In the coming months, the Bell telephone companies including SBC and Verizon will start selling television programming in their most recent effort to break into a market in which they have had almost no presence. The cable industry, meeting for its annual trade show, is already bracing for the assault on its prime turf. [Page C4.] Rise in Chinese Textile Imports Imports of Chinese textile and apparel products into the United States soared in the first quarter, offering fresh evidence that the world's clothing trade is being drastically reshaped by the abolition of global quotas. [C3.] Boutique Agencies Win Big Clients Marketers like Mars and Coca-Cola are bypassing big-name agencies to award assignments to smaller, presumably nimbler, independent shops that specialize in nontraditional ideas. For example, Masterfoods USA is introducing a campaign by the Nitro New York office that seeks to stimulate American sales of the Dove line of chocolate products. Stuart Elliott: Advertising. [C6.] Splenda Adds a Brown Sugar Blend The manufacturer of Splenda, the brand name for the chemical sweetener sucralose, is releasing a version that can be used as a replacement for brown sugar. [C6.] Digeo Chooses Samsung for Boxes Digeo, which designs software for set-top boxes used with cable television systems, is set to announce that it has selected Samsung to make its next generation of boxes. [C4.] Hitachi Achieves Storage Record Hitachi Global Storage Technologies plans to announce that it has reached a record for storage density on a disk drive. [C4.] Options for Dormant TV Viewers At least two companies are developing speech-recognition products that will let viewers change channels with voice prompts. [C6.] Ruling Against I.R.S. Over Shelters A judge has ruled against the Internal Revenue Service in its effort to prove that the BDO Seidman accounting firm sold and marketed questionable tax shelters in recent years. [C9.] Online Tobacco Sellers Call It Quits Two weeks after credit card companies announced they would no longer accept payment for tobacco products bought online, scores of Internet cigarette merchants have effectively lost the means to do business profitably. Bob Tedeschi: E-Commerce Report. [C5.] Springer Spreads Out to Radio Jerry Springer's morning program began running on Air America Radio, the liberal political network. Mr. Springer says his radio program is about political issues and will be a far cry from his television program.[C8.] A Deal for Greek Phone Stake Two firms are set to announce that they will buy Telecom Italia's controlling stake in a Greek phone company for $1.4 billion, executives involved in the talks said. [C9.]",
148,http://query.nytimes.com/gst/fullpage.html?res=9503E2D8173CF937A35752C1A9629C8B63,COMPANY BRIEFS,"SBC Communications Inc., San Antonio, the telephone company, said it would sell its remaining 9.5 percent stake in TDC, Denmark's largest phone company, to pay down some debt from the purchase of AT&T Wireless Services. The stake is worth $757 million based on TDC's closing price yesterday. Ameren Corp., St. Louis, an owner of utilities, said it had offered severance and other benefits to about 950 employees of the former Illinois Power Co., which it recently acquired. Credence Systems Corp., Milpitas, Calif., which makes semiconductor testing equipment, said it planned to close two plants and cut about 160 jobs, mostly in manufacturing.",
181,http://query.nytimes.com/gst/fullpage.html?res=9C06E3DC1E3AF931A15753C1A9629C8B63,BUSINESS DIGEST,"Recall Hurts Merck Profits; Lilly's Earnings Rise 5.7% Merck, hurt by the recall of its Vioxx painkiller, said its third-quarter earnings dropped 29 percent. Its profit of 60 cents a share was lower than the 71-cent average of analysts' estimates. Another drug maker, Schering-Plough, posted its first profit in more than a year, with net income of $26 million in the quarter, helped by sales of its cholesterol drugs.",
296,http://query.nytimes.com/gst/fullpage.html?res=9501E6DC173AF930A25751C0A9639C8B63,"High-Tech, High Stakes","NOT so long ago, the former AT&T headquarters just off Interstate 287 was a symbol of modern, postwar New Jersey. The buildings were low-rise and sprawling. Parking was plentiful. And the mailing address was not a worn and gritty industrial city but a gleaming suburb in Somerset County. But slightly more than two years ago a shrunken and humbled AT&T sold the sprawling campus to Pharmacia, part of the pharmaceutical giant Pfizer, for $200 million. Soon afterward, however, Pfizer put the huge facility back on the market.",
