,link,headline,summary,date
127,https://www.nytimes.com/video/arts/music/100000004927975/adele-sweeps-2017-grammys.html,Adele Sweeps 2017 Grammys,Adele won album of the year for “25” and both record of year and song of the year for “Hello.” Moving performances by Beyoncé and A Tribe Called Quest were the talk of the night.,
31,https://www.nytimes.com/video/arts/music/100000005706597/hillary-clinton-makes-grammys-cameo.html,Hillary Clinton Makes Grammys Cameo,"In a pre-recorded sketch at the 2018 Grammy Awards, Mrs. Clinton read a passage from Michael Wolff's ""Fire and Fury.""",
133,https://www.nytimes.com/video/us/politics/100000004735547/mark-kirk-on-tammy-duckworths-racial-background.html,Mark Kirk on Tammy Duckworth’s Racial Background,"Senator Mark S. Kirk, Republican of Illinois, used the ethnicity of his Democratic opponent, Representative Tammy Duckworth, to challenge her family’s military history.",
578,https://www.nytimes.com/video/us/politics/100000004900763/priebus-defends-immigration-ban.html,Priebus Defends Immigration Ban,"Reince Priebus, the White House chief of staff, said on CBS’s “Face the Nation” that President Trump’s executive order could potentially be expanded to include more than seven countries.",
23,https://www.nytimes.com/podcast/2011/04/21/us/politics/21politicalpoints-pod.html,A look at the latest New York Times/CBS News poll numbers.,"A look at what the latest New York Times/CBS News poll numbers reveal about how Republican voters are approaching the 2012 elections. Chief political correspondent, White House correspondent Helene Cooper and investigative political correspondent Jim Rutenberg join Sam Roberts in New York.",2011/04/21
1076,https://www.nytimes.com/aponline/2016/08/31/us/ap-us-facebook-trending-topics.html,Facebook Changes to Trending Topics Questioned After Blunder,"Facebook's changes to its ""Trending Topics"" section are being questioned after it featured a false report about Fox News anchor Megyn Kelly.",2016/08/31
1623,https://www.nytimes.com/2016/09/01/arts/television/dr-joy-browne-on-air-psychologist-dies-at-71.html,"Dr. Joy Browne, Long-Running Psychologist of the Airwaves, Dies at 71","Dr. Browne, the syndicated radio and television therapist, dispensed advice, earnest inspiration and gentle goading for nearly four decades.",2016/09/01
1533,https://www.nytimes.com/2016/09/02/us/politics/gop-hispanic-reaction-trump.html,‘He Used Us as Props’: Conservative Hispanics Deplore Donald Trump’s Speech,Some of Mr. Trump’s top Hispanic Republican supporters denounced his reversal after signaling a more conciliatory approach to illegal immigrants less than two weeks ago.,2016/09/02
1573,https://www.nytimes.com/2016/09/03/sports/ncaafootball/college-football-playoff-power-conferences.html,"Which Power Conference Won’t Vie for National Title? Sorry, Pac-12","The depth of the conference, paradoxically, means a greater chance for a two-loss champion that would be snubbed when the final four is chosen.",2016/09/03
1531,https://www.nytimes.com/2016/09/03/business/presidential-debate-moderators-lester-holt-chris-wallace.html,"Presidential Debate Moderators Are Set, With Lester Holt for the First","Chris Wallace, Martha Raddatz and Anderson Cooper were also picked by the Commission on Presidential Debates. All are first-time presidential debate moderators.",2016/09/03
1532,https://www.nytimes.com/2016/09/04/arts/television/network-sitcoms-prime-time-the-good-place.html,TV Takes a Prime-Time Chance: Kooky Comedy,"NBC, Fox and ABC, dogged by cable, are gambling this season on outside-the-box comedies and quirky niche shows.",2016/09/04
1524,https://www.nytimes.com/2016/09/06/nyregion/new-york-today-labor-day-weekend-news.html,New York Today: Catching Up,"Tuesday: News you missed over the long weekend, the Clown Theater Festival, and a ship’s homecoming.",2016/09/06
1570,https://www.nytimes.com/2016/09/06/arts/television/hugh-obrian-dies-dashing-tv-star-of-wyatt-earp-was-91.html,Hugh O’Brian Dies; Dashing TV Star of ‘Wyatt Earp’ Was 91,Mr. O’Brian played the title role in the western “The Life and Legend of Wyatt Earp” from 1955 to 1961.,2016/09/06
1519,https://www.nytimes.com/2016/09/07/nyregion/new-york-today-anatomy-of-a-scandal.html,New York Today: Anatomy of a Scandal,"Wednesday: Bridgegate, a culinary history of the Great Depression, and picturing race in America.",2016/09/07
1616,https://www.nytimes.com/2016/09/08/us/california-today-colleges-segregated-housing.html,"California Today: No, Cal State Isn’t Creating Segregated Housing","Welcome to California Today, a morning update on the stories that matter to Californians (and anyone else interested in the state).",2016/09/08
1124,https://www.nytimes.com/2016/09/08/technology/apple-iphone-wireless-earbuds.html,Daily Report: Highlight of the Apple Hype: Wireless Earbuds,The usual swarm of rumor and speculation points to the end of the iPhone headphone jack.,2016/09/08
1564,https://www.nytimes.com/2016/09/08/nyregion/new-york-today-public-school-fashion-week-start.html,New York Today: Rulers and Runways,"Thursday: A school-age fashion designer, Community Day at the U.S. Open and a cornucopia of courses.",2016/09/08
1229,https://www.nytimes.com/2016/09/08/opinion/who-stole-my-star-trek.html,Who Stole My ‘Star Trek’?,How the franchise lost its cult status — and why at least one Trekkie is in mourning.,2016/09/08
1149,https://www.nytimes.com/2016/09/09/us/john-r-coleman-haverford-president-who-explored-blue-collar-life-dies-at-95.html,"John R. Coleman, Haverford President Who Explored Blue-Collar Life, Dies at 95","A labor economist, he was a strong voice at the Philadelphia-area college in the 1960s for the admission of women and against the Vietnam War.",2016/09/09
1442,https://www.nytimes.com/2016/09/09/arts/television/whats-on-tv-friday-one-mississippi-and-quarry.html,What’s on TV Friday: ‘One Mississippi’ and ‘Quarry’,Tig Notaro learns that you can go home — but you might not leave — in “One Mississippi.” And a Marine returns to Memphis from Vietnam in “Quarry.”,2016/09/09
934,https://www.nytimes.com/2016/09/11/fashion/weddings/casey-stadulis-joshua-schanen.html,"Casey Stadulis, Joshua Schanen","The bride sells advertising at CBS Interactive, and the groom is a director of advertising sales for The New York Times.",2016/09/11
1560,https://www.nytimes.com/2016/09/11/opinion/sunday/saving-our-coastlines.html,Saving Our Coastlines,Rising sea levels caused by climate change are threatening coastal areas. What can we do?,2016/09/11
1280,https://www.nytimes.com/2016/09/11/us/politics/matt-lauer-debate-moderators.html,Potent Critiques of NBC Forum Raise Stakes for Moderators,"Criticisms over a prime-time forum hosted by Matt Lauer foreshadow the scrutiny, and anxiety, facing the anchors presiding over a trio of Trump-Clinton debates.",2016/09/11
1613,https://www.nytimes.com/2016/09/11/us/politics/election-results-voting.html,Real-Time Election Day Projections May Upend News Tradition,"VoteCastr, a Silicon Valley company, plans to report early election results in key states, raising concerns about an effect on how people vote.",2016/09/11
1179,https://www.nytimes.com/2016/09/11/sports/football/nfl-week-1-schedule-predictions-spread.html,N.F.L. Week 1: Here’s Who We Think Will Win,Here’s a look at the Week 1 matchups around the N.F.L. and predictions for each game.,2016/09/11
1406,https://www.nytimes.com/2016/09/11/arts/television/archie-panjabi-goodbye-good-wife-hello-spy-life.html,"Archie Panjabi: Goodbye, ‘Good Wife.’ Hello, Spy Life.",The actress talks about her role as the leader of a secret department in “Blindspot” and her past work on “The Good Wife.”,2016/09/11
1659,https://www.nytimes.com/2016/09/11/us/politics/hillary-clinton-basket-of-deplorables.html,"Hillary Clinton Calls Many Trump Backers ‘Deplorables,’ and G.O.P. Pounces","Mrs. Clinton later said she had spoken too broadly, then doubled down on what she called Mr. Trump’s appeal to prejudice.",2016/09/11
868,https://www.nytimes.com/2016/09/12/arts/television/jonbenet-ramsey-on-television.html,"Trying to Make JonBenet Ramsey Must-See TV, Again","The approach of the 20th anniversary of this Colorado girl’s murder prompts a barrage of programming, but why?",2016/09/12
1649,https://www.nytimes.com/2016/09/12/arts/television/stranger-things-the-great-british-baking-show-what-to-watch.html,What You Should Watch to Catch Up on This Summer’s Shows,"From the Watching team, expert TV and movie recommendations for the next few days.",2016/09/12
1231,https://www.nytimes.com/2016/09/12/movies/sully-flies-high-and-lands-smoothly-at-the-box-office.html,‘Sully’ Flies High and Lands Smoothly at the Box Office,"Clint Eastwood’s latest film, starring Tom Hanks, collected an estimated $35.5 million at North American cinemas over the weekend.",2016/09/12
1465,https://www.nytimes.com/2016/09/12/nyregion/new-york-today-new-york-state-local-primaries.html,New York Today: Preparing for the Primaries,"Monday: Parties pick their candidates, remembering 9/11, and the hot-blooded election of 1800.",2016/09/12
1512,https://www.nytimes.com/2016/09/13/nyregion/new-york-today-eid-al-adha.html,New York Today: The Feast of Sacrifice,"Tuesday: Reflections on Eid al-Adha, a beautiful day for voting, and a dog beach reopens.",2016/09/13
1167,https://www.nytimes.com/2016/09/15/briefing/donald-trump-hillary-clinton-edward-snowden.html,"Donald Trump, Hillary Clinton, Edward Snowden: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.,2016/09/15
1323,https://www.nytimes.com/reuters/2016/09/15/technology/15reuters-nfl-twitter.html,Twitter Users Cheer Thursday Night Football Live Video,"Twitter Inc made a smooth debut with its broadcast of a National Football League game on Thursday, attracting generally positive tweets throughout the matchup between the Buffalo Bills and the New York Jets.",2016/09/15
1554,https://www.nytimes.com/2016/09/15/nyregion/new-york-today-san-gennaro-little-italy.html,New York Today: Jubilee in Little Italy,"Thursday: The Feast of San Gennaro begins, “90210” visits the East Village, and good intentions gone bad.",2016/09/15
1670,https://www.nytimes.com/roomfordebate/2016/09/15/what-do-we-need-to-know-about-candidates-health,What Do We Need to Know About Candidates' Health?,,2016/09/15
1510,https://www.nytimes.com/2016/09/15/briefing/hillary-clinton-donald-trump-edward-snowden.html,"Hillary Clinton, Donald Trump, Edward Snowden: Your Thursday Briefing",Here’s what you need to know to start your day.,2016/09/15
234,https://www.nytimes.com/interactive/2016/09/15/us/politics/september-poll.html,A New York Times/CBS News Poll on the Presidential Race,"Locked in a tight race, both candidates are raising red flags with voters. Most voters think Donald J. Trump is a risky choice and does not have the temperament and personality to be president, but Hillary Clinton continues to struggle with broad perceptions that she is not trustworthy and cannot bring real change to Washington, the latest New York Times/CBS News poll found.",2016/09/15
192,https://www.nytimes.com/2016/09/16/us/politics/how-the-times-cbs-news-poll-was-conducted.html,How the Times/CBS News Poll Was Conducted,"The survey of 1,433 registered voters from Sept. 9 to 13 used random sampling methods to ensure proper representation in terms of region, sex, race and other factors.",2016/09/16
244,https://www.nytimes.com/interactive/2016/09/16/us/politics/17polldoc.html,A New York Times/CBS News Poll on a Woman for President,"The poll looked closely at women’s political views and broader outlook on American life, as well as how the wider society views the role of women.",2016/09/16
1344,https://www.nytimes.com/2016/09/16/podcasts/why-we-expect-health-disclosures-from-presidential-candidates.html,Why We Expect Health Disclosures From Presidential Candidates,John Dickerson of CBS and Lawrence K. Altman of The Times talk about presidential health and the rich history of medical secrecy.,2016/09/16
1320,https://www.nytimes.com/reuters/2016/09/16/sports/football/16reuters-nfl-twitter.html,Twitter Users Cheer Thursday Night Football Live Video,"Twitter Inc made a smooth debut with its broadcast of a National Football League game on Thursday, attracting generally positive tweets throughout the matchup between the Buffalo Bills and the New York Jets.",2016/09/16
1509,https://www.nytimes.com/2016/09/16/us/politics/hillary-clinton-campaign.html,"Hillary Clinton Returns to the Campaign Trail, Vowing New Approach","Mrs. Clinton appeared in Greensboro, N.C., three days after she nearly collapsed at a World Trade Center memorial service.",2016/09/16
985,https://www.nytimes.com/2016/09/16/sports/football/twitter-live-stream-jets-bills-thursday-night.html,Twitter Live Stream of ‘Thursday Night Football’ Reveals Delay-of-Game Flaw,"In the debut of an N.F.L. plan to live stream “Thursday Night Football” on Twitter, the video feed had a slight delay. Fans’ complaints were posted on Twitter in real time.",2016/09/16
1608,https://www.nytimes.com/2016/09/16/us/politics/hillary-clinton-donald-trump-poll.html,Voters’ View of a Donald Trump Presidency: Big Risks and Rewards,"Hillary Clinton and Mr. Trump are locked in a close race, with voters saying he lacks the right temperament but would bring real change to Washington, a New York Times/CBS News poll showed.",2016/09/16
1327,https://www.nytimes.com/aponline/2016/09/16/us/ap-us-tv-trump-fallon.html,Fallon Faces Social Media Backlash After Trump Interview,"Some ""Tonight Show"" viewers weren't laughing after GOP presidential hopeful Donald Trump paid Jimmy Fallon a visit Thursday, and encountered nothing hairier from the NBC host than a head rub.",2016/09/16
1459,https://www.nytimes.com/2016/09/16/us/politics/hillary-clinton-presidential-race.html,Hillary Clinton Takes Aim at Voters Drifting Toward Third Party,Mrs. Clinton’s Democratic allies plan a push to win over young people disaffected by both major party candidates who are now favoring Gary Johnson or Jill Stein.,2016/09/16
1480,https://www.nytimes.com/2016/09/17/upshot/what-people-dont-know-about-the-clinton-foundation-is-revealing-in-itself.html,What People Don’t Know About the Clinton Foundation Is Revealing in Itself,A survey to gauge public knowledge about charity work suggests that many voters are willing to buy into a negative narrative.,2016/09/17
1549,https://www.nytimes.com/2016/09/17/us/politics/womens-rights-voices-poll-inequality-clinton.html,"From Women, Skepticism About Marriage and a Hunger for Workplace Equality",Some of the women who took part in a New York Times/CBS News poll were called to talk further about the challenges they face today.,2016/09/17
1635,https://www.nytimes.com/2016/09/17/your-money/for-college-athletes-financial-coaching-from-retired-pros.html,"For College Athletes, Financial Coaching From Retired Pros",Former players like the N.F.L.’s Bart Scott and the N.B.A.’s Antoine Walker use their experiences to help students face the future inside or outside sports.,2016/09/17
974,https://www.nytimes.com/aponline/2016/09/17/us/ap-fbc-ohio-state-pow-mia-seat.html,"Ohio State Leaves Stadium Seat Empty for POWs, Military MIA",Ohio State is reserving an empty seat in its football stadium to honor prisoners of war and military members considered missing in action.,2016/09/17
1544,https://www.nytimes.com/2016/09/18/briefing/donald-trump-hillary-clinton-buffalo-bills.html,"Donald Trump, Hillary Clinton, Buffalo Bills: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.,2016/09/18
1605,https://www.nytimes.com/2016/09/18/us/politics/donald-trump-presidential-race.html,Donald Trump’s Anything-Goes Campaign Sets an Alarming Political Precedent,"The past week’s routine falsehoods, unfounded claims and inflammatory language offered a vivid illustration of how little regard Mr. Trump has for the long-held expectations of America’s leaders.",2016/09/18
1043,https://www.nytimes.com/2016/09/18/fashion/weddings/emma-diebold-michael-tellem.html,"Emma Diebold, Michael Tellem","The bride, an interior designer, and the groom, a sports agent, were wed in Goleta, Calif.",2016/09/18
910,https://www.nytimes.com/2016/09/18/arts/television/a-chill-in-the-air-stay-inside-and-watch-tv.html,A Chill in the Air? Stay Inside and Watch TV,"A guide to what’s notable this season, from old favorites to possible new ones.",2016/09/18
1424,https://www.nytimes.com/2016/09/18/arts/television/the-fall-tv-season-isnt-dead-yet-but-why.html,The Fall TV Season Isn’t Dead Yet. But Why?,"Executives have been forecasting the eclipse of the traditional autumnal flurry for years, yet it persists. Does it still serve a purpose?",2016/09/18
1648,https://www.nytimes.com/2016/09/18/magazine/what-playing-madden-teaches-us-about-football-and-what-it-doesnt.html,What Playing Madden Teaches Us About Football — and What It Doesn’t,"How a video game lets fans think they understand N.F.L. games, even as it keeps them at enough remove to still enjoy the sport.",2016/09/18
651,https://www.nytimes.com/aponline/2016/09/18/sports/football/ap-fbn-inactives.html,Gronkowski Out Again for Patriots With Hamstring Issue,"New England Patriots tight end Rob Gronkowski missed his second consecutive week with a hamstring injury, after he was ruled out for Sunday's game against the Miami Dolphins.",2016/09/18
1655,https://www.nytimes.com/2016/09/18/arts/television/leading-roles-four-actors-to-watch-this-season.html,Leading Roles: Four Actors to Watch This Season,"The fall tv lineup includes Tori Anderson, Michael Weatherly, Mandy Moore and Mike Colter as the faces of new series.",2016/09/18
1584,https://www.nytimes.com/2016/09/18/business/spin-class-full-feel-the-burn-from-your-living-room.html,Spin Class Full? Feel the Burn From Your Living Room,"A new crop of boutique workout companies are using interactive apps to bring their cycling, yoga and fitness classes to customers around the globe.",2016/09/18
774,https://www.nytimes.com/2016/09/18/arts/television/whats-on-tv-sunday-the-68th-emmy-awards-and-bruce-springsteen.html,What’s on TV Sunday: The 68th Emmy Awards and Bruce Springsteen,The 68th Emmy Awards honor some of the year’s best television and its stars. And Bruce Springsteen discusses his new autobiography on CBS Sunday Morning.,2016/09/18
1646,https://www.nytimes.com/2016/09/18/arts/music/don-buchla-dead.html,"Don Buchla, Inventor, Composer and Electronic Music Maverick, Dies at 79",The instruments Mr. Buchla built represented what became known as the West Coast philosophy of electronic music: more experimental and less commercial.,2016/09/18
998,https://www.nytimes.com/2016/09/18/sports/football/nfl-week-2-schedule-predictions-spread.html,N.F.L. Week 2: Here’s Who We Think Will Win,Here’s a look at the Week 2 matchups around the N.F.L. and predictions for each game.,2016/09/18
1484,https://www.nytimes.com/2016/09/18/arts/television/white-guys-grappling-with-a-new-reality-on-tv.html,"Sitcom Men, Grappling With a New Reality on TV","Male protagonists are adjusting to new roles in society or reduced circumstances. In new broadcast sitcoms, not just in politics.",2016/09/18
1393,https://www.nytimes.com/2016/09/18/books/review/whistlestop-john-dickerson.html,John Dickerson Tracks Winners and Losers on Campaign Trails Past,"“Whistlestop,” by John Dickerson, shows that some shine, many stumble on the presidential campaign trail.",2016/09/18
1386,https://www.nytimes.com/2016/09/19/arts/television/james-stacy-dead.html,"James Stacy, Actor Who Kept Working After a Disabling Crash, Dies at 79",Mr. Stacy played specialized roles after losing an arm and a leg when his motorcycle was struck by a drunken driver.,2016/09/19
1382,https://www.nytimes.com/2016/09/19/arts/television/emmy-awards.html,Emmy Awards 2016: Emmys Welcome Surprises Along With the Favorites,"“The People v. O.J. Simpson,” “Game of Thrones” and “Veep” were big winners at the 68th Primetime Emmy Awards.",2016/09/19
1474,https://www.nytimes.com/2016/09/19/upshot/introducing-the-new-york-times-upshot-siena-college-poll.html,Introducing the New York Times Upshot/Siena College Poll,"Tomorrow, we will unveil a Florida poll that uses voter registration files, a core of the “big data” that has transformed campaign targeting and analytics.",2016/09/19
1458,https://www.nytimes.com/2016/09/19/arts/television/whats-on-tv-monday-the-good-place-and-three-days-of-terror-the-charlie-hebdo-attacks.html,What’s on TV Monday: ‘The Good Place’ and ‘Three Days of Terror: The Charlie Hebdo Attacks’,"A bad person mistakenly ends up in “The Good Place,” starring Kristen Bell and Ted Danson. And “Three Days of Terror: The Charlie Hebdo Attacks” revisits the 2015 Paris massacre.",2016/09/19
957,https://www.nytimes.com/2016/09/19/arts/television/fall-tv-designated-survivor.html,What You Should Watch Now That Fall TV Has Arrived,"From the Watching team, expert TV and movie recommendations for the next few days.",2016/09/19
1339,https://www.nytimes.com/2016/09/19/business/michel-c-bergerac-who-made-over-revlon-dies-at-84.html,"Michel C. Bergerac, Who Made Over Revlon, Dies at 84","The French-born deal maker expanded Revlon beyond cosmetics, transforming it into a major player in health care before a hostile takeover by Ronald O. Perelman.",2016/09/19
1603,https://www.nytimes.com/2016/09/19/us/politics/obama-trump-clinton.html,Obama Sees ‘Personal Insult’ if Blacks Don’t Rally for Hillary Clinton,Many Democrats are afraid that Mrs. Clinton’s large edge among African-American voters may be undercut by apathy and low voter turnout.,2016/09/19
1261,https://www.nytimes.com/2016/09/20/arts/television/review-michael-weatherly-recast-as-a-jury-puppeteer-on-bull.html,"Review: Michael Weatherly, Recast as a Jury-Puppeteer on ‘Bull’","Mr. Weatherly left one of TV’s most successful shows, “N.C.I.S.,” for top billing on this new CBS series, but the first episode does not bode well.",2016/09/20
1645,https://www.nytimes.com/2016/09/20/us/politics/donald-trump-hillary-clinton.html,"After Bombings, Hillary Clinton and Donald Trump Clash Over Terrorism","Mrs. Clinton stressed her national security credentials and measured her words, and Mr. Trump sounded a note of furious alarm about Saturday’s attacks in New York and New Jersey.",2016/09/20
629,https://www.nytimes.com/aponline/2016/09/20/business/ap-us-nielsens-list.html,Nielsen's Top Programs for Sept. 12-18,Prime-time viewership numbers compiled by Nielsen for Sept. 12-18. Listings include the week's ranking and viewership.,2016/09/20
1212,https://www.nytimes.com/2016/09/20/us/politics/another-slip-for-the-libertarian-nominee-gary-johnson-nobody-got-hurt.html,"Another Slip for the Libertarian Nominee, Gary Johnson: ‘Nobody Got Hurt’",Mr. Johnson quickly corrected himself on Twitter after misspeaking about terrorist attacks in New York and Minneapolis.,2016/09/20
700,https://www.nytimes.com/aponline/2016/09/20/business/ap-us-nielsens.html,'America's Got Talent' Gives Season-Ending Win to NBC,"The 12-year-old singing sensation Grace VanderWaal's $1 million prize capped a successful season for summer's favorite television show, ""America's Got Talent,"" and helped NBC to victory last week in the television ratings.",2016/09/20
1627,https://www.nytimes.com/2016/09/21/world/americas/donald-trump-the-unsinkable-candidate.html,"Donald Trump, the Unsinkable Candidate","Many of Mr. Trump’s remarks would have seriously damaged other candidates, but he has remained popular in spite of accusations of racism and graft.",2016/09/21
1503,https://www.nytimes.com/2016/09/21/us/politics/rose-pak-dead.html,"Rose Pak, a Brash Force for San Francisco’s Chinatown, Dies at 68","Although she never held office, Ms. Pak helped turn her city’s Asian-American population into a substantial political power through outspoken style.",2016/09/21
1242,https://www.nytimes.com/2016/09/21/nyregion/new-york-today-welcome-back-23rd-street.html,"New York Today: Welcome Back, 23rd Street","Wednesday: Businesses reopen after the bombing, beach weather, and a Roman relic reborn.",2016/09/21
1542,https://www.nytimes.com/2016/09/21/arts/television/samantha-bee-condemns-jimmy-fallons-trump-interview.html,Samantha Bee Condemns NBC and Jimmy Fallon’s Trump Interview,"On her show, “Full Frontal,” Ms. Bee said NBC wrongly gives Donald J. Trump a platform because the network’s executives don’t feel threatened by his rhetoric.",2016/09/21
1321,https://www.nytimes.com/reuters/2016/09/21/business/21reuters-tech-rebound.html,European Tech Firms Tiptoe Back to IPO Market,"A handful of European tech firms are testing the appetite for initial public offerings, taking their lead from a modest rebound in listings in the United States following a two-year slump.",2016/09/21
1304,https://www.nytimes.com/2016/09/21/arts/television/review-lethal-weapon-and-macgyver-2-80s-reboots-1-with-chemistry.html,"Review: ‘Lethal Weapon’ and ‘MacGyver,’ 2 ’80s Reboots, 1 With Chemistry","Fox’s “Lethal Weapon” TV series may develop some intrigue with Damon Wayans and Clayne Crawford; and CBS’s “MacGyver,” with Lucas Till, is to debut.",2016/09/21
1579,https://www.nytimes.com/2016/09/22/nyregion/new-york-today-an-extended-summer.html,New York Today: An Extended Summer,"Thursday: What’s with the heat this week, another Anthony Weiner sexting scandal, and influential restaurants.",2016/09/22
1133,https://www.nytimes.com/2016/09/22/business/media/viacoms-interim-chief-will-step-down-in-november.html,Viacom’s Interim Chief Will Step Down in November,"Now searching for a leader, the beleaguered media company’s board also cut its dividend and took other steps to improve its finances.",2016/09/22
1473,https://www.nytimes.com/2016/09/22/briefing/charlotte-epipen-deflategate.html,"Charlotte, EpiPen, Deflategate: Your Thursday Briefing",Here’s what you need to know to start your day.,2016/09/22
811,https://www.nytimes.com/aponline/2016/09/22/business/ap-us-tv-highest-paid-stars.html,"Parsons, Fellow 'Big Bang' Actors Top Forbes' Best-Paid List","""The Big Bang Theory"" does a bang-up job of making its stars rich.",2016/09/22
1501,https://www.nytimes.com/2016/09/23/arts/television/transparent-poldark-what-to-watch.html,What You Should Watch: ‘Transparent’ and ‘Poldark’,"From the Watching team, expert TV and movie recommendations for the next few days.",2016/09/23
1299,https://www.nytimes.com/2016/09/23/arts/television/whats-on-tv-friday-the-exorcist-series-and-transparent.html,What’s on TV Friday: ‘The Exorcist’ Series and ‘Transparent’,"Geena Davis stars in “The Exorcist,” a series inspired by the 1973 horror classic. And “Transparent” returns, with three more Emmy wins to its credit.",2016/09/23
1249,https://www.nytimes.com/2016/09/23/arts/music/savory-collection-apple-music-coleman-hawkins.html,"‘The Savory Collection,’ a Mythical Trove of Jazz Recordings, Will Get a Digital Release","The recordings, from the archives of the sound engineer Bill Savory, will finally be available to the public via the National Jazz Museum and Apple Music.",2016/09/23
1644,https://www.nytimes.com/2016/09/23/nyregion/new-york-today-how-bout-our-apples.html,New York Today: How ’Bout Our Apples?,"Friday: Biting into the history of our apples, weekend events, and the Great Hurricane of 1938.",2016/09/23
1053,https://www.nytimes.com/2016/09/23/business/dealbook/mylan-bresch-cooperman-omega-viacom.html,"Morning Agenda: Outrage Over Health Care, Fund Giant Is Charged, Viacom Chief to Step Down","The chief of Mylan, Heather Bresch, came under fire in the House for the EpiPen, but will browbeating pharmaceutical executives have any impact?",2016/09/23
1009,https://www.nytimes.com/aponline/2016/09/24/us/politics/ap-us-news-shows.html,Guest Lineups for the Sunday News Shows,Guest lineups for the Sunday TV news shows:,2016/09/24
1244,https://www.nytimes.com/2016/09/24/arts/television/whats-on-tv-saturday-steve-jobs-and-portlandia.html,What’s on TV Saturday: ‘Steve Jobs’ and ‘Portlandia’,Michael Fassbender is the title character in “Steve Jobs.” And the most recent season of “Portlandia” arrives on Netflix.,2016/09/24
1575,https://www.nytimes.com/2016/09/25/opinion/sunday/can-hillary-clinton-keep-you-safe.html,Can Hillary Clinton Keep You Safe?,Voters no longer believe men are stronger than women on national security.,2016/09/25
1125,https://www.nytimes.com/2016/09/25/business/media/presidential-debate-audience.html,Clinton-Trump Debate Expected to Be Rare Draw in a Polarized Age,"The total audience, network executives and political strategists say, could be as high as 100 million viewers — Super Bowl territory.",2016/09/25
