,date,headline,link,summary
1814,,A Woman Who's Man Enough,http://query.nytimes.com/gst/fullpage.html?res=9501E1DF1731F931A15754C0A9619C8B63,WASHINGTON Things are getting confusing out there in Genderville.
1851,,"Set to Debate, G.O.P. Contenders Ponder What to Say About Bush",http://query.nytimes.com/gst/fullpage.html?res=9804E2D8103EF930A35756C0A9619C8B63,"As they gather Thursday night at the Ronald Reagan Presidential Library for their first debate, the Republican presidential candidates are thrilled at the chance to associate themselves with Reagan. But they may not be able to escape the challenge created for them by the current president. As much as Iraq or health care or any other issue, the question of how to deal with President Bush is vexing the Republican field. Do they embrace him as a means of appealing to the conservative voters who tend to decide Republican primaries? Or do they break from him in an effort to show that they will lead the nation in a new direction? Do they applaud his policies or question his competence -- or both?"
1809,,WORKING MOM,http://query.nytimes.com/gst/fullpage.html?res=9901E4D6143EF93AA25752C1A9609C8B63,"Two and a half months into her new job as anchor and managing editor of the ''CBS Evening News,'' Katie Couric views both her business and personal life as a balancing act. To attract more viewers, she is trying to balance a different approach to the newscast with maintaining ''a semblance of what people are accustomed to,'' she said last week at the Museum of Television and Radio in New York."
1803,,"Bush, at Low Point in the Polls, Will Push His Domestic Agenda",http://query.nytimes.com/gst/fullpage.html?res=9406E4D71F30F930A15752C0A9619C8B63,"Carrying some of the worst public approval ratings of any president in a generation, President Bush is heading into his State of the Union address on Tuesday night seeking to revitalize his domestic agenda but facing stiff resistance over the initiatives the White House has previewed so far. Administration officials said Monday that among Mr. Bush's proposals would be a plan to help states provide health care coverage to people who lack insurance by diverting federal aid from hospitals, especially public institutions. The provision is likely to draw loud criticism from municipalities across the nation and will significantly affect the New York City Health and Hospitals Corporation, the nation's largest municipal health care system."
1795,,Health Care for the Rest of Us,http://query.nytimes.com/gst/fullpage.html?res=9906EFDC1531F934A35750C0A9619C8B63,"To the Editor: Re ''Most Support U.S. Guarantee of Health Care'' (front page, March 2): Around kitchen tables, families are fuming over their rising premiums, uninsured relatives and unpaid medical bills. The problem of health coverage concerns all those who have insurance, those offered insurance by employers who turn it down because of the expense, and the uninsured."
1790,,THE WEEK AHEAD: Jan. 7 - 13; TELEVISION,http://query.nytimes.com/gst/fullpage.html?res=9D06E6DD1730F934A35752C0A9619C8B63,"Television doesn't get much better than the first season of ''THE SOPRANOS.'' Now basic-cable subscribers who don't pay for HBO, or watch DVDs, or swap pirated videos online, can see what all the fuss is about when the series makes its premiere on A&E (9 p.m. Wednesday), eight years to the day after it first appeared. Or most of the fuss, anyway. Will the bullet-and-profanity-riddled family crime drama be a different show with fully clothed strippers at the Bada Bing, or with Tony telling Artie that he's a ''really'' great cook? Yes, slightly. But it will still be really great. PBS tackles Topic A this week with the start of the four-hour series ''CHINA FROM THE INSIDE'' (9 p.m. Wednesday, most stations; check local listings). Produced by Granada Television and the San Francisco PBS affiliate KQED, the program addresses the power of the Communist Party, women's rights, the environment and religious freedom, and the producers have rounded up the requisite complement of true believers (or fast operators) and surprisingly frank dissenters. The series's content won't be a surprise to anyone who keeps up with the news, but its pictures, crossing the country from Xinjiang to Xiamen, are fascinating and beautiful. The first round of the NATIONAL FOOTBALL LEAGUE PLAYOFFS continues on Sunday, and New York fans can enjoy -- or not -- consecutive games featuring the Jets against New England (1 p.m., CBS) and the Giants against Philadelphia (4:30 p.m., Fox). Those who prefer violence of the emotional variety can look forward to new episodes of ''GREY'S ANATOMY'' (ABC, 9 p.m. Thursday)."
1784,,TRANSACTIONS,http://query.nytimes.com/gst/fullpage.html?res=9504E7DE123EF933A15751C0A9619C8B63,"BASEBALL National League METS--Agreed to terms with C Sandy Alomar Jr. on a minor league contract. SAN DIEGO PADRES--Purchased the contract of INF Oscar Robles from Mexico City of the Mexican League and signed him to a minor league contract. BASKETBALL N.B.A. MILWAUKEE BUCKS--Signed C Jared Reiner to a second 10-day contract. NBA Development League LOS ANGELES D-FENDERS--Signed G Daniel Horton and F-C Nick Lewis. Announced F Aloysius Anagonye left the team. W.N.B.A. CHICAGO SKY--Named Roger Reding assistant coach and director of player personnel. FOOTBALL N.F.L. CAROLINA PANTHERS--Released DE Al Wallace. CHICAGO BEARS--Announced Ron Rivera, defensive coordinator, will not return next season. Named Luke Butkus assistant offensive line coach. CINCINNATI BENGALS--Signed TE Greg Guenther to a two-year contract. DENVER BRONCOS--Signed LB Louis Green to a contract extension. GREEN BAY PACKERS--Signed LB Tim Goodwell, P David Lonie, CB Antonio Malone, LB Marcus Russell and DT Devarick Scandrett. INDIANAPOLIS COLTS--Designated DE Dwight Freeney as franchise player. MIAMI DOLPHINS--Named Terry Shea quarterbacks coach and Brad Ohrt assistant strength and conditioning coach. Signed P Ryan Flinn. SAN DIEGO CHARGERS--Named Norv Turner coach and signed him to a four-year contract, Ron Rivera linebackers coach and Ted Cottrell defensive coordinator and signed them to two-year contracts. TENNESSEE TITANS--Released OG Zach Piller. HOCKEY N.H.L. CAROLINA HURRICANES--Reassigned LW Ryan Bayda to Albany of the AHL. EDMONTON OILERS--Placed F Fernando Pisani on injured reserve. Recalled D Tom Gilbert and LW Jean-Francois Jacques from Wilkes-Barre/Scranton of the AHL. OTTAWA SENATORS--Recalled G Kelly Guard from Binghamton of the AHL. SAN JOSE SHARKS--Reassigned F Mathieu Darche and F Thomas Plihal to Worcester of the AHL."
1781,,When a Politician Doesn't Want Money,http://query.nytimes.com/gst/fullpage.html?res=9C0CEED6173FF930A15754C0A9609C8B63,"What do you say when the gubernatorial campaign of Eliot Spitzer, the New York attorney general, returns your contribution? How about: ''Uh oh.'' Often, the reasons are clear enough. Of the $250,368.57 returned by Mr. Spitzer's campaign in the first half of the year, about half went to Melvyn I. Weiss and others associated with his giant law firm, Milberg Weiss Bershad & Schulman, which was indicted in May on charges of secretly paying plaintiffs."
1779,,TRANSACTIONS,http://query.nytimes.com/gst/fullpage.html?res=9A07E0DC133EF931A15751C0A9619C8B63,"BASEBALL American League KANSAS CITY ROYALS--Agreed to terms with C John Buck, RHP Joel Peralta, RHP Joakim Soria, LHP Neal Musser, LHP Danny Christensen, RHP Ryan Braun, RHP Leo Nunez and OF-1B Justin Huber on one year contracts. LOS ANGELES ANGELS--Agreed to terms with INF Howie Kendrick, INF Casey Kotchman, C Jeff Mathis, RHP Dustin Moseley and LHP Phil Seibel on one-year contracts. N.F.L. MIAMI DOLPHINS--Signed DT Vonnie Holliday to a four-year contract. JETS--Released RB Kevan Barlow and OL Trey Teague. Re-signed CB Hank Poteat. Signed S Raymond Ventrone to a reserve- future contract and Denny Marcin, defensive assistant coach, to a contract extension. Named Mike MacIntyre secondary coach, Dan Quinn defensive line coach, Brian Daboll quarterbacks coach, Sal Alosi strength and conditioning coach and Jerome Henderson assistant secondary coach in addition to his duties as director of player development. SAN DIEGO CHARGERS--Named Bill Bradley secondary coach. SAN FRANCISCO 49ERS--Signed S Jermaine Hardy and allocated him to NFL Europe. TAMPA BAY BUCCANEERS--Named Todd Wash defensive quality control coach. HOCKEY N.H.L. BUFFALO SABRES--Called up F Patrick Kaleta from Rochester of the AHL. LOS ANGELES KINGS--Recalled RW Lauri Tukonen from Manchester of the AHL. Placed LW Raitis Ivanans on injured reserve. RANGERS--Recalled F Brad Isbister from Hartford of the AHL. Placed F Brendan Shanahan on injured reserve. OTTAWA SENATORS--Assigned G Kelly Guard to Binghamton of the AHL. COLLEGE MIAMI--Promoted Tim Walton to defensive coordinator. Named Micheal Barrow linebackers coach, Wesley McGriff secondary coach, Tommie Robinson running backs coach and Jeff Stoutland offensive line coach. SOUTH CAROLINA--Suspended QBStephen Garcia indefinitely from participating in team activities after being arrested and charged with drunkenness."
1777,,WHAT'S ON TONIGHT,http://query.nytimes.com/gst/fullpage.html?res=9A05E1DD1031F93AA2575AC0A9609C8B63,"10 P.M. (A&E) DOG: THE FAMILY SPEAKS -- Duane Chapman, aka Dog the Bounty Hunter (right, with his wife, Beth), found out what it's like to be in his prey's shoes after he was arrested on Thursday for illegal detention and conspiracy in the 2003 capture of Andrew Luster, the Max Factor heir who was later convicted of raping three women. Here, Mr. Chapman's loved ones plead his case. 8 P.M. (CBS) NCIS -- The team learns to work without Gibbs (Mark Harmon), who's off building boats in Mexico now that he's retired. 9 P.M. (NBC) LAW & ORDER: CRIMINAL INTENT -- A jealous ex-boyfriend? A serial killer? Detectives Goren and Eames try to figure out whodunit when a former ambassador's daughter is viciously murdered -- and before one of them becomes the next victim. 9 P.M. (CBS) THE UNIT The team's South American mission is put on hold when its members have to rescue two of their own. 10 P.M. (CBS) SMITH -- Ray Liotta stars in this new series about a career criminal looking for the heist of a lifetime before he goes straight. At least that's what his wife (Virginia Madsen, left, with Mr. Liotta) thinks. 10 P.M. (NBC) LAW & ORDER: SPECIAL VICTIMS UNIT -- Detective Benson (Mariska Hargitay) goes under cover to combat terrorist activities when a rape victim -- and F.B.I. informant -- refuses to cooperate. 10 P.M. (ABC) BOSTON LEGAL -- Denise (Julie Bowen) and Shirley (Candice Bergen) defend Daniel Post (Michael J. Fox) after he gets caught by police trying to buy a lung. Alan Shore (James Spader) defends a friend (Christian Clemenson) after he gets caught by police driving in the carpool lane with a lifesize sex doll. 10 P.M. (13) TWELVE DISCIPLES OF NELSON MANDELA -- In 1960, Benjamin Pule Leinaeng, a black South African, and 11 of his comrades left their home in Bloemfantein on a mission: to tell the world about the brutality of the apartheid system and their support for the African National Congress and its leader, Nelson Mandela. In this ''P.O.V.'' documentary, Leinaeng's stepson Thomas Allen Harris looks back on the life of the man who reared him, but whom he could never call father. 10 P.M. (HBO) REAL SPORTS WITH BRYANT GUMBEL -- Up for discussion: the race-car driver Danica Patrick, the weight gain of high-school football players, and a gathering at which homeless men in New York play soccer. 10 P.M. (FX) NIP/TUCK -- A nanny candidate fuels Sean's hidden desires, while Christian (Julian McMahon), having decided he's fat, puts himself in the hands of a plastic surgeon (Mario Lopez, top right, with Mr. McMahon) he thinks looks better than he does. KATHRYN SHATTUCK"
